Reaction	Complexes
2AGPE140tipp	D3880_07390-MONOMER
2AGPE141tipp	D3880_07390-MONOMER
2AGPG140tipp	D3880_07390-MONOMER
2AGPG141tipp	D3880_07390-MONOMER
2MAHMP	D3880_12365-MONOMER
34HPPOR	D3880_07605-MONOMER
3HAACOAT100	D3880_17030-MONOMER
3HAACOAT120	D3880_17030-MONOMER
3HAACOAT121	D3880_17030-MONOMER
3HAACOAT140	D3880_17030-MONOMER
3HAACOAT141	D3880_17030-MONOMER
3HAACOAT60	D3880_17030-MONOMER
3HAACOAT80	D3880_17030-MONOMER
3HAD100	D3880_06690-MONOMER
3HAD120	D3880_06690-MONOMER
3HAD121	D3880_06690-MONOMER
3HAD140	D3880_06690-MONOMER
3HAD141	D3880_06690-MONOMER
3HAD160	D3880_06690-MONOMER
3HAD161	D3880_06690-MONOMER
3HAD180	D3880_06690-MONOMER
3HAD181	D3880_06690-MONOMER
3HAD40	D3880_06690-MONOMER
3HAD60	D3880_06690-MONOMER
3HAD80	D3880_06690-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	D3880_14035-MONOMER
3OAR120	D3880_14035-MONOMER
3OAR121	D3880_14035-MONOMER
3OAR140	D3880_14035-MONOMER
3OAR141	D3880_14035-MONOMER
3OAR160	D3880_14035-MONOMER
3OAR161	D3880_14035-MONOMER
3OAR180	D3880_14035-MONOMER
3OAR181	D3880_14035-MONOMER
3OAR40	D3880_14035-MONOMER
3OAR60	D3880_14035-MONOMER
3OAR80	D3880_14035-MONOMER
3OAS100	D3880_14025-MONOMER OR D3880_13905-MONOMER
3OAS120	D3880_14025-MONOMER OR D3880_13905-MONOMER
3OAS121	D3880_13905-MONOMER
3OAS140	D3880_14025-MONOMER OR D3880_13905-MONOMER
3OAS141	D3880_13905-MONOMER
3OAS160	D3880_14025-MONOMER OR D3880_13905-MONOMER
3OAS161	D3880_13905-MONOMER
3OAS180	D3880_13905-MONOMER
3OAS181	D3880_13905-MONOMER
3OAS60	D3880_14025-MONOMER OR D3880_13905-MONOMER
3OAS80	D3880_14025-MONOMER OR D3880_13905-MONOMER
3OXCOAT	D3880_08640-MONOMER
3PEPTabcpp	D3880_10885-MONOMER OR D3880_10880-MONOMER OR D3880_10875-MONOMER OR D3880_10870-MONOMER
3_4DHBZt2	D3880_00545-MONOMER
4CMLCL_kt	D3880_08655-MONOMER OR D3880_18645-MONOMER
4HBHYOX	D3880_09685-MONOMER
4HBZtex	D3880_08665-MONOMER
4HTHRS	D3880_06195-MONOMER_mod_pydx5p(1)
4PEPTabcpp	D3880_10885-MONOMER OR D3880_10880-MONOMER OR D3880_10875-MONOMER OR D3880_10870-MONOMER
5HPUDICDC_c	D3880_09450-MONOMER
A5PISO	D3880_18525-MONOMER
