complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,D3880_00035(2) AND D3880_00040(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,D3880_10130(2) AND D3880_10125(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,D3880_19895(2) AND D3880_14685(2) AND D3880_06715(2) AND D3880_19900(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,D3880_04495(2) AND D3880_04490(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,D3880_14030() AND D3880_13905(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),D3880_14030() AND D3880_14045(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,D3880_18455(4) AND D3880_18460(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,D3880_22190() AND D3880_22195(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),D3880_02950() AND D3880_19950(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),D3880_18710() AND D3880_18715() AND D3880_18720() AND D3880_18725() AND D3880_18730(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),D3880_18730(1) AND D3880_18725(1) AND D3880_18720(1) AND D3880_18715(1) AND D3880_18705(1),,
CPLX_ANS-0,Anthranilate synthase,D3880_02575() AND D3880_02580(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,D3880_09940() AND D3880_21375(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),D3880_07790() AND D3880_07785() AND D3880_07780() AND D3880_07775(),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),D3880_09680() AND D3880_09675() AND D3880_09670() AND D3880_09665(),,
CPLX_AST-0,Arginine succinyltransferase,D3880_07850() AND D3880_07845(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,D3880_18485() AND D3880_01935(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),D3880_22505() AND D3880_22525() AND D3880_22490() AND D3880_22495() AND D3880_22520() AND D3880_22515() AND D3880_22500() AND D3880_22510() AND D3880_22530(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,D3880_08095(2) AND D3880_08090(2),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),D3880_00915(2) AND D3880_00920(2) AND D3880_00905(),,
CPLX_BZ12DOX-0,"Benzoate 1,2-dioxygenase",D3880_08555() AND D3880_08560() AND D3880_08565(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),D3880_01750() AND D3880_01755() AND D3880_01760(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,D3880_10405() AND D3880_10400() AND D3880_10395(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,D3880_18520() AND D3880_18515() AND D3880_18510(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,D3880_08140() AND D3880_05640(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),D3880_00520(1) AND D3880_00535(2) AND D3880_00530(1) AND D3880_00525(1),,
CPLX_CRO4abcpp-1,Chromate transport via ABC system (periplasm),D3880_00535() AND D3880_00525() AND D3880_00530() AND D3880_00890(),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),D3880_12740() AND D3880_12750(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,D3880_18400() AND D3880_18395() AND D3880_18390(),,
CPLX_DKMPPD2_PA-0,,D3880_13295() AND D3880_13300(),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),D3880_21285() AND D3880_21280() AND D3880_16530(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),D3880_06855() AND D3880_05235(),,
CPLX_GLUSx-0,Glutamate synthase  NADH2,D3880_20465(4) AND D3880_20470(4),,
CPLX_GLYBabcpp-0,Glycine betaine transport via ABC system (periplasm),D3880_12945() AND D3880_01750() AND D3880_01755(),,
CPLX_HSERTA-0,Homoserine O trans acetylase,D3880_01430() AND D3880_01425(),,
CPLX_HXAND-0,Hypoxanthine dehydrogenase,D3880_09490() AND D3880_09495() AND D3880_09485(),,
CPLX_IG3PS-0,Imidazole-glycerol-3-phosphate synthase,D3880_20815(1) AND D3880_20830(1),,
CPLX_ILEabcpp-0,L-isoleucine transport via ABC system (periplasm),D3880_16240(1) AND D3880_16250(1) AND D3880_16245(1) AND D3880_16260(1) AND D3880_16255(1),,
CPLX_ILEabcpp-1,L-isoleucine transport via ABC system (periplasm),D3880_02050() AND D3880_02045() AND D3880_02035() AND D3880_02030() AND D3880_02040(),,
CPLX_IPPMIa-0,3-isopropylmalate dehydratase,D3880_14725(1) AND D3880_14730(1),,
CPLX_Kabcpp-0,Potassium ABC transporter (periplasm),D3880_13835() AND D3880_13830() AND D3880_13825() AND D3880_13840(),,
CPLX_KAS13-0,B-ketoacyl synthetase (octadecanoate),D3880_14040() AND D3880_14025() AND D3880_14035() AND D3880_06690(),,
CPLX_LYSabcpp-0,L-lysine transport via ABC system (periplasm),D3880_20880() AND D3880_20875() AND D3880_20870() AND D3880_20865(),,
CPLX_MCOATA-0,Malonyl-CoA-ACP transacylase,D3880_14030() AND D3880_14040(),,
CPLX_METSOXR1-0,L-methionine-S-oxide reductase,D3880_20285() AND D3880_21375(),,
CPLX_METSOXR1-1,L-methionine-S-oxide reductase,D3880_20285() AND D3880_03005(),,
CPLX_MOBDabcpp-0,Molybdate transport via ABC system (periplasm),D3880_10385(2) AND D3880_10390(2) AND D3880_10380(1),,
CPLX_MPTG-0,Murein polymerizing transglycosylase,D3880_04470() AND D3880_18305() AND D3880_19080(),,
