Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
D3880_09660-MONOMER	Periplasm	D3880_09660()	Periplasm	s
D3880_20135-MONOMER	Outer_Membrane	D3880_20135()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	D3880_20135()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	D3880_20135()	Outer_Membrane	sb
D3880_19885-MONOMER	Inner_Membrane	D3880_19885()	Inner_Membrane	r
D3880_06975-MONOMER	Inner_Membrane	D3880_06975()	Inner_Membrane	r
D3880_18315-MONOMER	Inner_Membrane	D3880_18315()	Inner_Membrane	r
D3880_13445-MONOMER	Inner_Membrane	D3880_13445()	Inner_Membrane	r
D3880_14420-MONOMER	Periplasm	D3880_14420()	Periplasm	s
D3880_21920-MONOMER	Inner_Membrane	D3880_21920()	Inner_Membrane	r
D3880_07780-MONOMER	Inner_Membrane	D3880_07780()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	D3880_07780()	Inner_Membrane	r
D3880_05655-MONOMER	Inner_Membrane	D3880_05655()	Periplasm	s
D3880_07785-MONOMER	Inner_Membrane	D3880_07785()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	D3880_07785()	Inner_Membrane	r
D3880_00275-MONOMER	Inner_Membrane	D3880_00275()	Inner_Membrane	p
CPLX_CYTCAA6pp-0	Inner_Membrane	D3880_00275()	Inner_Membrane	p
D3880_00245-MONOMER	Inner_Membrane	D3880_00245()	Inner_Membrane	r
D3880_14275-MONOMER	Periplasm	D3880_14275()	Periplasm	s
D3880_20615-MONOMER	Inner_Membrane	D3880_20615()	Inner_Membrane	r
D3880_00520-MONOMER	Inner_Membrane	D3880_00520()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	D3880_00520()	Periplasm	s
D3880_00530-MONOMER	Inner_Membrane	D3880_00530()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	D3880_00530()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	D3880_00530()	Inner_Membrane	r
D3880_00525-MONOMER	Inner_Membrane	D3880_00525()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	D3880_00525()	Inner_Membrane	r
