bnum	position	modification
DCC84_00605	1518	m62A
DCC84_00605	1519	m62A
DCC84_03575	1518	m62A
DCC84_03575	1519	m62A
DCC84_04310	1518	m62A
DCC84_04310	1519	m62A
DCC84_23485	1518	m62A
DCC84_23485	1519	m62A
DCC84_30715	1518	m62A
DCC84_30715	1519	m62A
DCC84_00605	967	m5C
DCC84_03575	967	m5C
DCC84_04310	967	m5C
DCC84_23485	967	m5C
DCC84_30715	967	m5C
DCC84_00605	966	m2G
DCC84_03575	966	m2G
DCC84_04310	966	m2G
DCC84_23485	966	m2G
DCC84_30715	966	m2G
DCC84_00605	1498	m3U
DCC84_03575	1498	m3U
DCC84_04310	1498	m3U
DCC84_23485	1498	m3U
DCC84_30715	1498	m3U
DCC84_00605	527	m7G
DCC84_03575	527	m7G
DCC84_04310	527	m7G
DCC84_23485	527	m7G
DCC84_30715	527	m7G
DCC84_00605	1402	m4Cm
DCC84_03575	1402	m4Cm
DCC84_04310	1402	m4Cm
DCC84_23485	1402	m4Cm
DCC84_30715	1402	m4Cm
DCC84_00605	516	Y
DCC84_03575	516	Y
DCC84_04310	516	Y
DCC84_23485	516	Y
DCC84_30715	516	Y
DCC84_00620	2503	m2A
DCC84_03590	2503	m2A
DCC84_04325	2503	m2A
DCC84_23470	2503	m2A
DCC84_30700	2503	m2A
DCC84_00620	2251	Gm
DCC84_03590	2251	Gm
DCC84_04325	2251	Gm
DCC84_23470	2251	Gm
DCC84_30700	2251	Gm
DCC84_00620	1939	m5U
DCC84_03590	1939	m5U
DCC84_04325	1939	m5U
DCC84_23470	1939	m5U
DCC84_30700	1939	m5U
DCC84_00620	2498	Cm
DCC84_03590	2498	Cm
DCC84_04325	2498	Cm
DCC84_23470	2498	Cm
DCC84_30700	2498	Cm
DCC84_00620	745	m1G
DCC84_03590	745	m1G
DCC84_04325	745	m1G
DCC84_23470	745	m1G
DCC84_30700	745	m1G
DCC84_00620	1835	m2G
DCC84_03590	1835	m2G
DCC84_04325	1835	m2G
DCC84_23470	1835	m2G
DCC84_30700	1835	m2G
DCC84_00620	1962	m5C
DCC84_03590	1962	m5C
DCC84_04325	1962	m5C
DCC84_23470	1962	m5C
DCC84_30700	1962	m5C
DCC84_00620	1618	m6A
DCC84_03590	1618	m6A
DCC84_04325	1618	m6A
DCC84_23470	1618	m6A
DCC84_30700	1618	m6A
DCC84_00620	2069	m7G
DCC84_03590	2069	m7G
DCC84_04325	2069	m7G
DCC84_23470	2069	m7G
DCC84_30700	2069	m7G
DCC84_00620	2552	Um
DCC84_03590	2552	Um
DCC84_04325	2552	Um
DCC84_23470	2552	Um
DCC84_30700	2552	Um
DCC84_00620	1911	Y
DCC84_00620	1915	Y
DCC84_00620	1917	Y
DCC84_03590	1911	Y
DCC84_03590	1915	Y
DCC84_03590	1917	Y
DCC84_04325	1911	Y
DCC84_04325	1915	Y
DCC84_04325	1917	Y
DCC84_23470	1911	Y
DCC84_23470	1915	Y
DCC84_23470	1917	Y
DCC84_30700	1911	Y
DCC84_30700	1915	Y
DCC84_30700	1917	Y
