complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,DCC84_00060(2) AND DCC84_00065(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,DCC84_11140(2) AND DCC84_11135(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,DCC84_03265(2) AND DCC84_10720(2) AND DCC84_06320(2) AND DCC84_03260(2),,
CPLX_ACGAptspp-0,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),DCC84_32160() AND DCC84_05725() AND DCC84_28825() AND DCC84_05730(),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,DCC84_04280(2) AND DCC84_04275(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,DCC84_25585() AND DCC84_24285(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),DCC84_25585() AND DCC84_25600(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,DCC84_04775(4) AND DCC84_04770(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,DCC84_33415() AND DCC84_33420(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),DCC84_30445() AND DCC84_03110(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),DCC84_29105() AND DCC84_29110() AND DCC84_29115() AND DCC84_29120() AND DCC84_29125(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),DCC84_29090() AND DCC84_29110() AND DCC84_29115() AND DCC84_29120() AND DCC84_29125(),,
CPLX_ANS-0,Anthranilate synthase,DCC84_30820() AND DCC84_30810(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,DCC84_08185() AND DCC84_32610(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),DCC84_25990() AND DCC84_26000() AND DCC84_26005() AND DCC84_26010(),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),DCC84_27725() AND DCC84_27730() AND DCC84_27735() AND DCC84_27740(),,
CPLX_AST-0,Arginine succinyltransferase,DCC84_25965() AND DCC84_25970(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,DCC84_28735() AND DCC84_02760(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),DCC84_34195() AND DCC84_34215() AND DCC84_34180() AND DCC84_34185() AND DCC84_34210() AND DCC84_34205() AND DCC84_34190() AND DCC84_34200() AND DCC84_34220(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,DCC84_20865(2) AND DCC84_20860(2),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),DCC84_32385() AND DCC84_32370() AND DCC84_32375(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),DCC84_31465() AND DCC84_31460() AND DCC84_31455(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,DCC84_06850() AND DCC84_06845() AND DCC84_06840(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,DCC84_28775() AND DCC84_28770() AND DCC84_28765(),,
CPLX_CRNabcpp-0,L-carnitine transport via ABC system (periplasm),DCC84_01980() AND DCC84_31465() AND DCC84_31460(),,
