Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
ICJ54_11560-MONOMER	Periplasm	ICJ54_11560()	Periplasm	s
ICJ54_25255-MONOMER	Outer_Membrane	ICJ54_25255()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	ICJ54_25255()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	ICJ54_25255()	Outer_Membrane	sb
ICJ54_04810-MONOMER	Inner_Membrane	ICJ54_04810()	Inner_Membrane	r
ICJ54_12445-MONOMER	Inner_Membrane	ICJ54_12445()	Inner_Membrane	r
ICJ54_22855-MONOMER	Inner_Membrane	ICJ54_22855()	Inner_Membrane	r
ICJ54_15015-MONOMER	Periplasm	ICJ54_15015()	Periplasm	s
ICJ54_17855-MONOMER	Inner_Membrane	ICJ54_17855()	Inner_Membrane	r
ICJ54_08675-MONOMER	Inner_Membrane	ICJ54_08675()	Inner_Membrane	r
ICJ54_10000-MONOMER	Periplasm	ICJ54_10000()	Periplasm	s
ICJ54_01415-MONOMER	Inner_Membrane	ICJ54_01415()	Inner_Membrane	r
ICJ54_20420-MONOMER	Inner_Membrane	ICJ54_20420()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	ICJ54_20420()	Inner_Membrane	r
ICJ54_20425-MONOMER	Inner_Membrane	ICJ54_20425()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	ICJ54_20425()	Periplasm	s
ICJ54_20415-MONOMER	Inner_Membrane	ICJ54_20415()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	ICJ54_20415()	Inner_Membrane	r
ICJ54_19735-MONOMER	Inner_Membrane	ICJ54_19735()	Inner_Membrane	r
ICJ54_06255-MONOMER	Inner_Membrane	ICJ54_06255()	Inner_Membrane	r
ICJ54_06245-MONOMER	Inner_Membrane	ICJ54_06245()	Inner_Membrane	p
ICJ54_06250-MONOMER	Inner_Membrane	ICJ54_06250()	Inner_Membrane	r
ICJ54_06240-MONOMER	Inner_Membrane	ICJ54_06240()	Inner_Membrane	p
ICJ54_10170-MONOMER	Periplasm	ICJ54_10170()	Periplasm	s
ICJ54_25710-MONOMER	Inner_Membrane	ICJ54_25710()	Inner_Membrane	r
ICJ54_00685-MONOMER	Inner_Membrane	ICJ54_00685()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	ICJ54_00685()	Periplasm	s
ICJ54_00675-MONOMER	Inner_Membrane	ICJ54_00675()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	ICJ54_00675()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	ICJ54_00675()	Inner_Membrane	r
ICJ54_00680-MONOMER	Inner_Membrane	ICJ54_00680()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	ICJ54_00680()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	ICJ54_00680()	Inner_Membrane	r
ICJ54_21960-MONOMER	Inner_Membrane	ICJ54_21960()	Inner_Membrane	r
ICJ54_07480-MONOMER	Inner_Membrane	ICJ54_07480()	Inner_Membrane	p
ICJ54_07485-MONOMER	Inner_Membrane	ICJ54_07485()	Inner_Membrane	p
ICJ54_07495-MONOMER	Inner_Membrane	ICJ54_07495()	Periplasm	s
ICJ54_10475-MONOMER	Periplasm	ICJ54_10475()	Periplasm	s
ICJ54_07800-MONOMER	Inner_Membrane	ICJ54_07800()	Inner_Membrane	r
ICJ54_19155-MONOMER	Inner_Membrane	ICJ54_19155()	Inner_Membrane	r
ICJ54_04865-MONOMER	Inner_Membrane	ICJ54_04865()	Inner_Membrane	s
ICJ54_05040-MONOMER	Inner_Membrane	ICJ54_05040()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	ICJ54_05040()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	ICJ54_05040()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	ICJ54_05040()	Inner_Membrane	r
ICJ54_13495-MONOMER	Inner_Membrane	ICJ54_13495()	Inner_Membrane	r
ICJ54_16935-MONOMER	Inner_Membrane	ICJ54_16935()	Inner_Membrane	r
ICJ54_01070-MONOMER	Inner_Membrane	ICJ54_01070()	Inner_Membrane	r
ICJ54_00475-MONOMER	Inner_Membrane	ICJ54_00475()	Inner_Membrane	r
ICJ54_01365-MONOMER	Outer_Membrane	ICJ54_01365()	Inner_Membrane	s
ICJ54_10720-MONOMER	Outer_Membrane	ICJ54_10720()	Outer_Membrane	sb
ICJ54_01360-MONOMER	Outer_Membrane	ICJ54_01360()	Inner_Membrane	p
ICJ54_19200-MONOMER	Inner_Membrane	ICJ54_19200()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	ICJ54_19200()	Inner_Membrane	r
ICJ54_19195-MONOMER	Inner_Membrane	ICJ54_19195()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	ICJ54_19195()	Inner_Membrane	r
ICJ54_20530-MONOMER	Inner_Membrane	ICJ54_20530()	Inner_Membrane	p
CPLX_Kt2pp-1	Inner_Membrane	ICJ54_20530()	Inner_Membrane	p
ICJ54_18835-MONOMER	Inner_Membrane	ICJ54_18835()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	ICJ54_18835()	Inner_Membrane	p
ICJ54_18890-MONOMER	Inner_Membrane	ICJ54_18890()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	ICJ54_18890()	Inner_Membrane	r
ICJ54_18875-MONOMER	Inner_Membrane	ICJ54_18875()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	ICJ54_18875()	Inner_Membrane	r
ICJ54_18880-MONOMER	Inner_Membrane	ICJ54_18880()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	ICJ54_18880()	Inner_Membrane	p
ICJ54_18885-MONOMER	Inner_Membrane	ICJ54_18885()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	ICJ54_18885()	Inner_Membrane	r
ICJ54_18865-MONOMER	Inner_Membrane	ICJ54_18865()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	ICJ54_18865()	Inner_Membrane	r
ICJ54_18895-MONOMER	Inner_Membrane	ICJ54_18895()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	ICJ54_18895()	Inner_Membrane	r
ICJ54_07990-MONOMER	Inner_Membrane	ICJ54_07990()	Inner_Membrane	r
ICJ54_08245-MONOMER	Outer_Membrane	ICJ54_08245()	Outer_Membrane	sb
ICJ54_08925-MONOMER	Inner_Membrane	ICJ54_08925()	Inner_Membrane	r
ICJ54_13505-MONOMER	Inner_Membrane	ICJ54_13505()	Inner_Membrane	r
ICJ54_04935-MONOMER	Inner_Membrane	ICJ54_04935()	Inner_Membrane	r
ICJ54_22385-MONOMER	Outer_Membrane	ICJ54_22385()	Inner_Membrane	pa
CPLX_CMtpp-0	Outer_Membrane	ICJ54_22385()	Inner_Membrane	pa
CPLX_MINCYCtpp-0	Outer_Membrane	ICJ54_22385()	Inner_Membrane	pa
CPLX_RFAMPtpp-0	Outer_Membrane	ICJ54_22385()	Inner_Membrane	pa
ICJ54_17510-MONOMER	Inner_Membrane	ICJ54_17510()	Inner_Membrane	r
ICJ54_06655-MONOMER	Inner_Membrane	ICJ54_06655()	Inner_Membrane	r
ICJ54_08490-MONOMER	Inner_Membrane	ICJ54_08490()	Inner_Membrane	r
ICJ54_22430-MONOMER	Inner_Membrane	ICJ54_22430()	Inner_Membrane	r
ICJ54_06260-MONOMER	Inner_Membrane	ICJ54_06260()	Inner_Membrane	r
ICJ54_07190-MONOMER	Periplasm	ICJ54_07190()	Periplasm	s
ICJ54_23475-MONOMER	Inner_Membrane	ICJ54_23475()	Inner_Membrane	r
ICJ54_23470-MONOMER	Inner_Membrane	ICJ54_23470()	Inner_Membrane	r
CPLX_CIO3pp_q8-0	Inner_Membrane	ICJ54_23470()	Inner_Membrane	r
ICJ54_23465-MONOMER	Inner_Membrane	ICJ54_23465()	Inner_Membrane	r
CPLX_CIO3pp_q8-0	Inner_Membrane	ICJ54_23465()	Inner_Membrane	r
ICJ54_17910-MONOMER	Inner_Membrane	ICJ54_17910()	Inner_Membrane	r
ICJ54_02795-MONOMER	Inner_Membrane	ICJ54_02795()	Inner_Membrane	r
ICJ54_02415-MONOMER	Inner_Membrane	ICJ54_02415()	Inner_Membrane	r
ICJ54_04585-MONOMER	Inner_Membrane	ICJ54_04585()	Inner_Membrane	r
ICJ54_08950-MONOMER	Inner_Membrane	ICJ54_08950()	Inner_Membrane	r
ICJ54_22295-MONOMER	Periplasm	ICJ54_22295()	Periplasm	s
ICJ54_01840-MONOMER	Inner_Membrane	ICJ54_01840()	Inner_Membrane	r
ICJ54_11565-MONOMER	Inner_Membrane	ICJ54_11565()	Periplasm	s
CPLX_RIBabcpp-0	Inner_Membrane	ICJ54_11565()	Periplasm	s
ICJ54_11575-MONOMER	Inner_Membrane	ICJ54_11575()	Inner_Membrane	r
CPLX_RIBabcpp-0	Inner_Membrane	ICJ54_11575()	Inner_Membrane	r
ICJ54_04435-MONOMER	Inner_Membrane	ICJ54_04435()	Inner_Membrane	r
CPLX_FDHr-0	Inner_Membrane	ICJ54_04435()	Inner_Membrane	r
CPLX_FDH4pp-0	Inner_Membrane	ICJ54_04435()	Inner_Membrane	r
ICJ54_04430-MONOMER	Inner_Membrane	ICJ54_04430()	Inner_Membrane	t
CPLX_FDHr-0	Inner_Membrane	ICJ54_04430()	Inner_Membrane	t
CPLX_FDH4pp-0	Inner_Membrane	ICJ54_04430()	Inner_Membrane	t
ICJ54_04425-MONOMER	Inner_Membrane	ICJ54_04425()	Periplasm	t
CPLX_FDHr-0	Inner_Membrane	ICJ54_04425()	Periplasm	t
CPLX_FDH4pp-0	Inner_Membrane	ICJ54_04425()	Periplasm	t
ICJ54_01705-MONOMER	Inner_Membrane	ICJ54_01705()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	ICJ54_01705()	Inner_Membrane	r
ICJ54_01680-MONOMER	Inner_Membrane	ICJ54_01680()	Inner_Membrane	y
CPLX_ATPS4rpp-0	Inner_Membrane	ICJ54_01680()	Inner_Membrane	y
ICJ54_01715-MONOMER	Inner_Membrane	ICJ54_01715()	Inner_Membrane	p
CPLX_ATPS4rpp-0	Inner_Membrane	ICJ54_01715()	Inner_Membrane	p
ICJ54_01710-MONOMER	Inner_Membrane	ICJ54_01710()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	ICJ54_01710()	Inner_Membrane	r
ICJ54_03010-MONOMER	Inner_Membrane	ICJ54_03010()	Inner_Membrane	r
ICJ54_21680-MONOMER	Inner_Membrane	ICJ54_21680()	Inner_Membrane	p
CPLX_ILEabcpp-0	Inner_Membrane	ICJ54_21680()	Inner_Membrane	p
ICJ54_21675-MONOMER	Inner_Membrane	ICJ54_21675()	Inner_Membrane	r
CPLX_ILEabcpp-0	Inner_Membrane	ICJ54_21675()	Inner_Membrane	r
ICJ54_22465-MONOMER	Inner_Membrane	ICJ54_22465()	Inner_Membrane	r
ICJ54_06665-MONOMER	Inner_Membrane	ICJ54_06665()	Inner_Membrane	r
ICJ54_05305-MONOMER	Inner_Membrane	ICJ54_05305()	Inner_Membrane	r
ICJ54_18730-MONOMER	Inner_Membrane	ICJ54_18730()	Inner_Membrane	r
ICJ54_20955-MONOMER	Inner_Membrane	ICJ54_20955()	Inner_Membrane	r
ICJ54_13555-MONOMER	Inner_Membrane	ICJ54_13555()	Inner_Membrane	r
ICJ54_19380-MONOMER	Periplasm	ICJ54_19380()	Periplasm	s
ICJ54_11930-MONOMER	Inner_Membrane	ICJ54_11930()	Inner_Membrane	r
ICJ54_04465-MONOMER	Inner_Membrane	ICJ54_04465()	Inner_Membrane	p
ICJ54_03695-MONOMER	Outer_Membrane	ICJ54_03695()	Outer_Membrane	sb
ICJ54_11975-MONOMER	Inner_Membrane	ICJ54_11975()	Inner_Membrane	r
ICJ54_25765-MONOMER	Inner_Membrane	ICJ54_25765()	Inner_Membrane	r
CPLX_GLNabcpp-0	Inner_Membrane	ICJ54_25765()	Inner_Membrane	r
ICJ54_19600-MONOMER	Inner_Membrane	ICJ54_19600()	Inner_Membrane	r
ICJ54_24490-MONOMER	Outer_Membrane	ICJ54_24490()	Outer_Membrane	pla
ICJ54_16470-MONOMER	Inner_Membrane	ICJ54_16470()	Inner_Membrane	r
ICJ54_14575-MONOMER	Outer_Membrane	ICJ54_14575()	Outer_Membrane	pla
ICJ54_24245-MONOMER	Outer_Membrane	ICJ54_24245()	Periplasm	s
ICJ54_24235-MONOMER	Outer_Membrane	ICJ54_24235()	Periplasm	s
ICJ54_24240-MONOMER	Outer_Membrane	ICJ54_24240()	Inner_Membrane	r
ICJ54_18385-MONOMER	Inner_Membrane	ICJ54_18385()	Inner_Membrane	r
ICJ54_19045-MONOMER	Inner_Membrane	ICJ54_19045()	Inner_Membrane	r
ICJ54_19040-MONOMER	Inner_Membrane	ICJ54_19040()	Inner_Membrane	r
ICJ54_12700-MONOMER	Inner_Membrane	ICJ54_12700()	Inner_Membrane	r
ICJ54_12470-MONOMER	Inner_Membrane	ICJ54_12470()	Periplasm	s
ICJ54_12480-MONOMER	Inner_Membrane	ICJ54_12480()	Inner_Membrane	r
ICJ54_12475-MONOMER	Inner_Membrane	ICJ54_12475()	Inner_Membrane	r
ICJ54_00190-MONOMER	Inner_Membrane	ICJ54_00190()	Inner_Membrane	s
CPLX_MPTG-1	Inner_Membrane	ICJ54_00190()	Inner_Membrane	s
ICJ54_03225-MONOMER	Outer_Membrane	ICJ54_03225()	Outer_Membrane	sb
