complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,ICJ54_02025(2) AND ICJ54_02030(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,ICJ54_11645(2) AND ICJ54_11640(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,ICJ54_04800(2) AND ICJ54_09575(2) AND ICJ54_07855(2) AND ICJ54_04795(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,ICJ54_23705(2) AND ICJ54_23710(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,ICJ54_09365() AND ICJ54_19110(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),ICJ54_09365() AND ICJ54_09350(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,ICJ54_23005(4) AND ICJ54_23010(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,ICJ54_01500() AND ICJ54_01505(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),ICJ54_04390() AND ICJ54_24685(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),ICJ54_06615() AND ICJ54_06610() AND ICJ54_06605() AND ICJ54_06600() AND ICJ54_06595(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),ICJ54_06595(1) AND ICJ54_06600(1) AND ICJ54_06605(1) AND ICJ54_06610(1) AND ICJ54_06630(1),,
CPLX_ANS-0,Anthranilate synthase,ICJ54_04030() AND ICJ54_04040(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,ICJ54_11030() AND ICJ54_00925(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),ICJ54_20420(1) AND ICJ54_20425(1) AND ICJ54_20415(1) AND ICJ54_20410(2),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),ICJ54_21985() AND ICJ54_21990() AND ICJ54_21995() AND ICJ54_22000(),,
CPLX_AST-0,Arginine succinyltransferase,ICJ54_20390() AND ICJ54_20395(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,ICJ54_06840() AND ICJ54_25090(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),ICJ54_01695() AND ICJ54_01715() AND ICJ54_01680() AND ICJ54_01685() AND ICJ54_01710() AND ICJ54_01705() AND ICJ54_01690() AND ICJ54_01700() AND ICJ54_01720(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,ICJ54_15500(2) AND ICJ54_15505(2),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),ICJ54_03060(2) AND ICJ54_03065(2) AND ICJ54_03050(),,
CPLX_BZ12DOX-0,"Benzoate 1,2-dioxygenase",ICJ54_15285() AND ICJ54_15280() AND ICJ54_15275(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),ICJ54_03390() AND ICJ54_03395() AND ICJ54_03400(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,ICJ54_22385() AND ICJ54_22390() AND ICJ54_22395(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,ICJ54_06805() AND ICJ54_06810() AND ICJ54_06815(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,ICJ54_23065() AND ICJ54_21065(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),ICJ54_00685(1) AND ICJ54_00670(2) AND ICJ54_00675(1) AND ICJ54_00680(1),,
CPLX_CRO4abcpp-1,Chromate transport via ABC system (periplasm),ICJ54_00670() AND ICJ54_00680() AND ICJ54_00675() AND ICJ54_19715(),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),ICJ54_24205() AND ICJ54_04650(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,ICJ54_22945() AND ICJ54_22940() AND ICJ54_22935(),,
CPLX_DURAD-0,Dihydrouracil dehydrogenase (NADP),ICJ54_18430() AND ICJ54_18425(),,
CPLX_ETHAAL-0,Ethanolamine ammonia-lyase,ICJ54_04720(6) AND ICJ54_04715(6),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),ICJ54_00820() AND ICJ54_00815() AND ICJ54_21950(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),ICJ54_08000() AND ICJ54_23335(),,
CPLX_GLCabcpp-0,D-glucose transport via ABC system (periplasm),ICJ54_07070() AND ICJ54_07075() AND ICJ54_07080() AND ICJ54_07085(),,
CPLX_GLUSx-0,Glutamate synthase  NADH2,ICJ54_00145(4) AND ICJ54_00150(4),,
CPLX_GLYBabcpp-0,Glycine betaine transport via ABC system (periplasm),ICJ54_08480() AND ICJ54_03390() AND ICJ54_03395(),,
CPLX_HSERTA-0,Homoserine O trans acetylase,ICJ54_00255() AND ICJ54_00260(),,
CPLX_HXAND-0,Hypoxanthine dehydrogenase,ICJ54_19585() AND ICJ54_19580() AND ICJ54_19590(),,
CPLX_IG3PS-0,Imidazole-glycerol-3-phosphate synthase,ICJ54_03385(1) AND ICJ54_03370(1),,
CPLX_ILEabcpp-0,L-isoleucine transport via ABC system (periplasm),ICJ54_21670(1) AND ICJ54_21680(1) AND ICJ54_21675(1) AND ICJ54_21690(1) AND ICJ54_21685(1),,
CPLX_ILEabcpp-1,L-isoleucine transport via ABC system (periplasm),ICJ54_24785() AND ICJ54_24790() AND ICJ54_24800() AND ICJ54_24805() AND ICJ54_24795(),,
CPLX_IPPMIa-0,3-isopropylmalate dehydratase,ICJ54_09530(1) AND ICJ54_09525(1),,
