Reaction	Complexes
2AGPE140tipp	ICJ54_08280-MONOMER
2AGPE141tipp	ICJ54_08280-MONOMER
2AGPG140tipp	ICJ54_08280-MONOMER
2AGPG141tipp	ICJ54_08280-MONOMER
2DHGLCK	ICJ54_15790-MONOMER
2DHGLCNkt_tpp	ICJ54_15785-MONOMER
2MAHMP	ICJ54_18320-MONOMER
3AMACHYD	ICJ54_10490-MONOMER
3HAACOAT100	ICJ54_22265-MONOMER
3HAACOAT120	ICJ54_22265-MONOMER
3HAACOAT121	ICJ54_22265-MONOMER
3HAACOAT140	ICJ54_22265-MONOMER
3HAACOAT141	ICJ54_22265-MONOMER
3HAACOAT60	ICJ54_22265-MONOMER
3HAACOAT80	ICJ54_22265-MONOMER
3HAD100	ICJ54_07830-MONOMER
3HAD120	ICJ54_07830-MONOMER
3HAD121	ICJ54_07830-MONOMER
3HAD140	ICJ54_07830-MONOMER
3HAD141	ICJ54_07830-MONOMER
3HAD160	ICJ54_07830-MONOMER
3HAD161	ICJ54_07830-MONOMER
3HAD180	ICJ54_07830-MONOMER
3HAD181	ICJ54_07830-MONOMER
3HAD40	ICJ54_07830-MONOMER
3HAD60	ICJ54_07830-MONOMER
3HAD80	ICJ54_07830-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	ICJ54_09360-MONOMER
3OAR120	ICJ54_09360-MONOMER
3OAR121	ICJ54_09360-MONOMER
3OAR140	ICJ54_09360-MONOMER
3OAR141	ICJ54_09360-MONOMER
3OAR160	ICJ54_09360-MONOMER
3OAR161	ICJ54_09360-MONOMER
3OAR180	ICJ54_09360-MONOMER
3OAR181	ICJ54_09360-MONOMER
3OAR40	ICJ54_09360-MONOMER
3OAR60	ICJ54_09360-MONOMER
3OAR80	ICJ54_09360-MONOMER
3OAS100	ICJ54_09370-MONOMER OR ICJ54_19110-MONOMER
3OAS120	ICJ54_09370-MONOMER OR ICJ54_19110-MONOMER
3OAS121	ICJ54_19110-MONOMER
3OAS140	ICJ54_09370-MONOMER OR ICJ54_19110-MONOMER
3OAS141	ICJ54_19110-MONOMER
3OAS160	ICJ54_09370-MONOMER OR ICJ54_19110-MONOMER
3OAS161	ICJ54_19110-MONOMER
3OAS180	ICJ54_19110-MONOMER
3OAS181	ICJ54_19110-MONOMER
3OAS60	ICJ54_09370-MONOMER OR ICJ54_19110-MONOMER
3OAS80	ICJ54_09370-MONOMER OR ICJ54_19110-MONOMER
3OXCOAT	ICJ54_22435-MONOMER
3OXOADPt_pp	ICJ54_22430-MONOMER
3PEPTabcpp	ICJ54_18975-MONOMER OR ICJ54_14280-MONOMER OR ICJ54_18985-MONOMER OR ICJ54_18990-MONOMER
3_4DHBZt2	ICJ54_22410-MONOMER
4CMLCL_kt	ICJ54_22415-MONOMER OR ICJ54_06660-MONOMER
4HBHYOX	ICJ54_16615-MONOMER
4HBZtex	ICJ54_22400-MONOMER
4HTHRS	ICJ54_07400-MONOMER_mod_pydx5p(1)
4PEPTabcpp	ICJ54_18975-MONOMER OR ICJ54_14280-MONOMER OR ICJ54_18985-MONOMER OR ICJ54_18990-MONOMER
5HPUDICDC_c	ICJ54_19630-MONOMER
A5PISO	ICJ54_06800-MONOMER
