bnum	position	modification
ICJ54_02535	1518	m62A
ICJ54_02535	1519	m62A
ICJ54_02550	1518	m62A
ICJ54_02550	1519	m62A
ICJ54_04125	1518	m62A
ICJ54_04125	1519	m62A
ICJ54_04995	1518	m62A
ICJ54_04995	1519	m62A
ICJ54_10685	1518	m62A
ICJ54_10685	1519	m62A
ICJ54_21580	1518	m62A
ICJ54_21580	1519	m62A
ICJ54_23680	1518	m62A
ICJ54_23680	1519	m62A
ICJ54_02535	967	m5C
ICJ54_02550	967	m5C
ICJ54_04125	967	m5C
ICJ54_04995	967	m5C
ICJ54_10685	967	m5C
ICJ54_21580	967	m5C
ICJ54_23680	967	m5C
ICJ54_02535	966	m2G
ICJ54_02550	966	m2G
ICJ54_04125	966	m2G
ICJ54_04995	966	m2G
ICJ54_10685	966	m2G
ICJ54_21580	966	m2G
ICJ54_23680	966	m2G
ICJ54_02535	527	m7G
ICJ54_02550	527	m7G
ICJ54_04125	527	m7G
ICJ54_04995	527	m7G
ICJ54_10685	527	m7G
ICJ54_21580	527	m7G
ICJ54_23680	527	m7G
ICJ54_02535	1402	m4Cm
ICJ54_02550	1402	m4Cm
ICJ54_04125	1402	m4Cm
ICJ54_04995	1402	m4Cm
ICJ54_10685	1402	m4Cm
ICJ54_21580	1402	m4Cm
ICJ54_23680	1402	m4Cm
ICJ54_02535	516	Y
ICJ54_02550	516	Y
ICJ54_04125	516	Y
ICJ54_04995	516	Y
ICJ54_10685	516	Y
ICJ54_21580	516	Y
ICJ54_23680	516	Y
ICJ54_02540	2503	m2A
ICJ54_02565	2503	m2A
ICJ54_04130	2503	m2A
ICJ54_05010	2503	m2A
ICJ54_10700	2503	m2A
ICJ54_21575	2503	m2A
ICJ54_23665	2503	m2A
ICJ54_02540	2251	Gm
ICJ54_02565	2251	Gm
ICJ54_04130	2251	Gm
ICJ54_05010	2251	Gm
ICJ54_10700	2251	Gm
ICJ54_21575	2251	Gm
ICJ54_23665	2251	Gm
ICJ54_02540	1939	m5U
ICJ54_02565	1939	m5U
ICJ54_04130	1939	m5U
ICJ54_05010	1939	m5U
ICJ54_10700	1939	m5U
ICJ54_21575	1939	m5U
ICJ54_23665	1939	m5U
ICJ54_02540	2498	Cm
ICJ54_02565	2498	Cm
ICJ54_04130	2498	Cm
ICJ54_05010	2498	Cm
ICJ54_10700	2498	Cm
ICJ54_21575	2498	Cm
ICJ54_23665	2498	Cm
ICJ54_02540	745	m1G
ICJ54_02565	745	m1G
ICJ54_04130	745	m1G
ICJ54_05010	745	m1G
ICJ54_10700	745	m1G
ICJ54_21575	745	m1G
ICJ54_23665	745	m1G
ICJ54_02540	1835	m2G
ICJ54_02565	1835	m2G
ICJ54_04130	1835	m2G
ICJ54_05010	1835	m2G
ICJ54_10700	1835	m2G
ICJ54_21575	1835	m2G
ICJ54_23665	1835	m2G
ICJ54_02540	1962	m5C
ICJ54_02565	1962	m5C
ICJ54_04130	1962	m5C
ICJ54_05010	1962	m5C
ICJ54_10700	1962	m5C
ICJ54_21575	1962	m5C
ICJ54_23665	1962	m5C
ICJ54_02540	1618	m6A
ICJ54_02565	1618	m6A
ICJ54_04130	1618	m6A
ICJ54_05010	1618	m6A
ICJ54_10700	1618	m6A
ICJ54_21575	1618	m6A
ICJ54_23665	1618	m6A
ICJ54_02540	2069	m7G
ICJ54_02565	2069	m7G
ICJ54_04130	2069	m7G
ICJ54_05010	2069	m7G
ICJ54_10700	2069	m7G
ICJ54_21575	2069	m7G
ICJ54_23665	2069	m7G
ICJ54_02540	2552	Um
ICJ54_02565	2552	Um
ICJ54_04130	2552	Um
ICJ54_05010	2552	Um
ICJ54_10700	2552	Um
ICJ54_21575	2552	Um
ICJ54_23665	2552	Um
ICJ54_02540	1911	Y
ICJ54_02540	1915	Y
ICJ54_02540	1917	Y
ICJ54_02565	1911	Y
ICJ54_02565	1915	Y
ICJ54_02565	1917	Y
ICJ54_04130	1911	Y
ICJ54_04130	1915	Y
ICJ54_04130	1917	Y
ICJ54_05010	1911	Y
ICJ54_05010	1915	Y
ICJ54_05010	1917	Y
ICJ54_10700	1911	Y
ICJ54_10700	1915	Y
ICJ54_10700	1917	Y
ICJ54_21575	1911	Y
ICJ54_21575	1915	Y
ICJ54_21575	1917	Y
ICJ54_23665	1911	Y
ICJ54_23665	1915	Y
ICJ54_23665	1917	Y
