complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,KCX70_00040(2) AND KCX70_00045(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,KCX70_09565(2) AND KCX70_09560(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,KCX70_05045(2) AND KCX70_09120(2) AND KCX70_15540(2) AND KCX70_05040(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,KCX70_05125(2) AND KCX70_05120(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,KCX70_15085() AND KCX70_10100(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),KCX70_15085() AND KCX70_15100(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,KCX70_04760(4) AND KCX70_04750(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,KCX70_21165() AND KCX70_21170(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),KCX70_03190() AND KCX70_19005(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),KCX70_10530(1) AND KCX70_10535(1) AND KCX70_10540(1) AND KCX70_10545(1) AND KCX70_10550(1),,
CPLX_ANS-0,Anthranilate synthase,KCX70_02830() AND KCX70_02840(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,KCX70_10275() AND KCX70_02395(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,KCX70_04725() AND KCX70_18420(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),KCX70_22735() AND KCX70_22755() AND KCX70_22720() AND KCX70_22725() AND KCX70_22750() AND KCX70_22745() AND KCX70_22730() AND KCX70_22740() AND KCX70_22760(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,KCX70_12170() AND KCX70_12165(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,KCX70_20280() AND KCX70_20275() AND KCX70_20270(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,KCX70_04685() AND KCX70_04690() AND KCX70_04695(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),KCX70_00490(1) AND KCX70_00475(2) AND KCX70_00480(1) AND KCX70_00485(1),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),KCX70_18825() AND KCX70_18835(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,KCX70_04835() AND KCX70_04840() AND KCX70_04845(),,
CPLX_DKMPPD2_PA-0,,KCX70_09725() AND KCX70_09720(),,
CPLX_ETHAAL-0,Ethanolamine ammonia-lyase,KCX70_18555(6) AND KCX70_18560(6),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),KCX70_20925() AND KCX70_20920() AND KCX70_07220(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),KCX70_15715() AND KCX70_17030(),,
CPLX_GALURt2rpp-0,"D-galacturonate transport via proton symport, reversible (periplasm)",KCX70_21905() AND KCX70_21895() AND KCX70_21900(),,
CPLX_GLCabcpp-0,D-glucose transport via ABC system (periplasm),KCX70_13125() AND KCX70_13120() AND KCX70_13115() AND KCX70_13110(),,
CPLX_GLUSx-0,Glutamate synthase  NADH2,KCX70_02495(4) AND KCX70_02490(4),,
CPLX_HSERTA-0,Homoserine O trans acetylase,KCX70_20425() AND KCX70_20430(),,
CPLX_HXAND-0,Hypoxanthine dehydrogenase,KCX70_05685() AND KCX70_05690() AND KCX70_05680(),,
CPLX_IG3PS-0,Imidazole-glycerol-3-phosphate synthase,KCX70_21035(1) AND KCX70_21050(1),,
CPLX_ILEabcpp-0,L-isoleucine transport via ABC system (periplasm),KCX70_05730(1) AND KCX70_05720(1) AND KCX70_05725(1) AND KCX70_05710(1) AND KCX70_05715(1),,
CPLX_IPPMIa-0,3-isopropylmalate dehydratase,KCX70_09085(1) AND KCX70_09080(1),,
CPLX_KAS13-0,B-ketoacyl synthetase (octadecanoate),KCX70_15095() AND KCX70_15080() AND KCX70_15090() AND KCX70_15565(),,
CPLX_LYSabcpp-0,L-lysine transport via ABC system (periplasm),KCX70_21135() AND KCX70_21130() AND KCX70_21125() AND KCX70_21120(),,
CPLX_MCOATA-0,Malonyl-CoA-ACP transacylase,KCX70_15085() AND KCX70_15095(),,
CPLX_METSOXR1-0,L-methionine-S-oxide reductase,KCX70_19620() AND KCX70_02395(),,
CPLX_METSOXR1-1,L-methionine-S-oxide reductase,KCX70_19620() AND KCX70_18725(),,
CPLX_MPTS-0,Molybdopterin synthase,KCX70_16865() AND KCX70_16860(),,
CPLX_NADH16pp-0,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),KCX70_09325(1) AND KCX70_09300() AND KCX70_09305() AND KCX70_09270() AND KCX70_09285() AND KCX70_09310() AND KCX70_09280() AND KCX70_09290() AND KCX70_09315() AND KCX70_09275() AND KCX70_09295() AND KCX70_09265() AND KCX70_09320(),,
CPLX_OCBT-0,Ornithine carbamoyltransferase,KCX70_07225() AND KCX70_20470(),,
CPLX_OPHBDC-0,Octaprenyl-hydroxybenzoate decarboxylase,KCX70_02405() AND KCX70_18535(),,
CPLX_PAPSR-0,Phosphoadenylyl-sulfate reductase (thioredoxin),KCX70_10275() AND KCX70_18725(),,
CPLX_PAPSR2-0,Phosphoadenylyl-sulfate reductase (glutaredoxin),KCX70_10275() AND KCX70_20995(),,
CPLX_PC-0,Pyruvate carboxylase,KCX70_01290() AND KCX70_01295(),,
CPLX_PCADYOX-0,Protocatechuate 3 4 dioxygenase,KCX70_18000() AND KCX70_17995(),,
CPLX_PDX5PS-0,Pyridoxine 5'-phosphate synthase,KCX70_02745() AND KCX70_16525(),,
CPLX_PHEMEabcpp-0,Protoheme transport via ABC system (periplasm),KCX70_08430() AND KCX70_08435() AND KCX70_08440(),,
CPLX_PIuabcpp-0,"Phosphate transport via ABC system (uptake, periplasm)",KCX70_20730() AND KCX70_20725() AND KCX70_20735() AND KCX70_20740(),,
CPLX_PTRCabcpp-0,Putrescine transport via ABC system (periplasm),KCX70_02795() AND KCX70_02790() AND KCX70_02800() AND KCX70_02805() AND KCX70_02795(),,
CPLX_PTRCabcpp-1,Putrescine transport via ABC system (periplasm),KCX70_21945() AND KCX70_21940() AND KCX70_21935() AND KCX70_21930(),,
CPLX_PTRCabcpp-2,Putrescine transport via ABC system (periplasm),KCX70_21930(1) AND KCX70_21935(1) AND KCX70_21950(1) AND KCX70_21940(2),,
CPLX_PTRCabcpp-3,Putrescine transport via ABC system (periplasm),KCX70_21940() AND KCX70_21935() AND KCX70_21930(),,
CPLX_PTRCabcpp-4,Putrescine transport via ABC system (periplasm),KCX70_19815() AND KCX70_19805() AND KCX70_19810() AND KCX70_19795(),,
CPLX_RNDR1-0,Ribonucleoside-diphosphate reductase (ADP),KCX70_07945() AND KCX70_07950() AND KCX70_02395(),,
CPLX_SARCOX-0,Sarcosine oxidase,KCX70_03575() AND KCX70_03570() AND KCX70_03565() AND KCX70_03560(),,
CPLX_THD2pp-0,NAD(P) transhydrogenase (periplasm),KCX70_00710() AND KCX70_00720() AND KCX70_00715(),,
CPLX_THIORDXi-0,Hydrogen peroxide reductase (thioredoxin),KCX70_14760() AND KCX70_02395(),,
CPLX_THIORDXi-1,Hydrogen peroxide reductase (thioredoxin),KCX70_14760() AND KCX70_18725(),,
CPLX_THIORDXi-2,Hydrogen peroxide reductase (thioredoxin),KCX70_05440() AND KCX70_02395(),,
CPLX_THIORDXi-3,Hydrogen peroxide reductase (thioredoxin),KCX70_05440() AND KCX70_18725(),,
CPLX_THIORDXi-4,Hydrogen peroxide reductase (thioredoxin),KCX70_12870() AND KCX70_02395(),,
