Reaction	Complexes
2AGPE140tipp	KCX70_14580-MONOMER
2AGPE141tipp	KCX70_14580-MONOMER
2AGPG140tipp	KCX70_14580-MONOMER
2AGPG141tipp	KCX70_14580-MONOMER
2DHGLCK	KCX70_01070-MONOMER
2DHGLCNkt_tpp	KCX70_01065-MONOMER
2MAHMP	KCX70_10410-MONOMER
3HAD100	KCX70_15565-MONOMER
3HAD120	KCX70_15565-MONOMER
3HAD121	KCX70_15565-MONOMER
3HAD140	KCX70_15565-MONOMER
3HAD141	KCX70_15565-MONOMER
3HAD160	KCX70_15565-MONOMER
3HAD161	KCX70_15565-MONOMER
3HAD180	KCX70_15565-MONOMER
3HAD181	KCX70_15565-MONOMER
3HAD40	KCX70_15565-MONOMER
3HAD60	KCX70_15565-MONOMER
3HAD80	KCX70_15565-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	KCX70_15090-MONOMER
3OAR120	KCX70_15090-MONOMER
3OAR121	KCX70_15090-MONOMER
3OAR140	KCX70_15090-MONOMER
3OAR141	KCX70_15090-MONOMER
3OAR160	KCX70_15090-MONOMER
3OAR161	KCX70_15090-MONOMER
3OAR180	KCX70_15090-MONOMER
3OAR181	KCX70_15090-MONOMER
3OAR40	KCX70_15090-MONOMER
3OAR60	KCX70_15090-MONOMER
3OAR80	KCX70_15090-MONOMER
3OAS100	KCX70_15080-MONOMER OR KCX70_10100-MONOMER OR KCX70_12310-MONOMER
3OAS120	KCX70_15080-MONOMER OR KCX70_10100-MONOMER OR KCX70_12310-MONOMER
3OAS121	KCX70_10100-MONOMER
3OAS140	KCX70_15080-MONOMER OR KCX70_10100-MONOMER OR KCX70_12310-MONOMER
3OAS141	KCX70_10100-MONOMER
3OAS160	KCX70_15080-MONOMER OR KCX70_10100-MONOMER OR KCX70_12310-MONOMER
3OAS161	KCX70_10100-MONOMER
3OAS180	KCX70_10100-MONOMER
3OAS181	KCX70_10100-MONOMER
3OAS60	KCX70_15080-MONOMER OR KCX70_10100-MONOMER OR KCX70_12310-MONOMER
3OAS80	KCX70_15080-MONOMER OR KCX70_10100-MONOMER OR KCX70_12310-MONOMER
3OXCOAT	KCX70_12135-MONOMER
3PEPTabcpp	KCX70_12780-MONOMER OR KCX70_12785-MONOMER OR KCX70_12790-MONOMER OR KCX70_12795-MONOMER
3_4DHBZt2	KCX70_02070-MONOMER
4CMLCL_kt	KCX70_17975-MONOMER
4HBHYOX	KCX70_18020-MONOMER
4HBZtex	KCX70_17935-MONOMER
4HTHRS	KCX70_16715-MONOMER_mod_pydx5p(1)
4PEPTabcpp	KCX70_12780-MONOMER OR KCX70_12785-MONOMER OR KCX70_12790-MONOMER OR KCX70_12795-MONOMER
5HPUDICDC_c	KCX70_05645-MONOMER
A5PISO	KCX70_04680-MONOMER
