Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
KCX70_19470-MONOMER	Outer_Membrane	KCX70_19470()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	KCX70_19470()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	KCX70_19470()	Outer_Membrane	sb
KCX70_22360-MONOMER	Inner_Membrane	KCX70_22360()	Inner_Membrane	r
KCX70_14545-MONOMER	Periplasm	KCX70_14545()	Periplasm	s
KCX70_04920-MONOMER	Inner_Membrane	KCX70_04920()	Inner_Membrane	r
KCX70_11110-MONOMER	Periplasm	KCX70_11110()	Periplasm	s
KCX70_07570-MONOMER	Inner_Membrane	KCX70_07570()	Inner_Membrane	r
KCX70_09445-MONOMER	Periplasm	KCX70_09445()	Periplasm	s
KCX70_01840-MONOMER	Inner_Membrane	KCX70_01840()	Inner_Membrane	r
KCX70_19080-MONOMER	Inner_Membrane	KCX70_19080()	Inner_Membrane	r
KCX70_00560-MONOMER	Inner_Membrane	KCX70_00560()	Inner_Membrane	p
CPLX_CYTCAA6pp-0	Inner_Membrane	KCX70_00560()	Inner_Membrane	p
KCX70_00570-MONOMER	Inner_Membrane	KCX70_00570()	Inner_Membrane	r
CPLX_CYTCAA6pp-0	Inner_Membrane	KCX70_00570()	Inner_Membrane	r
KCX70_09930-MONOMER	Inner_Membrane	KCX70_09930()	Inner_Membrane	p
KCX70_13420-MONOMER	Periplasm	KCX70_13420()	Periplasm	s
KCX70_01405-MONOMER	Inner_Membrane	KCX70_01405()	Inner_Membrane	r
KCX70_00490-MONOMER	Inner_Membrane	KCX70_00490()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	KCX70_00490()	Periplasm	s
KCX70_00480-MONOMER	Inner_Membrane	KCX70_00480()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	KCX70_00480()	Inner_Membrane	r
KCX70_00485-MONOMER	Inner_Membrane	KCX70_00485()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	KCX70_00485()	Inner_Membrane	r
KCX70_07530-MONOMER	Inner_Membrane	KCX70_07530()	Inner_Membrane	r
KCX70_08760-MONOMER	Periplasm	KCX70_08760()	Periplasm	s
