Reaction	Complexes
2AGPE140tipp	AO356_19250-MONOMER
2AGPE141tipp	AO356_19250-MONOMER
2AGPG140tipp	AO356_19250-MONOMER
2AGPG141tipp	AO356_19250-MONOMER
2DHGLCK	AO356_24685-MONOMER
2DHGLCNkt_tpp	AO356_24680-MONOMER
2HH24DDH1	AO356_25565-MONOMER
2MAHMP	AO356_22115-MONOMER
3AMACHYD	AO356_26035-MONOMER
3HAD100	AO356_05985-MONOMER
3HAD120	AO356_05985-MONOMER
3HAD121	AO356_05985-MONOMER
3HAD140	AO356_05985-MONOMER
3HAD141	AO356_05985-MONOMER
3HAD160	AO356_05985-MONOMER
3HAD161	AO356_05985-MONOMER
3HAD180	AO356_05985-MONOMER
3HAD181	AO356_05985-MONOMER
3HAD40	AO356_05985-MONOMER
3HAD60	AO356_05985-MONOMER
3HAD80	AO356_05985-MONOMER
3HOXPACt2pp	AO356_25570-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	AO356_20165-MONOMER
3OAR120	AO356_20165-MONOMER
3OAR121	AO356_20165-MONOMER
3OAR140	AO356_20165-MONOMER
3OAR141	AO356_20165-MONOMER
3OAR160	AO356_20165-MONOMER
3OAR161	AO356_20165-MONOMER
3OAR180	AO356_20165-MONOMER
3OAR181	AO356_20165-MONOMER
3OAR40	AO356_20165-MONOMER
3OAR60	AO356_20165-MONOMER
3OAR80	AO356_20165-MONOMER
3OAS100	AO356_20175-MONOMER OR AO356_19770-MONOMER OR AO356_27550-MONOMER
3OAS120	AO356_20175-MONOMER OR AO356_19770-MONOMER OR AO356_27550-MONOMER
3OAS121	AO356_19770-MONOMER
3OAS140	AO356_20175-MONOMER OR AO356_19770-MONOMER OR AO356_27550-MONOMER
3OAS141	AO356_19770-MONOMER
3OAS160	AO356_20175-MONOMER OR AO356_19770-MONOMER OR AO356_27550-MONOMER
3OAS161	AO356_19770-MONOMER
3OAS180	AO356_19770-MONOMER
3OAS181	AO356_19770-MONOMER
3OAS60	AO356_20175-MONOMER OR AO356_19770-MONOMER OR AO356_27550-MONOMER
3OAS80	AO356_20175-MONOMER OR AO356_19770-MONOMER OR AO356_27550-MONOMER
3OXCOAT	AO356_04930-MONOMER
3OXOADPt_pp	AO356_04915-MONOMER
3PEPTabcpp	AO356_24465-MONOMER OR AO356_24460-MONOMER OR AO356_24455-MONOMER OR AO356_24450-MONOMER
3_4DHBZ1t_pp	AO356_04945-MONOMER
3_4DHBZt2	AO356_10650-MONOMER
4CMLCL_kt	AO356_04900-MONOMER OR AO356_07160-MONOMER
4HBHYOX	AO356_05295-MONOMER
4HBZtex	AO356_04895-MONOMER
4HTHRS	AO356_06370-MONOMER_mod_pydx5p(1)
4PEPTabcpp	AO356_24465-MONOMER OR AO356_24460-MONOMER OR AO356_24455-MONOMER OR AO356_24450-MONOMER
5HPUDICDC_c	AO356_19455-MONOMER
A5PISO	AO356_07010-MONOMER
