Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
AO356_08815-MONOMER	Outer_Membrane	AO356_08815()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	AO356_08815()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	AO356_08815()	Outer_Membrane	sb
AO356_02870-MONOMER	Inner_Membrane	AO356_02870()	Inner_Membrane	r
AO356_05595-MONOMER	Inner_Membrane	AO356_05595()	Inner_Membrane	r
AO356_17145-MONOMER	Inner_Membrane	AO356_17145()	Inner_Membrane	r
AO356_14845-MONOMER	Periplasm	AO356_14845()	Periplasm	s
AO356_02595-MONOMER	Periplasm	AO356_02595()	Periplasm	s
AO356_10990-MONOMER	Inner_Membrane	AO356_10990()	Inner_Membrane	r
AO356_05500-MONOMER	Inner_Membrane	AO356_05500()	Inner_Membrane	r
AO356_23515-MONOMER	Inner_Membrane	AO356_23515()	Periplasm	s
AO356_05505-MONOMER	Inner_Membrane	AO356_05505()	Inner_Membrane	r
AO356_04125-MONOMER	Inner_Membrane	AO356_04125()	Inner_Membrane	r
AO356_16975-MONOMER	Inner_Membrane	AO356_16975()	Inner_Membrane	r
AO356_16965-MONOMER	Inner_Membrane	AO356_16965()	Inner_Membrane	p
AO356_16970-MONOMER	Inner_Membrane	AO356_16970()	Inner_Membrane	r
AO356_16960-MONOMER	Inner_Membrane	AO356_16960()	Inner_Membrane	p
AO356_02350-MONOMER	Periplasm	AO356_02350()	Periplasm	s
AO356_09515-MONOMER	Inner_Membrane	AO356_09515()	Inner_Membrane	r
AO356_27270-MONOMER	Inner_Membrane	AO356_27270()	Inner_Membrane	r
AO356_17535-MONOMER	Inner_Membrane	AO356_17535()	Inner_Membrane	r
CPLX_ACGAptspp-0	Inner_Membrane	AO356_17535()	Inner_Membrane	r
AO356_10685-MONOMER	Inner_Membrane	AO356_10685()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	AO356_10685()	Periplasm	s
AO356_10675-MONOMER	Inner_Membrane	AO356_10675()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	AO356_10675()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	AO356_10675()	Inner_Membrane	r
AO356_10680-MONOMER	Inner_Membrane	AO356_10680()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	AO356_10680()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	AO356_10680()	Inner_Membrane	r
AO356_18255-MONOMER	Inner_Membrane	AO356_18255()	Inner_Membrane	r
AO356_14055-MONOMER	Inner_Membrane	AO356_14055()	Inner_Membrane	r
AO356_06310-MONOMER	Inner_Membrane	AO356_06310()	Inner_Membrane	p
AO356_06305-MONOMER	Inner_Membrane	AO356_06305()	Inner_Membrane	p
AO356_06295-MONOMER	Inner_Membrane	AO356_06295()	Periplasm	s
AO356_27715-MONOMER	Periplasm	AO356_27715()	Periplasm	s
AO356_06015-MONOMER	Inner_Membrane	AO356_06015()	Inner_Membrane	r
AO356_19720-MONOMER	Inner_Membrane	AO356_19720()	Inner_Membrane	r
AO356_15830-MONOMER	Inner_Membrane	AO356_15830()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	AO356_15830()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	AO356_15830()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	AO356_15830()	Inner_Membrane	r
AO356_27785-MONOMER	Inner_Membrane	AO356_27785()	Inner_Membrane	r
AO356_24205-MONOMER	Periplasm	AO356_24205()	Periplasm	s
AO356_07175-MONOMER	Inner_Membrane	AO356_07175()	Inner_Membrane	r
AO356_10380-MONOMER	Inner_Membrane	AO356_10380()	Inner_Membrane	r
AO356_12395-MONOMER	Outer_Membrane	AO356_12395()	Inner_Membrane	s
AO356_12400-MONOMER	Outer_Membrane	AO356_12400()	Inner_Membrane	p
AO356_19675-MONOMER	Inner_Membrane	AO356_19675()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	AO356_19675()	Inner_Membrane	r
AO356_19680-MONOMER	Inner_Membrane	AO356_19680()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	AO356_19680()	Inner_Membrane	r
AO356_03995-MONOMER	Inner_Membrane	AO356_03995()	Inner_Membrane	p
CPLX_Kt2pp-0	Inner_Membrane	AO356_03995()	Inner_Membrane	p
AO356_22070-MONOMER	Inner_Membrane	AO356_22070()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	AO356_22070()	Inner_Membrane	p
AO356_22015-MONOMER	Inner_Membrane	AO356_22015()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	AO356_22015()	Inner_Membrane	r
AO356_22030-MONOMER	Inner_Membrane	AO356_22030()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	AO356_22030()	Inner_Membrane	r
AO356_22025-MONOMER	Inner_Membrane	AO356_22025()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	AO356_22025()	Inner_Membrane	p
AO356_22020-MONOMER	Inner_Membrane	AO356_22020()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	AO356_22020()	Inner_Membrane	r
AO356_22040-MONOMER	Inner_Membrane	AO356_22040()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	AO356_22040()	Inner_Membrane	r
AO356_22010-MONOMER	Inner_Membrane	AO356_22010()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	AO356_22010()	Inner_Membrane	r
AO356_05635-MONOMER	Inner_Membrane	AO356_05635()	Inner_Membrane	r
