complex_id,name,genes,mod,replace
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,AO356_00885(2) AND AO356_00890(2),,
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,AO356_11600(2) AND AO356_11595(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,AO356_08190(2) AND AO356_21445(2) AND AO356_05960(2) AND AO356_08195(2),,
CPLX_ACGAptspp-0,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),AO356_10350() AND AO356_17535() AND AO356_07055() AND AO356_17540(),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,AO356_16175(2) AND AO356_16170(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,AO356_20170() AND AO356_19770(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),AO356_20170() AND AO356_20155(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,AO356_16670(4) AND AO356_16665(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,AO356_11075() AND AO356_11080(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),AO356_14785() AND AO356_08345(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),AO356_07255() AND AO356_07260() AND AO356_07265() AND AO356_07270() AND AO356_07275(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),AO356_07275(1) AND AO356_07270(1) AND AO356_07265(1) AND AO356_07260(1) AND AO356_07240(1),,
CPLX_ANS-0,Anthranilate synthase,AO356_14420() AND AO356_14430(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,AO356_20830() AND AO356_12930(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),AO356_18715() AND AO356_18710() AND AO356_18705() AND AO356_01470(),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),AO356_18230() AND AO356_18225() AND AO356_18220() AND AO356_18215(),,
CPLX_AST-0,Arginine succinyltransferase,AO356_18735() AND AO356_18730(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,AO356_06970() AND AO356_08635(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),AO356_11710() AND AO356_11690() AND AO356_11725() AND AO356_11720() AND AO356_11695() AND AO356_11700() AND AO356_11715() AND AO356_11705() AND AO356_11685(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,AO356_21645(2) AND AO356_21650(2),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),AO356_13115(2) AND AO356_13120(2) AND AO356_13105(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),AO356_13805() AND AO356_13810() AND AO356_13815(),,
CPLX_CHOLSabc-0,Choline sulfate ABC transporter,AO356_11320() AND AO356_11325(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,AO356_04875() AND AO356_04880() AND AO356_04885(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,AO356_07005() AND AO356_07000() AND AO356_06995(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,AO356_17335() AND AO356_25230(),,
CPLX_CRNabcpp-0,L-carnitine transport via ABC system (periplasm),AO356_09585() AND AO356_13805() AND AO356_13810(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),AO356_10685(1) AND AO356_10670(2) AND AO356_10675(1) AND AO356_10680(1),,
