Reaction	Complexes
1PPDCRc	A0T30_01530-MONOMER
2AGPE140tipp	A0T30_16015-MONOMER
2AGPE141tipp	A0T30_16015-MONOMER
2AGPG140tipp	A0T30_16015-MONOMER
2AGPG141tipp	A0T30_16015-MONOMER
2MAHMP	A0T30_13225-MONOMER
34HPPOR	A0T30_14905-MONOMER
3HAACOAT100	A0T30_07780-MONOMER
3HAACOAT120	A0T30_07780-MONOMER
3HAACOAT121	A0T30_07780-MONOMER
3HAACOAT140	A0T30_07780-MONOMER
3HAACOAT141	A0T30_07780-MONOMER
3HAACOAT60	A0T30_07780-MONOMER
3HAACOAT80	A0T30_07780-MONOMER
3HAD100	A0T30_07385-MONOMER
3HAD120	A0T30_07385-MONOMER
3HAD121	A0T30_07385-MONOMER
3HAD140	A0T30_07385-MONOMER
3HAD141	A0T30_07385-MONOMER
3HAD160	A0T30_07385-MONOMER
3HAD161	A0T30_07385-MONOMER
3HAD180	A0T30_07385-MONOMER
3HAD181	A0T30_07385-MONOMER
3HAD40	A0T30_07385-MONOMER
3HAD60	A0T30_07385-MONOMER
3HAD80	A0T30_07385-MONOMER
3OAR100	A0T30_14275-MONOMER
3OAR120	A0T30_14275-MONOMER
3OAR121	A0T30_14275-MONOMER
3OAR140	A0T30_14275-MONOMER
3OAR141	A0T30_14275-MONOMER
3OAR160	A0T30_14275-MONOMER
3OAR161	A0T30_14275-MONOMER
3OAR180	A0T30_14275-MONOMER
3OAR181	A0T30_14275-MONOMER
3OAR40	A0T30_14275-MONOMER
3OAR60	A0T30_14275-MONOMER
3OAR80	A0T30_14275-MONOMER
3OAS100	A0T30_14265-MONOMER OR A0T30_12955-MONOMER
3OAS120	A0T30_14265-MONOMER OR A0T30_12955-MONOMER
3OAS121	A0T30_12955-MONOMER
3OAS140	A0T30_14265-MONOMER OR A0T30_12955-MONOMER
3OAS141	A0T30_12955-MONOMER
3OAS160	A0T30_14265-MONOMER OR A0T30_12955-MONOMER
3OAS161	A0T30_12955-MONOMER
3OAS180	A0T30_12955-MONOMER
3OAS181	A0T30_12955-MONOMER
3OAS60	A0T30_14265-MONOMER OR A0T30_12955-MONOMER
3OAS80	A0T30_14265-MONOMER OR A0T30_12955-MONOMER
3PEPTabcpp	A0T30_10600-MONOMER OR A0T30_10595-MONOMER OR A0T30_10590-MONOMER OR A0T30_10585-MONOMER
3_4DHBZt2	A0T30_02680-MONOMER
4CMLCL_kt	A0T30_05520-MONOMER
4HTHRS	A0T30_17475-MONOMER_mod_pydx5p(1)
4PEPTabcpp	A0T30_10600-MONOMER OR A0T30_10595-MONOMER OR A0T30_10590-MONOMER OR A0T30_10585-MONOMER
A5PISO	A0T30_05645-MONOMER
AACPS1	A0T30_14270-MONOMER_mod_pan4p(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_ac(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_mal(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_but2e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_act(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_but(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3ha(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_egme(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_ogme(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_gme(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_hgme(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_thex2e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3ohex(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_hex(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3hhex(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_pim(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_epme(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_opme(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_pme(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_hpme(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_toct2e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3ooct(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_oc(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3hoct(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_tdec2e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_cdec3e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3odec(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_dca(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3hdec(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_tddec2e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_cddec5e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3oddec(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_ddca(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3hddec(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_tde(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_tmrs2e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3omrs(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_myrs(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3hmrs(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_t3c9palme(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_hde(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_tpalm2e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3opalm(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_palm(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3hpalm(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_t3c11vace(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_toctd2e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_octe(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3ooctd(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_ocdca(1) OR A0T30_14270-MONOMER_mod_pan4p(1)_mod_3hocta(1)
