Reaction	Complexes
1PPDCRc	FA030_18500-MONOMER
2AGPE140tipp	FA030_05795-MONOMER
2AGPE141tipp	FA030_05795-MONOMER
2AGPG140tipp	FA030_05795-MONOMER
2AGPG141tipp	FA030_05795-MONOMER
2DHGLCK	FA030_12680-MONOMER_mod_mg2(1)
2DHGLCNkt_tpp	FA030_12675-MONOMER
2HH24DDH1	FA030_01075-MONOMER
2MAHMP	FA030_09520-MONOMER
34HPPOR	FA030_20615-MONOMER
3AMACHYD	FA030_07155-MONOMER
3HAACOAT100	FA030_21330-MONOMER OR FA030_04680-MONOMER
3HAACOAT120	FA030_21330-MONOMER OR FA030_04680-MONOMER
3HAACOAT121	FA030_21330-MONOMER OR FA030_04680-MONOMER
3HAACOAT140	FA030_21330-MONOMER OR FA030_04680-MONOMER
3HAACOAT141	FA030_21330-MONOMER OR FA030_04680-MONOMER
3HAACOAT60	FA030_21330-MONOMER OR FA030_04680-MONOMER
3HAACOAT80	FA030_21330-MONOMER OR FA030_04680-MONOMER
3HAD100	FA030_03915-MONOMER
3HAD120	FA030_03915-MONOMER
3HAD121	FA030_03915-MONOMER
3HAD140	FA030_03915-MONOMER
3HAD141	FA030_03915-MONOMER
3HAD160	FA030_03915-MONOMER
3HAD161	FA030_03915-MONOMER
3HAD180	FA030_03915-MONOMER
3HAD181	FA030_03915-MONOMER
3HAD40	FA030_03915-MONOMER
3HAD60	FA030_03915-MONOMER
3HAD80	FA030_03915-MONOMER
3HOXPACt2pp	FA030_01080-MONOMER
3HPAOX	CPLX_3HPAOX-0
3OADPCOAT	CPLX_BUTCT-0
3OAR100	FA030_07615-MONOMER
3OAR120	FA030_07615-MONOMER
3OAR121	FA030_07615-MONOMER
3OAR140	FA030_07615-MONOMER
3OAR141	FA030_07615-MONOMER
3OAR160	FA030_07615-MONOMER
3OAR161	FA030_07615-MONOMER
3OAR180	FA030_07615-MONOMER
3OAR181	FA030_07615-MONOMER
3OAR40	FA030_07615-MONOMER
3OAR60	FA030_07615-MONOMER
3OAR80	FA030_07615-MONOMER
3OAS100	FA030_07625-MONOMER OR FA030_16710-MONOMER OR FA030_17880-MONOMER
3OAS120	FA030_07625-MONOMER OR FA030_16710-MONOMER OR FA030_17880-MONOMER
3OAS121	FA030_16710-MONOMER
3OAS140	FA030_07625-MONOMER OR FA030_16710-MONOMER OR FA030_17880-MONOMER
3OAS141	FA030_16710-MONOMER
3OAS160	FA030_07625-MONOMER OR FA030_16710-MONOMER OR FA030_17880-MONOMER
3OAS161	FA030_16710-MONOMER
3OAS180	FA030_16710-MONOMER
3OAS181	FA030_16710-MONOMER
3OAS60	FA030_07625-MONOMER OR FA030_16710-MONOMER OR FA030_17880-MONOMER
3OAS80	FA030_07625-MONOMER OR FA030_16710-MONOMER OR FA030_17880-MONOMER
3OXCOAT	FA030_30550-MONOMER
3OXOADPt_pp	FA030_30555-MONOMER
3PEPTabcpp	FA030_15625-MONOMER OR FA030_15630-MONOMER OR FA030_15635-MONOMER OR FA030_15640-MONOMER
3_4DHBZ1t_pp	FA030_30585-MONOMER
3_4DHBZt2	FA030_30805-MONOMER
4CMLCL_kt	FA030_30570-MONOMER OR FA030_22735-MONOMER
4HBHYOX	FA030_30645-MONOMER
4HBZtex	FA030_30610-MONOMER
4HOXPACt2pp	FA030_13040-MONOMER
4HTHRS	FA030_03155-MONOMER_mod_pydx5p(1)
4PCP	FA030_27405-MONOMER
4PEPTabcpp	FA030_15625-MONOMER OR FA030_15630-MONOMER OR FA030_15635-MONOMER OR FA030_15640-MONOMER
5HPUDICDC_c	FA030_17210-MONOMER
5MEPCAtex	CPLX_5MEPCAtex-0
A5PISO	FA030_22590-MONOMER
