Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
FA030_17080-MONOMER	Inner_Membrane	FA030_17080()	Inner_Membrane	r
CPLX_SPMDt3pp-0	Inner_Membrane	FA030_17080()	Inner_Membrane	r
FA030_17075-MONOMER	Inner_Membrane	FA030_17075()	Inner_Membrane	r
CPLX_SPMDt3pp-0	Inner_Membrane	FA030_17075()	Inner_Membrane	r
FA030_18050-MONOMER	Periplasm	FA030_18050()	Periplasm	s
FA030_26175-MONOMER	Outer_Membrane	FA030_26175()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	FA030_26175()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	FA030_26175()	Outer_Membrane	sb
FA030_11235-MONOMER	Inner_Membrane	FA030_11235()	Inner_Membrane	r
FA030_02410-MONOMER	Inner_Membrane	FA030_02410()	Inner_Membrane	r
CPLX_NO3R1pp_q8-0	Inner_Membrane	FA030_02410()	Inner_Membrane	r
FA030_20325-MONOMER	Inner_Membrane	FA030_20325()	Inner_Membrane	r
FA030_22375-MONOMER	Inner_Membrane	FA030_22375()	Inner_Membrane	r
FA030_13330-MONOMER	Periplasm	FA030_13330()	Periplasm	s
FA030_01145-MONOMER	Inner_Membrane	FA030_01145()	Inner_Membrane	r
FA030_07190-MONOMER	Periplasm	FA030_07190()	Periplasm	s
FA030_28240-MONOMER	Inner_Membrane	FA030_28240()	Inner_Membrane	r
FA030_07845-MONOMER	Inner_Membrane	FA030_07845()	Inner_Membrane	r
CPLX_HISabcpp-0	Inner_Membrane	FA030_07845()	Inner_Membrane	r
FA030_07840-MONOMER	Inner_Membrane	FA030_07840()	Inner_Membrane	r
CPLX_HISabcpp-0	Inner_Membrane	FA030_07840()	Inner_Membrane	r
FA030_31870-MONOMER	Inner_Membrane	FA030_31870()	Inner_Membrane	r
FA030_18145-MONOMER	Inner_Membrane	FA030_18145()	Inner_Membrane	r
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	FA030_18145()	Inner_Membrane	r
FA030_18155-MONOMER	Inner_Membrane	FA030_18155()	Inner_Membrane	p
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	FA030_18155()	Inner_Membrane	p
FA030_18150-MONOMER	Inner_Membrane	FA030_18150()	Inner_Membrane	r
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	FA030_18150()	Inner_Membrane	r
FA030_18160-MONOMER	Inner_Membrane	FA030_18160()	Inner_Membrane	p
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	FA030_18160()	Inner_Membrane	p
FA030_07335-MONOMER	Periplasm	FA030_07335()	Periplasm	s
FA030_26660-MONOMER	Inner_Membrane	FA030_26660()	Inner_Membrane	r
FA030_03020-MONOMER	Inner_Membrane	FA030_03020()	Inner_Membrane	r
CPLX_ACGAptspp-0	Inner_Membrane	FA030_03020()	Inner_Membrane	r
FA030_28660-MONOMER	Inner_Membrane	FA030_28660()	Inner_Membrane	r
FA030_30840-MONOMER	Inner_Membrane	FA030_30840()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	FA030_30840()	Periplasm	s
FA030_30830-MONOMER	Inner_Membrane	FA030_30830()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	FA030_30830()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	FA030_30830()	Inner_Membrane	r
FA030_30835-MONOMER	Inner_Membrane	FA030_30835()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	FA030_30835()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	FA030_30835()	Inner_Membrane	r
FA030_04250-MONOMER	Inner_Membrane	FA030_04250()	Inner_Membrane	r
FA030_30615-MONOMER	Inner_Membrane	FA030_30615()	Inner_Membrane	r
FA030_19295-MONOMER	Periplasm	FA030_19295()	Periplasm	s
FA030_03885-MONOMER	Inner_Membrane	FA030_03885()	Inner_Membrane	r
FA030_14320-MONOMER	Inner_Membrane	FA030_14320()	Inner_Membrane	r
FA030_23805-MONOMER	Inner_Membrane	FA030_23805()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	FA030_23805()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	FA030_23805()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	FA030_23805()	Inner_Membrane	r
FA030_14890-MONOMER	Inner_Membrane	FA030_14890()	Inner_Membrane	r
FA030_11635-MONOMER	Periplasm	FA030_11635()	Periplasm	s
FA030_18780-MONOMER	Inner_Membrane	FA030_18780()	Inner_Membrane	r
FA030_03385-MONOMER	Inner_Membrane	FA030_03385()	Inner_Membrane	r
FA030_29165-MONOMER	Outer_Membrane	FA030_29165()	Inner_Membrane	r
CPLX_FE3DHBZStonex-0	Outer_Membrane	FA030_29165()	Inner_Membrane	r
CPLX_FE3DHBZStonex-1	Outer_Membrane	FA030_29165()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-0	Outer_Membrane	FA030_29165()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-1	Outer_Membrane	FA030_29165()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-2	Outer_Membrane	FA030_29165()	Inner_Membrane	r
FA030_20040-MONOMER	Outer_Membrane	FA030_20040()	Inner_Membrane	s
CPLX_FE3DHBZStonex-0	Outer_Membrane	FA030_20040()	Inner_Membrane	s
CPLX_FE3DHBZStonex-1	Outer_Membrane	FA030_20040()	Inner_Membrane	s
FA030_09190-MONOMER	Outer_Membrane	FA030_09190()	Outer_Membrane	sb
CPLX_SALCHS4FEtonex-2	Outer_Membrane	FA030_09190()	Outer_Membrane	sb
FA030_16850-MONOMER	Inner_Membrane	FA030_16850()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	FA030_16850()	Inner_Membrane	r
FA030_16845-MONOMER	Inner_Membrane	FA030_16845()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	FA030_16845()	Inner_Membrane	r
FA030_05795-MONOMER	Inner_Membrane	FA030_05795()	Inner_Membrane	r
FA030_09455-MONOMER	Inner_Membrane	FA030_09455()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	FA030_09455()	Inner_Membrane	p
FA030_09400-MONOMER	Inner_Membrane	FA030_09400()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FA030_09400()	Inner_Membrane	r
FA030_09415-MONOMER	Inner_Membrane	FA030_09415()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FA030_09415()	Inner_Membrane	r
FA030_09410-MONOMER	Inner_Membrane	FA030_09410()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	FA030_09410()	Inner_Membrane	p
FA030_09405-MONOMER	Inner_Membrane	FA030_09405()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FA030_09405()	Inner_Membrane	r
FA030_09425-MONOMER	Inner_Membrane	FA030_09425()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FA030_09425()	Inner_Membrane	r
FA030_09395-MONOMER	Inner_Membrane	FA030_09395()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FA030_09395()	Inner_Membrane	r
FA030_04130-MONOMER	Inner_Membrane	FA030_04130()	Inner_Membrane	r
FA030_18310-MONOMER	Outer_Membrane	FA030_18310()	Outer_Membrane	sb
FA030_13830-MONOMER	Inner_Membrane	FA030_13830()	Inner_Membrane	r
FA030_27775-MONOMER	Inner_Membrane	FA030_27775()	Inner_Membrane	p
FA030_14885-MONOMER	Inner_Membrane	FA030_14885()	Inner_Membrane	r
FA030_03640-MONOMER	Inner_Membrane	FA030_03640()	Inner_Membrane	r
FA030_31590-MONOMER	Outer_Membrane	FA030_31590()	Inner_Membrane	pa
CPLX_CMtpp-0	Outer_Membrane	FA030_31590()	Inner_Membrane	pa
CPLX_MINCYCtpp-0	Outer_Membrane	FA030_31590()	Inner_Membrane	pa
CPLX_RFAMPtpp-0	Outer_Membrane	FA030_31590()	Inner_Membrane	pa
FA030_11115-MONOMER	Inner_Membrane	FA030_11115()	Inner_Membrane	r
FA030_07440-MONOMER	Inner_Membrane	FA030_07440()	Inner_Membrane	r
FA030_06100-MONOMER	Inner_Membrane	FA030_06100()	Inner_Membrane	r
CPLX_Kt2pp-0	Inner_Membrane	FA030_06100()	Inner_Membrane	r
FA030_05980-MONOMER	Inner_Membrane	FA030_05980()	Inner_Membrane	r
FA030_25405-MONOMER	Inner_Membrane	FA030_25405()	Inner_Membrane	r
FA030_30555-MONOMER	Inner_Membrane	FA030_30555()	Inner_Membrane	r
FA030_18140-MONOMER	Inner_Membrane	FA030_18140()	Inner_Membrane	r
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	FA030_18140()	Inner_Membrane	r
FA030_03000-MONOMER	Periplasm	FA030_03000()	Periplasm	s
FA030_24130-MONOMER	Inner_Membrane	FA030_24130()	Inner_Membrane	r
FA030_21955-MONOMER	Inner_Membrane	FA030_21955()	Inner_Membrane	r
