complex_id,name,genes,mod,replace
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,FA030_08915(2) AND FA030_08910(2),,
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,FA030_29410(2) AND FA030_29415(2),,
CPLX_3HPAOX-0,HPA monooxygenase,FA030_01275() AND FA030_01280(),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,FA030_25520(2) AND FA030_06615(2) AND FA030_03945(2) AND FA030_25525(2),,
CPLX_ACGAptspp-0,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),FA030_31135() AND FA030_03020() AND FA030_22635() AND FA030_03025(),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,FA030_24645(2) AND FA030_24650(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,FA030_07620() AND FA030_16710(),,
CPLX_ACONCtupp-0,Cisaconitate transport periplasm,FA030_21200() AND FA030_21210() AND FA030_21205(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),FA030_07620() AND FA030_07605(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,FA030_22515(4) AND FA030_22520(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,FA030_28605() AND FA030_28610(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),FA030_00210() AND FA030_02605(),,
CPLX_ALAabcpp-1,L-alanine transport via ABC system (periplasm),FA030_00210() AND FA030_25580(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),FA030_22820() AND FA030_22825() AND FA030_22830() AND FA030_22835() AND FA030_22840(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),FA030_22840(1) AND FA030_22835(1) AND FA030_22830(1) AND FA030_22825(1) AND FA030_22785(1),,
CPLX_ANS-0,Anthranilate synthase,FA030_19935() AND FA030_19930(),,
CPLX_ANS-1,Anthranilate synthase,FA030_32605() AND FA030_32735(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,FA030_15945() AND FA030_27620(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),FA030_20470() AND FA030_20480() AND FA030_20485() AND FA030_20490(),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),FA030_18025() AND FA030_18030() AND FA030_18035() AND FA030_18040(),,
CPLX_AST-0,Arginine succinyltransferase,FA030_20445() AND FA030_20450(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,FA030_22550() AND FA030_25995(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),FA030_29290() AND FA030_29310() AND FA030_29275() AND FA030_29280() AND FA030_29305() AND FA030_29300() AND FA030_29285() AND FA030_29295() AND FA030_29315(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,FA030_14175() AND FA030_14180(),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),FA030_04870(2) AND FA030_04875(2) AND FA030_04860(),,
CPLX_BUTSO3abcpp-1,Butanesulfonate transport via ABC system (periplasm),FA030_02055(1) AND FA030_02060(2) AND FA030_02065(2),,
CPLX_BZ12DOX-0,"Benzoate 1,2-dioxygenase",FA030_11015() AND FA030_11020() AND FA030_11025(),,
CPLX_CD2t3pp-0,Cadmium (Cd+2) transport out via proton antiport (periplasm),FA030_11000() AND FA030_10995(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),FA030_02305() AND FA030_02310() AND FA030_02315(),,
CPLX_CHLabcpp-1,Choline transport via ABC system (periplasm),FA030_02305() AND FA030_02320() AND FA030_02315(),,
CPLX_CHLabcpp-2,Choline transport via ABC system (periplasm),FA030_28360() AND FA030_28365() AND FA030_28370(),,
CPLX_CHOLSabc-0,Choline sulfate ABC transporter,FA030_29515() AND FA030_29520(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,FA030_31590() AND FA030_31595() AND FA030_31600(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,FA030_22585() AND FA030_22580() AND FA030_22575(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,FA030_02420() AND FA030_02165(),,
CPLX_CRNabcpp-0,L-carnitine transport via ABC system (periplasm),FA030_28420() AND FA030_28360() AND FA030_28365(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),FA030_30840(1) AND FA030_30825(2) AND FA030_30830(1) AND FA030_30835(1),,
CPLX_CRO4abcpp-1,Chromate transport via ABC system (periplasm),FA030_30825() AND FA030_30835() AND FA030_30830() AND FA030_17325(),,
CPLX_CTBTabcpp-0,Crotonobetaine transport via ABC system (periplasm),FA030_26810(2) AND FA030_26805(2) AND FA030_26850(1),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),FA030_13845() AND FA030_13850(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,FA030_22460() AND FA030_22455() AND FA030_22450(),,
CPLX_CYSabcpp-0,L-cysteine uptake via ABC system (periplasm),FA030_31000() AND FA030_31005(),,
CPLX_DKMPPD2_PA-0,,FA030_16315() AND FA030_16320(),,
CPLX_DURAD-0,Dihydrouracil dehydrogenase (NADP),FA030_31665() AND FA030_31670(),,
CPLX_ETHAAL-0,Ethanolamine ammonia-lyase,FA030_01620(6) AND FA030_01615(6),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),FA030_24575() AND FA030_24580() AND FA030_04485(),,
CPLX_FE3abcpp-1,Iron (III) transport via ABC system (periplasm to cytoplasm),FA030_27500() AND FA030_27495() AND FA030_04485(),,
CPLX_FE3DCITabcpp-0,Iron transport from ferric-dicitrate via ABC system (periplasm),FA030_07895() AND FA030_07905() AND FA030_07900(),,
CPLX_FE3DHBZSabcpp-0,"Ferric 2,3-dihydroxybenzoylserine transport via ABC system (periplasm)",FA030_00595(1) AND FA030_00585(1) AND FA030_00590(1) AND FA030_00600(2),,
CPLX_FE3DHBZStonex-0,"Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)",FA030_29165() AND FA030_20040() AND FA030_22885(),,
CPLX_FE3DHBZStonex-1,"Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)",FA030_29165() AND FA030_20040() AND FA030_15035(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),FA030_05110() AND FA030_04915(),,
CPLX_GALURt2rpp-0,"D-galacturonate transport via proton symport, reversible (periplasm)",FA030_27245() AND FA030_27235() AND FA030_27240(),,
CPLX_GALURt2rpp-1,"D-galacturonate transport via proton symport, reversible (periplasm)",FA030_02910() AND FA030_02915() AND FA030_02920(),,
CPLX_GLCabcpp-0,D-glucose transport via ABC system (periplasm),FA030_06210() AND FA030_06215() AND FA030_06220() AND FA030_06225(),,
CPLX_GLUSx-0,Glutamate synthase  NADH2,FA030_26500(4) AND FA030_26505(4),,
CPLX_GLYBabcpp-0,Glycine betaine transport via ABC system (periplasm),FA030_05970() AND FA030_28360() AND FA030_28365(),,
CPLX_HISabcpp-0,L-histidine transport via ABC system (periplasm),FA030_07835() AND FA030_07840() AND FA030_07845() AND FA030_07850(),,
CPLX_HSERTA-0,Homoserine O trans acetylase,FA030_31405() AND FA030_31400(),,
CPLX_HXAND-0,Hypoxanthine dehydrogenase,FA030_17170() AND FA030_17165() AND FA030_17175(),,
