bnum	position	modification
C3F42_13745	1518	m62A
C3F42_13745	1519	m62A
C3F42_14835	1518	m62A
C3F42_14835	1519	m62A
C3F42_16440	1518	m62A
C3F42_16440	1519	m62A
C3F42_21370	1518	m62A
C3F42_21370	1519	m62A
C3F42_21720	1518	m62A
C3F42_21720	1519	m62A
C3F42_24280	1518	m62A
C3F42_24280	1519	m62A
C3F42_26780	1518	m62A
C3F42_26780	1519	m62A
C3F42_13745	967	m5C
C3F42_14835	967	m5C
C3F42_16440	967	m5C
C3F42_21370	967	m5C
C3F42_21720	967	m5C
C3F42_24280	967	m5C
C3F42_26780	967	m5C
C3F42_13745	966	m2G
C3F42_14835	966	m2G
C3F42_16440	966	m2G
C3F42_21370	966	m2G
C3F42_21720	966	m2G
C3F42_24280	966	m2G
C3F42_26780	966	m2G
C3F42_13745	1498	m3U
C3F42_14835	1498	m3U
C3F42_16440	1498	m3U
C3F42_21370	1498	m3U
C3F42_21720	1498	m3U
C3F42_24280	1498	m3U
C3F42_26780	1498	m3U
C3F42_13745	527	m7G
C3F42_14835	527	m7G
C3F42_16440	527	m7G
C3F42_21370	527	m7G
C3F42_21720	527	m7G
C3F42_24280	527	m7G
C3F42_26780	527	m7G
C3F42_13745	1402	m4Cm
C3F42_14835	1402	m4Cm
C3F42_16440	1402	m4Cm
C3F42_21370	1402	m4Cm
C3F42_21720	1402	m4Cm
C3F42_24280	1402	m4Cm
C3F42_26780	1402	m4Cm
C3F42_13745	516	Y
C3F42_14835	516	Y
C3F42_16440	516	Y
C3F42_21370	516	Y
C3F42_21720	516	Y
C3F42_24280	516	Y
C3F42_26780	516	Y
C3F42_13730	2503	m2A
C3F42_14820	2503	m2A
C3F42_16425	2503	m2A
C3F42_21385	2503	m2A
C3F42_21735	2503	m2A
C3F42_24295	2503	m2A
C3F42_26795	2503	m2A
C3F42_13730	2251	Gm
C3F42_14820	2251	Gm
C3F42_16425	2251	Gm
C3F42_21385	2251	Gm
C3F42_21735	2251	Gm
C3F42_24295	2251	Gm
C3F42_26795	2251	Gm
C3F42_13730	1939	m5U
C3F42_14820	1939	m5U
C3F42_16425	1939	m5U
C3F42_21385	1939	m5U
C3F42_21735	1939	m5U
C3F42_24295	1939	m5U
C3F42_26795	1939	m5U
C3F42_13730	2498	Cm
C3F42_14820	2498	Cm
C3F42_16425	2498	Cm
C3F42_21385	2498	Cm
C3F42_21735	2498	Cm
C3F42_24295	2498	Cm
C3F42_26795	2498	Cm
C3F42_13730	745	m1G
C3F42_14820	745	m1G
C3F42_16425	745	m1G
C3F42_21385	745	m1G
C3F42_21735	745	m1G
C3F42_24295	745	m1G
C3F42_26795	745	m1G
C3F42_13730	1835	m2G
C3F42_14820	1835	m2G
C3F42_16425	1835	m2G
C3F42_21385	1835	m2G
C3F42_21735	1835	m2G
C3F42_24295	1835	m2G
C3F42_26795	1835	m2G
C3F42_13730	1962	m5C
C3F42_14820	1962	m5C
C3F42_16425	1962	m5C
C3F42_21385	1962	m5C
C3F42_21735	1962	m5C
C3F42_24295	1962	m5C
C3F42_26795	1962	m5C
C3F42_13730	1618	m6A
C3F42_14820	1618	m6A
C3F42_16425	1618	m6A
C3F42_21385	1618	m6A
C3F42_21735	1618	m6A
C3F42_24295	1618	m6A
C3F42_26795	1618	m6A
C3F42_13730	2069	m7G
C3F42_14820	2069	m7G
C3F42_16425	2069	m7G
C3F42_21385	2069	m7G
C3F42_21735	2069	m7G
C3F42_24295	2069	m7G
C3F42_26795	2069	m7G
C3F42_13730	2552	Um
C3F42_14820	2552	Um
C3F42_16425	2552	Um
C3F42_21385	2552	Um
C3F42_21735	2552	Um
C3F42_24295	2552	Um
C3F42_26795	2552	Um
C3F42_13730	1911	Y
C3F42_13730	1915	Y
C3F42_13730	1917	Y
C3F42_14820	1911	Y
C3F42_14820	1915	Y
C3F42_14820	1917	Y
C3F42_16425	1911	Y
C3F42_16425	1915	Y
C3F42_16425	1917	Y
C3F42_21385	1911	Y
C3F42_21385	1915	Y
C3F42_21385	1917	Y
C3F42_21735	1911	Y
C3F42_21735	1915	Y
C3F42_21735	1917	Y
C3F42_24295	1911	Y
C3F42_24295	1915	Y
C3F42_24295	1917	Y
C3F42_26795	1911	Y
C3F42_26795	1915	Y
C3F42_26795	1917	Y
