complex_id,name,genes,mod,replace
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,C3F42_04840(2) AND C3F42_04845(2),,
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,C3F42_17150(2) AND C3F42_17145(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,C3F42_21420(2) AND C3F42_25825(2) AND C3F42_23595(2) AND C3F42_21415(2),,
CPLX_ACGAptspp-0,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),C3F42_19125() AND C3F42_23135() AND C3F42_11695() AND C3F42_23140(),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,C3F42_21345(2) AND C3F42_21340(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,C3F42_07450() AND C3F42_26280(),,
CPLX_ACONCtupp-0,Cisaconitate transport periplasm,C3F42_10665() AND C3F42_10675() AND C3F42_10670(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),C3F42_07450() AND C3F42_07465(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,C3F42_12120(4) AND C3F42_12125(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,C3F42_17755() AND C3F42_17750(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),C3F42_14560() AND C3F42_20865(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),C3F42_22735() AND C3F42_22730() AND C3F42_22725() AND C3F42_22720() AND C3F42_22715(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),C3F42_22715(1) AND C3F42_22720(1) AND C3F42_22725(1) AND C3F42_22730(1) AND C3F42_22750(1),,
CPLX_ANS-0,Anthranilate synthase,C3F42_14940() AND C3F42_14930(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,C3F42_27120() AND C3F42_16015(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),C3F42_25150() AND C3F42_25145() AND C3F42_25140() AND C3F42_25135(),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),C3F42_23855() AND C3F42_23850() AND C3F42_23845() AND C3F42_23840(),,
CPLX_AST-0,Arginine succinyltransferase,C3F42_25175() AND C3F42_25170(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,C3F42_11605() AND C3F42_20645(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),C3F42_17295() AND C3F42_17275() AND C3F42_17310() AND C3F42_17305() AND C3F42_17280() AND C3F42_17285() AND C3F42_17300() AND C3F42_17290() AND C3F42_17270(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,C3F42_00545(2) AND C3F42_00540(2),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),C3F42_15920(2) AND C3F42_15915(2) AND C3F42_15930(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),C3F42_19355() AND C3F42_19360() AND C3F42_19365(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,C3F42_11285() AND C3F42_11290() AND C3F42_11295(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,C3F42_11640() AND C3F42_11635() AND C3F42_11630(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,C3F42_12185() AND C3F42_09580(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),C3F42_18635(1) AND C3F42_18650(2) AND C3F42_18645(1) AND C3F42_18640(1),,
CPLX_CRO4abcpp-1,Chromate transport via ABC system (periplasm),C3F42_18650() AND C3F42_18640() AND C3F42_18645() AND C3F42_07230(),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),C3F42_17415() AND C3F42_13550(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,C3F42_12060() AND C3F42_12055() AND C3F42_12050(),,
CPLX_DURAD-0,Dihydrouracil dehydrogenase (NADP),C3F42_05590() AND C3F42_05595(),,
CPLX_ETHAAL-0,Ethanolamine ammonia-lyase,C3F42_14180(6) AND C3F42_14185(6),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),C3F42_18505() AND C3F42_18510() AND C3F42_23895(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),C3F42_09955() AND C3F42_12580(),,
CPLX_GLCabcpp-0,D-glucose transport via ABC system (periplasm),C3F42_22995() AND C3F42_23000() AND C3F42_23005() AND C3F42_23010(),,
CPLX_GLUSx-0,Glutamate synthase  NADH2,C3F42_19700(4) AND C3F42_19695(4),,
CPLX_GLYBabcpp-0,Glycine betaine transport via ABC system (periplasm),C3F42_24815() AND C3F42_19355() AND C3F42_19360(),,
CPLX_HSERTA-0,Homoserine O trans acetylase,C3F42_19585() AND C3F42_19580(),,
CPLX_HXAND-0,Hypoxanthine dehydrogenase,C3F42_07105() AND C3F42_07100() AND C3F42_07110(),,
CPLX_IG3PS-0,Imidazole-glycerol-3-phosphate synthase,C3F42_19350(1) AND C3F42_19335(1),,
CPLX_ILEabcpp-0,L-isoleucine transport via ABC system (periplasm),C3F42_24165(1) AND C3F42_24150(1) AND C3F42_24155(1) AND C3F42_24140(1) AND C3F42_24145(1),,
CPLX_ILEabcpp-1,L-isoleucine transport via ABC system (periplasm),C3F42_20765() AND C3F42_20760() AND C3F42_20750() AND C3F42_20745() AND C3F42_20755(),,
CPLX_IPPMIa-0,3-isopropylmalate dehydratase,C3F42_25785(1) AND C3F42_25780(1),,
CPLX_KAS13-0,B-ketoacyl synthetase (octadecanoate),C3F42_07460() AND C3F42_07445() AND C3F42_07455() AND C3F42_23570(),,
CPLX_LCYSTabcpp-0,L-cysteate transport via ABC system (periplasm),C3F42_27675() AND C3F42_18335() AND C3F42_15960(),,
CPLX_LYSabcpp-0,L-lysine transport via ABC system (periplasm),C3F42_19270() AND C3F42_19275() AND C3F42_19280() AND C3F42_19285(),,
CPLX_MCOATA-0,Malonyl-CoA-ACP transacylase,C3F42_07450() AND C3F42_07460(),,
CPLX_METSOXR1-0,L-methionine-S-oxide reductase,C3F42_15375() AND C3F42_16015(),,
CPLX_METSOXR1-1,L-methionine-S-oxide reductase,C3F42_08055() AND C3F42_16015(),,
CPLX_METSOXR1-2,L-methionine-S-oxide reductase,C3F42_15375() AND C3F42_14360(),,
CPLX_METSOXR1-3,L-methionine-S-oxide reductase,C3F42_08055() AND C3F42_14360(),,
CPLX_MNabc_1-0,Manganese Mn2 transport via ABC system periplasm,C3F42_28555() AND C3F42_28545() AND C3F42_28550(),,
CPLX_MOBDabcpp-0,Molybdate transport via ABC system (periplasm),C3F42_05615() AND C3F42_05620() AND C3F42_05625(),,
CPLX_MPTG-0,Murein polymerizing transglycosylase,C3F42_21325() AND C3F42_11960() AND C3F42_21765(),,
CPLX_MPTG-1,Murein polymerizing transglycosylase,C3F42_19650() AND C3F42_11960() AND C3F42_21765(),,
CPLX_MPTG-2,Murein polymerizing transglycosylase,C3F42_19515() AND C3F42_11960() AND C3F42_21765(),,
CPLX_NADH16pp-0,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),C3F42_27555(1) AND C3F42_27530() AND C3F42_27535() AND C3F42_27500() AND C3F42_27515() AND C3F42_27540() AND C3F42_27510() AND C3F42_27520() AND C3F42_27545() AND C3F42_27505() AND C3F42_27525() AND C3F42_27495() AND C3F42_27550(),,
CPLX_OCBT-0,Ornithine carbamoyltransferase,C3F42_23900() AND C3F42_22915(),,
CPLX_OIVD1r-0,2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate),C3F42_25290() AND C3F42_25285() AND C3F42_25280() AND C3F42_25275(),,
CPLX_OPHBDC-0,Octaprenyl-hydroxybenzoate decarboxylase,C3F42_16005() AND C3F42_14155(),,
CPLX_PAPSR-0,Phosphoadenylyl-sulfate reductase (thioredoxin),C3F42_27120() AND C3F42_14360(),,
CPLX_PAPSR2-0,Phosphoadenylyl-sulfate reductase (glutaredoxin),C3F42_27120() AND C3F42_19805(),,
CPLX_PC-0,Pyruvate carboxylase,C3F42_17695() AND C3F42_17700(),,
CPLX_PCADYOX-0,Protocatechuate 3 4 dioxygenase,C3F42_21505() AND C3F42_21510(),,
CPLX_PDX5PS-0,Pyridoxine 5'-phosphate synthase,C3F42_15015() AND C3F42_10420(),,
CPLX_PHEMEabcpp-0,Protoheme transport via ABC system (periplasm),C3F42_25625() AND C3F42_25630() AND C3F42_25635(),,
CPLX_PIuabcpp-0,"Phosphate transport via ABC system (uptake, periplasm)",C3F42_17795() AND C3F42_17800() AND C3F42_17790() AND C3F42_17785(),,
CPLX_PROabcpp-0,L-proline transport via ABC system (periplasm),C3F42_01195() AND C3F42_01190() AND C3F42_01185(),,
CPLX_PROabcpp-1,L-proline transport via ABC system (periplasm),C3F42_22665() AND C3F42_22670(),,
CPLX_PROabcpp-2,L-proline transport via ABC system (periplasm),C3F42_19775() AND C3F42_19355() AND C3F42_19360() AND C3F42_19365(),,
CPLX_PTRCabcpp-0,Putrescine transport via ABC system (periplasm),C3F42_14965() AND C3F42_14970() AND C3F42_14960() AND C3F42_14955() AND C3F42_14965(),,
CPLX_PTRCabcpp-1,Putrescine transport via ABC system (periplasm),C3F42_18590() AND C3F42_18595() AND C3F42_18600() AND C3F42_18605(),,
CPLX_PTRCabcpp-2,Putrescine transport via ABC system (periplasm),C3F42_18585() AND C3F42_18595() AND C3F42_18600() AND C3F42_18605(),,
CPLX_PTRCabcpp-3,Putrescine transport via ABC system (periplasm),C3F42_18595() AND C3F42_18600() AND C3F42_18605(),,
CPLX_PTRCabcpp-4,Putrescine transport via ABC system (periplasm),C3F42_22690() AND C3F42_18595() AND C3F42_18600() AND C3F42_18605(),,
CPLX_PTRCabcpp-5,Putrescine transport via ABC system (periplasm),C3F42_24725() AND C3F42_24735() AND C3F42_24730() AND C3F42_24745(),,
CPLX_RIBabcpp-0,D-ribose transport via ABC system (periplasm),C3F42_28170() AND C3F42_28160() AND C3F42_28165(),,
CPLX_RNDR1-0,Ribonucleoside-diphosphate reductase (ADP),C3F42_24380() AND C3F42_24385() AND C3F42_16015(),,
CPLX_SARCOX-0,Sarcosine oxidase,C3F42_15455() AND C3F42_15450() AND C3F42_15445() AND C3F42_15440(),,
CPLX_SPMDt3pp-0,Spermidine transport out via proton antiport (periplasm),C3F42_19260() AND C3F42_19255(),,
CPLX_THD2pp-0,NAD(P) transhydrogenase (periplasm),C3F42_16470() AND C3F42_16460() AND C3F42_16465(),,
CPLX_THIORDXi-0,Hydrogen peroxide reductase (thioredoxin),C3F42_09685() AND C3F42_16015(),,
CPLX_THIORDXi-1,Hydrogen peroxide reductase (thioredoxin),C3F42_09685() AND C3F42_14360(),,
CPLX_THIORDXi-2,Hydrogen peroxide reductase (thioredoxin),C3F42_23925() AND C3F42_16015(),,
CPLX_THIORDXi-3,Hydrogen peroxide reductase (thioredoxin),C3F42_23925() AND C3F42_14360(),,
CPLX_THIORDXi-4,Hydrogen peroxide reductase (thioredoxin),C3F42_28075() AND C3F42_16015(),,
CPLX_THIORDXi-5,Hydrogen peroxide reductase (thioredoxin),C3F42_28075() AND C3F42_14360(),,
CPLX_THIORDXi-6,Hydrogen peroxide reductase (thioredoxin),C3F42_02740() AND C3F42_16015(),,
CPLX_THIORDXi-7,Hydrogen peroxide reductase (thioredoxin),C3F42_02740() AND C3F42_14360(),,
CPLX_TRDR-0,Thioredoxin reductase (NADPH),C3F42_16015() AND C3F42_12475(),,
CPLX_TRPS1-0,Tryptophan synthase (indoleglycerol phosphate),C3F42_16980(2) AND C3F42_16975(2),,
CPLX_UREAabcpp-0,Urea transport via ABC system (periplasm),C3F42_20870() AND C3F42_20865() AND C3F42_20860() AND C3F42_20855() AND C3F42_20850(),,
CPLX_ZNabcpp-0,Zinc (Zn+2) transport via ABC system (periplasm),C3F42_16800(2) AND C3F42_16795(2) AND C3F42_16785(1),,
CPLX_GLYCL-0,Glycine Cleavage System,C3F42_18520(1) AND C3F42_26215(2) AND C3F42_18515(1) AND C3F42_18525(2),,
CPLX_GLYCL-1,Glycine Cleavage System,C3F42_22895() AND C3F42_22890() AND C3F42_22880() AND C3F42_26215(),,
CPLX_ADCPS1-0,Adenosylcobinamide-phosphate synthase,C3F42_24600() AND C3F42_24595(),,
CPLX_PYOVDM1-0,Pyoverdine maduration I,C3F42_28745() AND C3F42_03565() AND C3F42_06880(),,
CPLX_PYOVD2tex-0,Pyoverdine export system,C3F42_06875() AND C3F42_06865() AND C3F42_06870(),,
CPLX_MCCC-0,Methylcrotonoyl-CoA carboxylase,C3F42_06125() AND C3F42_06135(),,
CPLX_rxn13853-0,,C3F42_04735() AND C3F42_04740() AND C3F42_04745() AND C3F42_04750(),,
CPLX_rxn05542-0,,C3F42_22730() AND C3F42_22725() AND C3F42_22720() AND C3F42_22715(),,
CPLX_rxn11546-0,,C3F42_17575() AND C3F42_17580() AND C3F42_17585(),,
CPLX_SUCOASr-0,,C3F42_26220(2) AND C3F42_26225(2),,
CPLX_GLYCTO1-0,Glycolate oxidase,C3F42_03880() AND C3F42_03885() AND C3F42_01460(),,
