Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
C3F42_19260-MONOMER	Inner_Membrane	C3F42_19260()	Inner_Membrane	r
CPLX_SPMDt3pp-0	Inner_Membrane	C3F42_19260()	Inner_Membrane	r
C3F42_19255-MONOMER	Inner_Membrane	C3F42_19255()	Inner_Membrane	r
CPLX_SPMDt3pp-0	Inner_Membrane	C3F42_19255()	Inner_Membrane	r
C3F42_28155-MONOMER	Periplasm	C3F42_28155()	Periplasm	s
C3F42_20450-MONOMER	Outer_Membrane	C3F42_20450()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	C3F42_20450()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	C3F42_20450()	Outer_Membrane	sb
C3F42_06905-MONOMER	Inner_Membrane	C3F42_06905()	Inner_Membrane	r
C3F42_09925-MONOMER	Inner_Membrane	C3F42_09925()	Inner_Membrane	r
C3F42_11970-MONOMER	Inner_Membrane	C3F42_11970()	Inner_Membrane	r
C3F42_01910-MONOMER	Periplasm	C3F42_01910()	Periplasm	s
C3F42_28495-MONOMER	Inner_Membrane	C3F42_28495()	Inner_Membrane	r
C3F42_06810-MONOMER	Periplasm	C3F42_06810()	Periplasm	s
C3F42_17840-MONOMER	Inner_Membrane	C3F42_17840()	Inner_Membrane	r
C3F42_26930-MONOMER	Inner_Membrane	C3F42_26930()	Inner_Membrane	r
C3F42_25135-MONOMER	Inner_Membrane	C3F42_25135()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	C3F42_25135()	Periplasm	s
C3F42_26925-MONOMER	Inner_Membrane	C3F42_26925()	Inner_Membrane	r
C3F42_05605-MONOMER	Inner_Membrane	C3F42_05605()	Inner_Membrane	r
C3F42_12300-MONOMER	Inner_Membrane	C3F42_12300()	Inner_Membrane	r
C3F42_12310-MONOMER	Inner_Membrane	C3F42_12310()	Inner_Membrane	p
C3F42_12305-MONOMER	Inner_Membrane	C3F42_12305()	Inner_Membrane	r
C3F42_12315-MONOMER	Inner_Membrane	C3F42_12315()	Inner_Membrane	p
C3F42_06645-MONOMER	Periplasm	C3F42_06645()	Periplasm	s
C3F42_20020-MONOMER	Inner_Membrane	C3F42_20020()	Inner_Membrane	r
C3F42_23135-MONOMER	Inner_Membrane	C3F42_23135()	Inner_Membrane	r
CPLX_ACGAptspp-0	Inner_Membrane	C3F42_23135()	Inner_Membrane	r
C3F42_18635-MONOMER	Inner_Membrane	C3F42_18635()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	C3F42_18635()	Periplasm	s
C3F42_18645-MONOMER	Inner_Membrane	C3F42_18645()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	C3F42_18645()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	C3F42_18645()	Inner_Membrane	r
C3F42_18640-MONOMER	Inner_Membrane	C3F42_18640()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	C3F42_18640()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	C3F42_18640()	Inner_Membrane	r
C3F42_23880-MONOMER	Inner_Membrane	C3F42_23880()	Inner_Membrane	r
C3F42_27280-MONOMER	Periplasm	C3F42_27280()	Periplasm	s
C3F42_23540-MONOMER	Inner_Membrane	C3F42_23540()	Inner_Membrane	r
C3F42_26230-MONOMER	Inner_Membrane	C3F42_26230()	Inner_Membrane	r
C3F42_13250-MONOMER	Inner_Membrane	C3F42_13250()	Inner_Membrane	s
C3F42_21765-MONOMER	Inner_Membrane	C3F42_21765()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	C3F42_21765()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	C3F42_21765()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	C3F42_21765()	Inner_Membrane	r
