complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,IH404_00920(2) AND IH404_00925(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,IH404_18780(2) AND IH404_18785(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,IH404_03940(2) AND IH404_19015(2) AND IH404_07755(2) AND IH404_03935(2),,
CPLX_ACGAptspp-0,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),IH404_27055() AND IH404_23085() AND IH404_05760() AND IH404_23080(),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,IH404_23915(2) AND IH404_23920(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,IH404_21370() AND IH404_10280(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),IH404_21370() AND IH404_21385(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,IH404_04685(4) AND IH404_04680(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,IH404_00455() AND IH404_00460(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),IH404_25390() AND IH404_03775(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),IH404_05500() AND IH404_05495() AND IH404_05490() AND IH404_05485() AND IH404_05480(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),IH404_05515() AND IH404_05495() AND IH404_05490() AND IH404_05485() AND IH404_05480(),,
CPLX_ANS-0,Anthranilate synthase,IH404_25755() AND IH404_25745(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,IH404_21075() AND IH404_27435(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),IH404_21680() AND IH404_21690() AND IH404_21695() AND IH404_21700(),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),IH404_07005() AND IH404_07000() AND IH404_06995() AND IH404_06990(),,
CPLX_AST-0,Arginine succinyltransferase,IH404_21650() AND IH404_21655(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,IH404_05845() AND IH404_03470(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),IH404_00805() AND IH404_00825() AND IH404_00790() AND IH404_00795() AND IH404_00820() AND IH404_00815() AND IH404_00800() AND IH404_00810() AND IH404_00830(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,IH404_11190(2) AND IH404_11195(2),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),IH404_27225() AND IH404_27210() AND IH404_27215(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),IH404_26355() AND IH404_26350() AND IH404_26345(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,IH404_08355() AND IH404_08350() AND IH404_08345(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,IH404_05810() AND IH404_05815() AND IH404_05820(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,IH404_06320() AND IH404_13760(),,
CPLX_CRNabcpp-0,L-carnitine transport via ABC system (periplasm),IH404_02730() AND IH404_26355() AND IH404_26350(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),IH404_01935(1) AND IH404_01950(2) AND IH404_01945(1) AND IH404_01940(1),,
CPLX_CRO4abcpp-1,Chromate transport via ABC system (periplasm),IH404_01950() AND IH404_01940() AND IH404_01945() AND IH404_10080(),,
