Reaction	Complexes
2AGPE140tipp	IH404_10540-MONOMER
2AGPE141tipp	IH404_10540-MONOMER
2AGPG140tipp	IH404_10540-MONOMER
2AGPG141tipp	IH404_10540-MONOMER
2DHGLCK	IH404_16025-MONOMER
2DHGLCNkt_tpp	IH404_16030-MONOMER
2HH24DDH1	IH404_18410-MONOMER
2MAHMP	IH404_17375-MONOMER
3AMACHYD	IH404_13560-MONOMER
3HAACOAT100	IH404_26390-MONOMER
3HAACOAT120	IH404_26390-MONOMER
3HAACOAT121	IH404_26390-MONOMER
3HAACOAT140	IH404_26390-MONOMER
3HAACOAT141	IH404_26390-MONOMER
3HAACOAT60	IH404_26390-MONOMER
3HAACOAT80	IH404_26390-MONOMER
3HAD100	IH404_07730-MONOMER
3HAD120	IH404_07730-MONOMER
3HAD121	IH404_07730-MONOMER
3HAD140	IH404_07730-MONOMER
3HAD141	IH404_07730-MONOMER
3HAD160	IH404_07730-MONOMER
3HAD161	IH404_07730-MONOMER
3HAD180	IH404_07730-MONOMER
3HAD181	IH404_07730-MONOMER
3HAD40	IH404_07730-MONOMER
3HAD60	IH404_07730-MONOMER
3HAD80	IH404_07730-MONOMER
3HOXPACt2pp	IH404_18405-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	IH404_21375-MONOMER
3OAR120	IH404_21375-MONOMER
3OAR121	IH404_21375-MONOMER
3OAR140	IH404_21375-MONOMER
3OAR141	IH404_21375-MONOMER
3OAR160	IH404_21375-MONOMER
3OAR161	IH404_21375-MONOMER
3OAR180	IH404_21375-MONOMER
3OAR181	IH404_21375-MONOMER
3OAR40	IH404_21375-MONOMER
3OAR60	IH404_21375-MONOMER
3OAR80	IH404_21375-MONOMER
3OAS100	IH404_21365-MONOMER OR IH404_10280-MONOMER
3OAS120	IH404_21365-MONOMER OR IH404_10280-MONOMER
3OAS121	IH404_10280-MONOMER
3OAS140	IH404_21365-MONOMER OR IH404_10280-MONOMER
3OAS141	IH404_10280-MONOMER
3OAS160	IH404_21365-MONOMER OR IH404_10280-MONOMER
3OAS161	IH404_10280-MONOMER
