Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
IH404_18870-MONOMER	Periplasm	IH404_18870()	Periplasm	s
IH404_03305-MONOMER	Outer_Membrane	IH404_03305()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	IH404_03305()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	IH404_03305()	Outer_Membrane	sb
IH404_19835-MONOMER	Inner_Membrane	IH404_19835()	Inner_Membrane	r
IH404_07405-MONOMER	Inner_Membrane	IH404_07405()	Inner_Membrane	r
IH404_06065-MONOMER	Inner_Membrane	IH404_06065()	Inner_Membrane	r
IH404_25290-MONOMER	Periplasm	IH404_25290()	Periplasm	s
IH404_17030-MONOMER	Inner_Membrane	IH404_17030()	Inner_Membrane	r
IH404_06455-MONOMER	Periplasm	IH404_06455()	Periplasm	s
IH404_00365-MONOMER	Inner_Membrane	IH404_00365()	Inner_Membrane	r
IH404_07880-MONOMER	Inner_Membrane	IH404_07880()	Inner_Membrane	r
IH404_21700-MONOMER	Inner_Membrane	IH404_21700()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	IH404_21700()	Periplasm	s
IH404_07875-MONOMER	Inner_Membrane	IH404_07875()	Inner_Membrane	r
IH404_21080-MONOMER	Inner_Membrane	IH404_21080()	Inner_Membrane	r
IH404_23460-MONOMER	Inner_Membrane	IH404_23460()	Inner_Membrane	r
IH404_23470-MONOMER	Inner_Membrane	IH404_23470()	Inner_Membrane	p
IH404_23465-MONOMER	Inner_Membrane	IH404_23465()	Inner_Membrane	r
IH404_23475-MONOMER	Inner_Membrane	IH404_23475()	Inner_Membrane	p
IH404_09120-MONOMER	Periplasm	IH404_09120()	Periplasm	s
IH404_02820-MONOMER	Inner_Membrane	IH404_02820()	Inner_Membrane	r
IH404_23085-MONOMER	Inner_Membrane	IH404_23085()	Inner_Membrane	r
CPLX_ACGAptspp-0	Inner_Membrane	IH404_23085()	Inner_Membrane	r
IH404_01935-MONOMER	Inner_Membrane	IH404_01935()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	IH404_01935()	Periplasm	s
IH404_01945-MONOMER	Inner_Membrane	IH404_01945()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	IH404_01945()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	IH404_01945()	Inner_Membrane	r
IH404_01940-MONOMER	Inner_Membrane	IH404_01940()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	IH404_01940()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	IH404_01940()	Inner_Membrane	r
IH404_07025-MONOMER	Inner_Membrane	IH404_07025()	Inner_Membrane	r
IH404_24630-MONOMER	Inner_Membrane	IH404_24630()	Inner_Membrane	r
IH404_15590-MONOMER	Periplasm	IH404_15590()	Periplasm	s
IH404_07700-MONOMER	Inner_Membrane	IH404_07700()	Inner_Membrane	r
IH404_10225-MONOMER	Inner_Membrane	IH404_10225()	Inner_Membrane	r
