complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,FIU24_00175(2) AND FIU24_00170(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,FIU24_20680(2) AND FIU24_20685(2),,
CPLX_3HPAOX-0,HPA monooxygenase,FIU24_28320() AND FIU24_28315(),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,FIU24_04065(2) AND FIU24_22980(2) AND FIU24_25650(2) AND FIU24_04060(2),,
CPLX_ACGAptspp-0,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),FIU24_31355() AND FIU24_26575() AND FIU24_06950() AND FIU24_26570(),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,FIU24_04940(2) AND FIU24_04935(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,FIU24_21975() AND FIU24_12880(),,
CPLX_ACONCtupp-0,Cisaconitate transport periplasm,FIU24_08385() AND FIU24_08375() AND FIU24_08380(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),FIU24_21975() AND FIU24_21990(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,FIU24_07070(4) AND FIU24_07065(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,FIU24_00980() AND FIU24_00975(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),FIU24_29385() AND FIU24_26990(),,
CPLX_ALAabcpp-1,L-alanine transport via ABC system (periplasm),FIU24_29385() AND FIU24_04005(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),FIU24_06765() AND FIU24_06760() AND FIU24_06755() AND FIU24_06750() AND FIU24_06745(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),FIU24_06745(1) AND FIU24_06750(1) AND FIU24_06755(1) AND FIU24_06760(1) AND FIU24_06800(1),,
CPLX_ANS-0,Anthranilate synthase,FIU24_09650() AND FIU24_09655(),,
CPLX_ANS-1,Anthranilate synthase,FIU24_29890() AND FIU24_29760(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,FIU24_13645() AND FIU24_01965(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),FIU24_09115() AND FIU24_09105() AND FIU24_09100() AND FIU24_09095(),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),FIU24_11565() AND FIU24_11560() AND FIU24_11555() AND FIU24_11550(),,
CPLX_AST-0,Arginine succinyltransferase,FIU24_09140() AND FIU24_09135(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,FIU24_07035() AND FIU24_03590(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),FIU24_00295() AND FIU24_00275() AND FIU24_00310() AND FIU24_00305() AND FIU24_00280() AND FIU24_00285() AND FIU24_00300() AND FIU24_00290() AND FIU24_00270(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,FIU24_15420() AND FIU24_15415(),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),FIU24_24725(2) AND FIU24_24720(2) AND FIU24_24735(),,
CPLX_BUTSO3abcpp-1,Butanesulfonate transport via ABC system (periplasm),FIU24_27540(1) AND FIU24_27535(2) AND FIU24_27530(2),,
CPLX_BZ12DOX-0,"Benzoate 1,2-dioxygenase",FIU24_18580() AND FIU24_18575() AND FIU24_18570(),,
CPLX_CD2t3pp-0,Cadmium (Cd+2) transport out via proton antiport (periplasm),FIU24_18595() AND FIU24_18600(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),FIU24_27290() AND FIU24_27285() AND FIU24_27280(),,
CPLX_CHLabcpp-1,Choline transport via ABC system (periplasm),FIU24_27290() AND FIU24_27275() AND FIU24_27280(),,
CPLX_CHLabcpp-2,Choline transport via ABC system (periplasm),FIU24_01225() AND FIU24_01220() AND FIU24_01215(),,
CPLX_CHOLSabc-0,Choline sulfate ABC transporter,FIU24_00070() AND FIU24_00065(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,FIU24_30900() AND FIU24_30895() AND FIU24_30890(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,FIU24_07000() AND FIU24_07005() AND FIU24_07010(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,FIU24_27175() AND FIU24_27430(),,
CPLX_CRNabcpp-0,L-carnitine transport via ABC system (periplasm),FIU24_01165() AND FIU24_01225() AND FIU24_01220(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),FIU24_31650(1) AND FIU24_31665(2) AND FIU24_31660(1) AND FIU24_31655(1),,
CPLX_CRO4abcpp-1,Chromate transport via ABC system (periplasm),FIU24_31665() AND FIU24_31655() AND FIU24_31660() AND FIU24_12265(),,
CPLX_CTBTabcpp-0,Crotonobetaine transport via ABC system (periplasm),FIU24_02775(2) AND FIU24_02780(2) AND FIU24_02735(1),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),FIU24_15750() AND FIU24_15745(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,FIU24_07125() AND FIU24_07130() AND FIU24_07135(),,
CPLX_CYSabcpp-0,L-cysteine uptake via ABC system (periplasm),FIU24_31490() AND FIU24_31485(),,
CPLX_DKMPPD2_PA-0,,FIU24_13275() AND FIU24_13270(),,
CPLX_DURAD-0,Dihydrouracil dehydrogenase (NADP),FIU24_30825() AND FIU24_30820(),,
CPLX_ETHAAL-0,Ethanolamine ammonia-lyase,FIU24_27975(6) AND FIU24_27980(6),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),FIU24_05010() AND FIU24_05005() AND FIU24_25110(),,
CPLX_FE3abcpp-1,Iron (III) transport via ABC system (periplasm to cytoplasm),FIU24_02085() AND FIU24_02090() AND FIU24_25110(),,
CPLX_FE3DCITabcpp-0,Iron transport from ferric-dicitrate via ABC system (periplasm),FIU24_21700() AND FIU24_21690() AND FIU24_21695(),,
CPLX_FE3DHBZSabcpp-0,"Ferric 2,3-dihydroxybenzoylserine transport via ABC system (periplasm)",FIU24_29000(1) AND FIU24_29010(1) AND FIU24_29005(1) AND FIU24_28995(2),,
CPLX_FE3DHBZStonex-0,"Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)",FIU24_00420() AND FIU24_09545() AND FIU24_06700(),,
CPLX_FE3DHBZStonex-1,"Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)",FIU24_00420() AND FIU24_09545() AND FIU24_14555(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),FIU24_24485() AND FIU24_24680(),,
CPLX_GALURt2rpp-0,"D-galacturonate transport via proton symport, reversible (periplasm)",FIU24_02340() AND FIU24_02350() AND FIU24_02345(),,
CPLX_GALURt2rpp-1,"D-galacturonate transport via proton symport, reversible (periplasm)",FIU24_26685() AND FIU24_26680() AND FIU24_26675(),,
CPLX_GLCabcpp-0,D-glucose transport via ABC system (periplasm),FIU24_23385() AND FIU24_23380() AND FIU24_23375() AND FIU24_23370(),,
CPLX_GLUSx-0,Glutamate synthase  NADH2,FIU24_03085(4) AND FIU24_03080(4),,
CPLX_GLYBabcpp-0,Glycine betaine transport via ABC system (periplasm),FIU24_23625() AND FIU24_01225() AND FIU24_01220(),,
CPLX_HISabcpp-0,L-histidine transport via ABC system (periplasm),FIU24_21760() AND FIU24_21755() AND FIU24_21750() AND FIU24_21745(),,
CPLX_HSERTA-0,Homoserine O trans acetylase,FIU24_31085() AND FIU24_31090(),,
CPLX_HXAND-0,Hypoxanthine dehydrogenase,FIU24_12420() AND FIU24_12425() AND FIU24_12415(),,
CPLX_IG3PS-0,Imidazole-glycerol-3-phosphate synthase,FIU24_02540(1) AND FIU24_02525(1),,
CPLX_ILEabcpp-0,L-isoleucine transport via ABC system (periplasm),FIU24_10045(1) AND FIU24_10035(1) AND FIU24_10040(1) AND FIU24_10025(1) AND FIU24_10030(1),,
CPLX_ILEabcpp-1,L-isoleucine transport via ABC system (periplasm),FIU24_03750() AND FIU24_03745() AND FIU24_03735() AND FIU24_03730() AND FIU24_03740(),,
CPLX_IPPMIa-0,3-isopropylmalate dehydratase,FIU24_23020(1) AND FIU24_23025(1),,
CPLX_Kabcpp-0,Potassium ABC transporter (periplasm),FIU24_13000() AND FIU24_13005() AND FIU24_13010() AND FIU24_12995(),,
CPLX_KAS13-0,B-ketoacyl synthetase (octadecanoate),FIU24_21985() AND FIU24_21970() AND FIU24_21980() AND FIU24_24155() AND FIU24_13945(),,
CPLX_KAS13-1,B-ketoacyl synthetase (octadecanoate),FIU24_21985() AND FIU24_21970() AND FIU24_21980() AND FIU24_25680(),,
CPLX_Kt3pp-0,Potassium transport out via proton antiport (periplasm),FIU24_09945() AND FIU24_09950() AND FIU24_09955() AND FIU24_09960() AND FIU24_09965() AND FIU24_09970(),,
CPLX_LCYSTabcpp-0,L-cysteate transport via ABC system (periplasm),FIU24_17515() AND FIU24_32145() AND FIU24_27530(),,
CPLX_LYSabcpp-0,L-lysine transport via ABC system (periplasm),FIU24_02450() AND FIU24_02455() AND FIU24_02460() AND FIU24_02465(),,
CPLX_MCOATA-0,Malonyl-CoA-ACP transacylase,FIU24_32015() AND FIU24_21975(),,
CPLX_MCOATA-1,Malonyl-CoA-ACP transacylase,FIU24_21975() AND FIU24_21985(),,
CPLX_METSOXR1-0,L-methionine-S-oxide reductase,FIU24_03175() AND FIU24_01965(),,
CPLX_METSOXR1-1,L-methionine-S-oxide reductase,FIU24_21235() AND FIU24_01965(),,
CPLX_METSOXR1-2,L-methionine-S-oxide reductase,FIU24_03175() AND FIU24_28160(),,
CPLX_METSOXR1-3,L-methionine-S-oxide reductase,FIU24_21235() AND FIU24_28160(),,
CPLX_MNabc_1-0,Manganese Mn2 transport via ABC system periplasm,FIU24_17915() AND FIU24_17925() AND FIU24_17920(),,
CPLX_MOBDabcpp-0,Molybdate transport via ABC system (periplasm),FIU24_14245() AND FIU24_14240() AND FIU24_14235(),,
CPLX_MPTG-0,Murein polymerizing transglycosylase,FIU24_04915() AND FIU24_07220() AND FIU24_05780(),,
CPLX_MPTG-1,Murein polymerizing transglycosylase,FIU24_03035() AND FIU24_07220() AND FIU24_05780(),,
CPLX_MPTG-2,Murein polymerizing transglycosylase,FIU24_31145() AND FIU24_07220() AND FIU24_05780(),,
CPLX_MPTS-0,Molybdopterin synthase,FIU24_27425() AND FIU24_27420(),,
CPLX_NADH16pp-0,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),FIU24_20140(1) AND FIU24_20165() AND FIU24_20160() AND FIU24_20195() AND FIU24_20180() AND FIU24_20155() AND FIU24_20185() AND FIU24_20175() AND FIU24_20150() AND FIU24_20190() AND FIU24_20170() AND FIU24_20200() AND FIU24_20145(),,
CPLX_OCBT-0,Ornithine carbamoyltransferase,FIU24_25105() AND FIU24_02325(),,
CPLX_OIVD1r-0,2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate),FIU24_16840() AND FIU24_16845() AND FIU24_16850() AND FIU24_16855(),,
CPLX_OPHBDC-0,Octaprenyl-hydroxybenzoate decarboxylase,FIU24_01980() AND FIU24_27950(),,
CPLX_OPHBDC-1,Octaprenyl-hydroxybenzoate decarboxylase,FIU24_31810() AND FIU24_27950(),,
CPLX_PAPSR-0,Phosphoadenylyl-sulfate reductase (thioredoxin),FIU24_13645() AND FIU24_28160(),,
CPLX_PAPSR2-0,Phosphoadenylyl-sulfate reductase (glutaredoxin),FIU24_13645() AND FIU24_02595(),,
CPLX_PC-0,Pyruvate carboxylase,FIU24_00915() AND FIU24_00920(),,
CPLX_PCADYOX-0,Protocatechuate 3 4 dioxygenase,FIU24_32305() AND FIU24_32300(),,
CPLX_PDX5PS-0,Pyridoxine 5'-phosphate synthase,FIU24_29970() AND FIU24_08485(),,
CPLX_PHEMEabcpp-0,Protoheme transport via ABC system (periplasm),FIU24_12170() AND FIU24_12175() AND FIU24_12180(),,
CPLX_PIuabcpp-0,"Phosphate transport via ABC system (uptake, periplasm)",FIU24_01300() AND FIU24_01305() AND FIU24_01295() AND FIU24_01290(),,
CPLX_PROabcpp-0,L-proline transport via ABC system (periplasm),FIU24_02780() AND FIU24_02775() AND FIU24_02770(),,
CPLX_PROabcpp-1,L-proline transport via ABC system (periplasm),FIU24_27290() AND FIU24_27285(),,
CPLX_PROabcpp-2,L-proline transport via ABC system (periplasm),FIU24_27275() AND FIU24_27280(),,
CPLX_PROabcpp-3,L-proline transport via ABC system (periplasm),FIU24_01230() AND FIU24_01225() AND FIU24_01220() AND FIU24_01215(),,
CPLX_PTRCabcpp-0,Putrescine transport via ABC system (periplasm),FIU24_29925() AND FIU24_29920() AND FIU24_29910() AND FIU24_29905() AND FIU24_29915(),,
CPLX_PTRCabcpp-1,Putrescine transport via ABC system (periplasm),FIU24_31560() AND FIU24_31555() AND FIU24_31550() AND FIU24_31545(),,
CPLX_PTRCabcpp-2,Putrescine transport via ABC system (periplasm),FIU24_31565() AND FIU24_31555() AND FIU24_31550() AND FIU24_31545(),,
CPLX_PTRCabcpp-3,Putrescine transport via ABC system (periplasm),FIU24_31555() AND FIU24_31550() AND FIU24_31545(),,
CPLX_PTRCabcpp-4,Putrescine transport via ABC system (periplasm),FIU24_20520() AND FIU24_31555() AND FIU24_31550() AND FIU24_31545(),,
CPLX_PTRCabcpp-5,Putrescine transport via ABC system (periplasm),FIU24_23715() AND FIU24_23705() AND FIU24_23710() AND FIU24_23695(),,
CPLX_PTRCabcpp-6,Putrescine transport via ABC system (periplasm),FIU24_31425() AND FIU24_31430() AND FIU24_31435() AND FIU24_31440(),,
CPLX_PTRCabcpp-7,Putrescine transport via ABC system (periplasm),FIU24_25500() AND FIU24_25495() AND FIU24_25490() AND FIU24_25485(),,
CPLX_RIBabcpp-0,D-ribose transport via ABC system (periplasm),FIU24_14650() AND FIU24_14640() AND FIU24_14645(),,
CPLX_RNDR1-0,Ribonucleoside-diphosphate reductase (ADP),FIU24_10545() AND FIU24_10550() AND FIU24_01965(),,
CPLX_SALCHS4FEtonex-0,Salmochelin S4 Fe III transport via ton system extracellular,FIU24_14555() AND FIU24_00420(),,
CPLX_SALCHS4FEtonex-1,Salmochelin S4 Fe III transport via ton system extracellular,FIU24_09335() AND FIU24_00420(),,
CPLX_SALCHS4FEtonex-2,Salmochelin S4 Fe III transport via ton system extracellular,FIU24_20405() AND FIU24_00420(),,
CPLX_SARCOX-0,Sarcosine oxidase,FIU24_01025() AND FIU24_01020() AND FIU24_01015() AND FIU24_01010(),,
CPLX_SPMDt3pp-0,Spermidine transport out via proton antiport (periplasm),FIU24_12510() AND FIU24_12515(),,
CPLX_THD2pp-0,NAD(P) transhydrogenase (periplasm),FIU24_32075() AND FIU24_32085() AND FIU24_32080(),,
CPLX_THIORDXi-0,Hydrogen peroxide reductase (thioredoxin),FIU24_09685() AND FIU24_01965(),,
CPLX_THIORDXi-1,Hydrogen peroxide reductase (thioredoxin),FIU24_09685() AND FIU24_28160(),,
CPLX_THIORDXi-2,Hydrogen peroxide reductase (thioredoxin),FIU24_09685() AND FIU24_20430(),,
CPLX_THIORDXi-3,Hydrogen peroxide reductase (thioredoxin),FIU24_08875() AND FIU24_01965(),,
CPLX_THIORDXi-4,Hydrogen peroxide reductase (thioredoxin),FIU24_08875() AND FIU24_28160(),,
CPLX_THIORDXi-5,Hydrogen peroxide reductase (thioredoxin),FIU24_08875() AND FIU24_20430(),,
CPLX_THIORDXi-6,Hydrogen peroxide reductase (thioredoxin),FIU24_32375() AND FIU24_01965(),,
CPLX_THIORDXi-7,Hydrogen peroxide reductase (thioredoxin),FIU24_32375() AND FIU24_28160(),,
CPLX_THIORDXi-8,Hydrogen peroxide reductase (thioredoxin),FIU24_32375() AND FIU24_20430(),,
CPLX_THIORDXi-9,Hydrogen peroxide reductase (thioredoxin),FIU24_25065() AND FIU24_01965(),,
CPLX_THIORDXi-10,Hydrogen peroxide reductase (thioredoxin),FIU24_25065() AND FIU24_28160(),,
CPLX_THIORDXi-11,Hydrogen peroxide reductase (thioredoxin),FIU24_25065() AND FIU24_20430(),,
CPLX_THIORDXi-12,Hydrogen peroxide reductase (thioredoxin),FIU24_18665() AND FIU24_01965(),,
CPLX_THIORDXi-13,Hydrogen peroxide reductase (thioredoxin),FIU24_18665() AND FIU24_28160(),,
CPLX_THIORDXi-14,Hydrogen peroxide reductase (thioredoxin),FIU24_18665() AND FIU24_20430(),,
CPLX_TRDR-0,Thioredoxin reductase (NADPH),FIU24_01965() AND FIU24_08880(),,
