Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
FIU24_12510-MONOMER	Inner_Membrane	FIU24_12510()	Inner_Membrane	r
CPLX_SPMDt3pp-0	Inner_Membrane	FIU24_12510()	Inner_Membrane	r
FIU24_12515-MONOMER	Inner_Membrane	FIU24_12515()	Inner_Membrane	r
CPLX_SPMDt3pp-0	Inner_Membrane	FIU24_12515()	Inner_Membrane	r
FIU24_11540-MONOMER	Periplasm	FIU24_11540()	Periplasm	s
FIU24_03410-MONOMER	Outer_Membrane	FIU24_03410()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	FIU24_03410()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	FIU24_03410()	Outer_Membrane	sb
FIU24_18360-MONOMER	Inner_Membrane	FIU24_18360()	Inner_Membrane	r
FIU24_27185-MONOMER	Inner_Membrane	FIU24_27185()	Inner_Membrane	r
CPLX_NO3R1pp_q8-0	Inner_Membrane	FIU24_27185()	Inner_Membrane	r
FIU24_09260-MONOMER	Inner_Membrane	FIU24_09260()	Inner_Membrane	r
FIU24_07210-MONOMER	Inner_Membrane	FIU24_07210()	Inner_Membrane	r
FIU24_16265-MONOMER	Periplasm	FIU24_16265()	Periplasm	s
FIU24_28450-MONOMER	Inner_Membrane	FIU24_28450()	Inner_Membrane	r
FIU24_22405-MONOMER	Periplasm	FIU24_22405()	Periplasm	s
FIU24_01345-MONOMER	Inner_Membrane	FIU24_01345()	Inner_Membrane	r
FIU24_21750-MONOMER	Inner_Membrane	FIU24_21750()	Inner_Membrane	r
CPLX_HISabcpp-0	Inner_Membrane	FIU24_21750()	Inner_Membrane	r
FIU24_21755-MONOMER	Inner_Membrane	FIU24_21755()	Inner_Membrane	r
CPLX_HISabcpp-0	Inner_Membrane	FIU24_21755()	Inner_Membrane	r
FIU24_30625-MONOMER	Inner_Membrane	FIU24_30625()	Inner_Membrane	r
FIU24_11445-MONOMER	Inner_Membrane	FIU24_11445()	Inner_Membrane	r
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	FIU24_11445()	Inner_Membrane	r
FIU24_11435-MONOMER	Inner_Membrane	FIU24_11435()	Inner_Membrane	p
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	FIU24_11435()	Inner_Membrane	p
FIU24_11440-MONOMER	Inner_Membrane	FIU24_11440()	Inner_Membrane	r
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	FIU24_11440()	Inner_Membrane	r
FIU24_11430-MONOMER	Inner_Membrane	FIU24_11430()	Inner_Membrane	p
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	FIU24_11430()	Inner_Membrane	p
FIU24_22260-MONOMER	Periplasm	FIU24_22260()	Periplasm	s
FIU24_02925-MONOMER	Inner_Membrane	FIU24_02925()	Inner_Membrane	r
FIU24_26575-MONOMER	Inner_Membrane	FIU24_26575()	Inner_Membrane	r
CPLX_ACGAptspp-0	Inner_Membrane	FIU24_26575()	Inner_Membrane	r
FIU24_00925-MONOMER	Inner_Membrane	FIU24_00925()	Inner_Membrane	r
FIU24_31650-MONOMER	Inner_Membrane	FIU24_31650()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	FIU24_31650()	Periplasm	s
FIU24_31660-MONOMER	Inner_Membrane	FIU24_31660()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	FIU24_31660()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	FIU24_31660()	Inner_Membrane	r
FIU24_31655-MONOMER	Inner_Membrane	FIU24_31655()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	FIU24_31655()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	FIU24_31655()	Inner_Membrane	r
FIU24_25345-MONOMER	Inner_Membrane	FIU24_25345()	Inner_Membrane	r
FIU24_31875-MONOMER	Inner_Membrane	FIU24_31875()	Inner_Membrane	r
FIU24_10295-MONOMER	Periplasm	FIU24_10295()	Periplasm	s
FIU24_25710-MONOMER	Inner_Membrane	FIU24_25710()	Inner_Membrane	r
FIU24_15275-MONOMER	Inner_Membrane	FIU24_15275()	Inner_Membrane	r
FIU24_05780-MONOMER	Inner_Membrane	FIU24_05780()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	FIU24_05780()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	FIU24_05780()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	FIU24_05780()	Inner_Membrane	r
FIU24_14700-MONOMER	Inner_Membrane	FIU24_14700()	Inner_Membrane	r
FIU24_17960-MONOMER	Periplasm	FIU24_17960()	Periplasm	s
FIU24_10810-MONOMER	Inner_Membrane	FIU24_10810()	Inner_Membrane	r
FIU24_26210-MONOMER	Inner_Membrane	FIU24_26210()	Inner_Membrane	r
FIU24_00420-MONOMER	Outer_Membrane	FIU24_00420()	Inner_Membrane	r
CPLX_FE3DHBZStonex-0	Outer_Membrane	FIU24_00420()	Inner_Membrane	r
CPLX_FE3DHBZStonex-1	Outer_Membrane	FIU24_00420()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-0	Outer_Membrane	FIU24_00420()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-1	Outer_Membrane	FIU24_00420()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-2	Outer_Membrane	FIU24_00420()	Inner_Membrane	r
FIU24_09545-MONOMER	Outer_Membrane	FIU24_09545()	Inner_Membrane	s
CPLX_FE3DHBZStonex-0	Outer_Membrane	FIU24_09545()	Inner_Membrane	s
CPLX_FE3DHBZStonex-1	Outer_Membrane	FIU24_09545()	Inner_Membrane	s
FIU24_20405-MONOMER	Outer_Membrane	FIU24_20405()	Outer_Membrane	sb
CPLX_SALCHS4FEtonex-2	Outer_Membrane	FIU24_20405()	Outer_Membrane	sb
FIU24_12740-MONOMER	Inner_Membrane	FIU24_12740()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	FIU24_12740()	Inner_Membrane	r
FIU24_12745-MONOMER	Inner_Membrane	FIU24_12745()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	FIU24_12745()	Inner_Membrane	r
FIU24_23800-MONOMER	Inner_Membrane	FIU24_23800()	Inner_Membrane	r
FIU24_20140-MONOMER	Inner_Membrane	FIU24_20140()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	FIU24_20140()	Inner_Membrane	p
FIU24_20195-MONOMER	Inner_Membrane	FIU24_20195()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FIU24_20195()	Inner_Membrane	r
FIU24_20180-MONOMER	Inner_Membrane	FIU24_20180()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FIU24_20180()	Inner_Membrane	r
FIU24_20185-MONOMER	Inner_Membrane	FIU24_20185()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	FIU24_20185()	Inner_Membrane	p
FIU24_20190-MONOMER	Inner_Membrane	FIU24_20190()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FIU24_20190()	Inner_Membrane	r
FIU24_20170-MONOMER	Inner_Membrane	FIU24_20170()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	FIU24_20170()	Inner_Membrane	r
FIU24_20200-MONOMER	Inner_Membrane	FIU24_20200()	Inner_Membrane	r
