Reaction	Complexes
1PPDCRc	FIU24_11090-MONOMER
2AGPE140tipp	FIU24_23800-MONOMER
2AGPE141tipp	FIU24_23800-MONOMER
2AGPG140tipp	FIU24_23800-MONOMER
2AGPG141tipp	FIU24_23800-MONOMER
2DHGLCK	FIU24_16915-MONOMER_mod_mg2(1)
2DHGLCNkt_tpp	FIU24_16920-MONOMER
2HH24DDH1	FIU24_28520-MONOMER
2MAHMP	FIU24_20075-MONOMER
34HPPOR	FIU24_08970-MONOMER
3AMACHYD	FIU24_22440-MONOMER
3HAACOAT100	FIU24_08255-MONOMER OR FIU24_24915-MONOMER
3HAACOAT120	FIU24_08255-MONOMER OR FIU24_24915-MONOMER
3HAACOAT121	FIU24_08255-MONOMER OR FIU24_24915-MONOMER
3HAACOAT140	FIU24_08255-MONOMER OR FIU24_24915-MONOMER
3HAACOAT141	FIU24_08255-MONOMER OR FIU24_24915-MONOMER
3HAACOAT60	FIU24_08255-MONOMER OR FIU24_24915-MONOMER
3HAACOAT80	FIU24_08255-MONOMER OR FIU24_24915-MONOMER
3HAD100	FIU24_25680-MONOMER
3HAD120	FIU24_25680-MONOMER
3HAD121	FIU24_25680-MONOMER
3HAD140	FIU24_25680-MONOMER
3HAD141	FIU24_25680-MONOMER
3HAD160	FIU24_25680-MONOMER
3HAD161	FIU24_25680-MONOMER
3HAD180	FIU24_25680-MONOMER
3HAD181	FIU24_25680-MONOMER
3HAD40	FIU24_25680-MONOMER
3HAD60	FIU24_25680-MONOMER
3HAD80	FIU24_25680-MONOMER
3HOXPACt2pp	FIU24_28515-MONOMER
3HPAOX	CPLX_3HPAOX-0
3OADPCOAT	CPLX_BUTCT-0
3OAR100	FIU24_21980-MONOMER
3OAR120	FIU24_21980-MONOMER
3OAR121	FIU24_21980-MONOMER
3OAR140	FIU24_21980-MONOMER
3OAR141	FIU24_21980-MONOMER
3OAR160	FIU24_21980-MONOMER
3OAR161	FIU24_21980-MONOMER
3OAR180	FIU24_21980-MONOMER
3OAR181	FIU24_21980-MONOMER
3OAR40	FIU24_21980-MONOMER
3OAR60	FIU24_21980-MONOMER
3OAR80	FIU24_21980-MONOMER
3OAS100	FIU24_21970-MONOMER OR FIU24_12880-MONOMER OR FIU24_11710-MONOMER
3OAS120	FIU24_21970-MONOMER OR FIU24_12880-MONOMER OR FIU24_11710-MONOMER
3OAS121	FIU24_12880-MONOMER
3OAS140	FIU24_21970-MONOMER OR FIU24_12880-MONOMER OR FIU24_11710-MONOMER
3OAS141	FIU24_12880-MONOMER
3OAS160	FIU24_21970-MONOMER OR FIU24_12880-MONOMER OR FIU24_11710-MONOMER
3OAS161	FIU24_12880-MONOMER
3OAS180	FIU24_12880-MONOMER
3OAS181	FIU24_12880-MONOMER
3OAS60	FIU24_21970-MONOMER OR FIU24_12880-MONOMER OR FIU24_11710-MONOMER
3OAS80	FIU24_21970-MONOMER OR FIU24_12880-MONOMER OR FIU24_11710-MONOMER
3OXCOAT	FIU24_31940-MONOMER
3OXOADPt_pp	FIU24_31935-MONOMER
3PEPTabcpp	FIU24_13965-MONOMER OR FIU24_13960-MONOMER OR FIU24_13955-MONOMER OR FIU24_13950-MONOMER
3_4DHBZ1t_pp	FIU24_31905-MONOMER
3_4DHBZt2	FIU24_31685-MONOMER
4CMLCL_kt	FIU24_31920-MONOMER OR FIU24_06850-MONOMER
4HBHYOX	FIU24_31845-MONOMER
4HBZtex	FIU24_31880-MONOMER
4HOXPACt2pp	FIU24_16555-MONOMER
4HTHRS	FIU24_26440-MONOMER_mod_pydx5p(1)
4PCP	FIU24_02180-MONOMER
4PEPTabcpp	FIU24_13965-MONOMER OR FIU24_13960-MONOMER OR FIU24_13955-MONOMER OR FIU24_13950-MONOMER
5HPUDICDC_c	FIU24_12380-MONOMER
5MEPCAtex	CPLX_5MEPCAtex-0
A5PISO	FIU24_06995-MONOMER
AACPS1	FIU24_21975-MONOMER_mod_pan4p(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_ac(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_mal(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_but2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_act(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_but(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ha(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_egme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_ogme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_gme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_hgme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_thex2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ohex(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_hex(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hhex(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_pim(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_epme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_opme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_pme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_hpme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_toct2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ooct(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_oc(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hoct(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tdec2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_cdec3e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3odec(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_dca(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hdec(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tddec2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_cddec5e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3oddec(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_ddca(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hddec(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tde(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tmrs2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3omrs(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_myrs(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hmrs(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_t3c9palme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_hde(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tpalm2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3opalm(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_palm(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hpalm(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_t3c11vace(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_toctd2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_octe(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ooctd(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_ocdca(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hocta(1)
AACPS2	FIU24_21975-MONOMER_mod_pan4p(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_ac(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_mal(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_but2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_act(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_but(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ha(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_egme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_ogme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_gme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_hgme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_thex2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ohex(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_hex(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hhex(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_pim(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_epme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_opme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_pme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_hpme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_toct2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ooct(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_oc(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hoct(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tdec2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_cdec3e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3odec(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_dca(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hdec(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tddec2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_cddec5e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3oddec(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_ddca(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hddec(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tde(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tmrs2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3omrs(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_myrs(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hmrs(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_t3c9palme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_hde(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tpalm2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3opalm(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_palm(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hpalm(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_t3c11vace(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_toctd2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_octe(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ooctd(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_ocdca(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hocta(1)
AACPS3	FIU24_21975-MONOMER_mod_pan4p(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_ac(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_mal(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_but2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_act(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_but(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ha(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_egme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_ogme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_gme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_hgme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_thex2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ohex(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_hex(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hhex(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_pim(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_epme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_opme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_pme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_hpme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_toct2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ooct(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_oc(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hoct(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tdec2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_cdec3e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3odec(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_dca(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hdec(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tddec2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_cddec5e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3oddec(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_ddca(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hddec(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tde(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tmrs2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3omrs(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_myrs(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hmrs(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_t3c9palme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_hde(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tpalm2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3opalm(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_palm(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hpalm(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_t3c11vace(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_toctd2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_octe(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ooctd(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_ocdca(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hocta(1)
AACPS4	FIU24_21975-MONOMER_mod_pan4p(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_ac(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_mal(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_but2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_act(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_but(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ha(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_egme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_ogme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_gme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_hgme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_thex2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ohex(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_hex(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hhex(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_pim(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_epme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_opme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_pme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_hpme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_toct2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ooct(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_oc(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hoct(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tdec2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_cdec3e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3odec(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_dca(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hdec(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_t3c5ddece(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ocddec5e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tddec2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_cddec5e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3oddec(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hcddec5e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_ddca(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hddec(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_t3c7mrse(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ocmrs7e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tde(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tmrs2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3omrs(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hcmrs7e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_myrs(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hmrs(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_t3c9palme(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ocpalm9e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_hde(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_tpalm2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3opalm(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hcpalm9e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_palm(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hpalm(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_t3c11vace(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ocvac11e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_toctd2e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_octe(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3ooctd(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hcvac11e(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_ocdca(1) OR FIU24_21975-MONOMER_mod_pan4p(1)_mod_3hocta(1)
