Reaction	Complexes
2AGPE140tipp	FIU84_14140-MONOMER
2AGPE141tipp	FIU84_14140-MONOMER
2AGPG140tipp	FIU84_14140-MONOMER
2AGPG141tipp	FIU84_14140-MONOMER
2MAHMP	FIU84_11755-MONOMER
34HPPOR	FIU84_04070-MONOMER
3HAD100	FIU84_07405-MONOMER
3HAD120	FIU84_07405-MONOMER
3HAD121	FIU84_07405-MONOMER
3HAD140	FIU84_07405-MONOMER
3HAD141	FIU84_07405-MONOMER
3HAD160	FIU84_07405-MONOMER
3HAD161	FIU84_07405-MONOMER
3HAD180	FIU84_07405-MONOMER
3HAD181	FIU84_07405-MONOMER
3HAD40	FIU84_07405-MONOMER
3HAD60	FIU84_07405-MONOMER
3HAD80	FIU84_07405-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	FIU84_13375-MONOMER
3OAR120	FIU84_13375-MONOMER
3OAR121	FIU84_13375-MONOMER
3OAR140	FIU84_13375-MONOMER
3OAR141	FIU84_13375-MONOMER
3OAR160	FIU84_13375-MONOMER
3OAR161	FIU84_13375-MONOMER
3OAR180	FIU84_13375-MONOMER
3OAR181	FIU84_13375-MONOMER
3OAR40	FIU84_13375-MONOMER
3OAR60	FIU84_13375-MONOMER
3OAR80	FIU84_13375-MONOMER
3OAS100	FIU84_13365-MONOMER OR FIU84_09220-MONOMER
3OAS120	FIU84_13365-MONOMER OR FIU84_09220-MONOMER
3OAS121	FIU84_09220-MONOMER
3OAS140	FIU84_13365-MONOMER OR FIU84_09220-MONOMER
3OAS141	FIU84_09220-MONOMER
3OAS160	FIU84_13365-MONOMER OR FIU84_09220-MONOMER
3OAS161	FIU84_09220-MONOMER
3OAS180	FIU84_09220-MONOMER
3OAS181	FIU84_09220-MONOMER
3OAS60	FIU84_13365-MONOMER OR FIU84_09220-MONOMER
3OAS80	FIU84_13365-MONOMER OR FIU84_09220-MONOMER
3OXCOAT	FIU84_06110-MONOMER
3PEPTabcpp	FIU84_11535-MONOMER OR FIU84_11540-MONOMER OR FIU84_11545-MONOMER OR FIU84_11550-MONOMER
3_4DHBZt2	FIU84_02325-MONOMER
4HTHRS	FIU84_05840-MONOMER_mod_pydx5p(1)
4PEPTabcpp	FIU84_11535-MONOMER OR FIU84_11540-MONOMER OR FIU84_11545-MONOMER OR FIU84_11550-MONOMER
5HPUDICDC_c	FIU84_15915-MONOMER
A5PISO	FIU84_04860-MONOMER
