Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
FIU84_19155-MONOMER	Outer_Membrane	FIU84_19155()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	FIU84_19155()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	FIU84_19155()	Outer_Membrane	sb
FIU84_13820-MONOMER	Inner_Membrane	FIU84_13820()	Inner_Membrane	r
FIU84_17600-MONOMER	Periplasm	FIU84_17600()	Periplasm	s
FIU84_05115-MONOMER	Inner_Membrane	FIU84_05115()	Inner_Membrane	r
FIU84_11030-MONOMER	Periplasm	FIU84_11030()	Periplasm	s
FIU84_12105-MONOMER	Periplasm	FIU84_12105()	Periplasm	s
FIU84_02100-MONOMER	Inner_Membrane	FIU84_02100()	Inner_Membrane	r
FIU84_20705-MONOMER	Inner_Membrane	FIU84_20705()	Inner_Membrane	r
CPLX_LYSabcpp-0	Inner_Membrane	FIU84_20705()	Inner_Membrane	r
FIU84_18755-MONOMER	Inner_Membrane	FIU84_18755()	Inner_Membrane	r
FIU84_21230-MONOMER	Inner_Membrane	FIU84_21230()	Inner_Membrane	p
CPLX_CYTCAA6pp-0	Inner_Membrane	FIU84_21230()	Inner_Membrane	p
FIU84_21240-MONOMER	Inner_Membrane	FIU84_21240()	Inner_Membrane	r
CPLX_CYTCAA6pp-0	Inner_Membrane	FIU84_21240()	Inner_Membrane	r
FIU84_09035-MONOMER	Inner_Membrane	FIU84_09035()	Inner_Membrane	p
FIU84_12605-MONOMER	Periplasm	FIU84_12605()	Periplasm	s
FIU84_01680-MONOMER	Inner_Membrane	FIU84_01680()	Inner_Membrane	r
FIU84_01230-MONOMER	Inner_Membrane	FIU84_01230()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	FIU84_01230()	Periplasm	s
FIU84_01220-MONOMER	Inner_Membrane	FIU84_01220()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	FIU84_01220()	Inner_Membrane	r
FIU84_01225-MONOMER	Inner_Membrane	FIU84_01225()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	FIU84_01225()	Inner_Membrane	r
FIU84_07690-MONOMER	Inner_Membrane	FIU84_07690()	Inner_Membrane	r
FIU84_07890-MONOMER	Periplasm	FIU84_07890()	Periplasm	s
FIU84_07010-MONOMER	Periplasm	FIU84_07010()	Periplasm	s
FIU84_07375-MONOMER	Inner_Membrane	FIU84_07375()	Inner_Membrane	r
FIU84_09165-MONOMER	Inner_Membrane	FIU84_09165()	Inner_Membrane	r
FIU84_04500-MONOMER	Inner_Membrane	FIU84_04500()	Inner_Membrane	r
FIU84_11370-MONOMER	Inner_Membrane	FIU84_11370()	Inner_Membrane	r
FIU84_14335-MONOMER	Outer_Membrane	FIU84_14335()	Inner_Membrane	s
FIU84_09120-MONOMER	Inner_Membrane	FIU84_09120()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	FIU84_09120()	Inner_Membrane	r
FIU84_09125-MONOMER	Inner_Membrane	FIU84_09125()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	FIU84_09125()	Inner_Membrane	r
FIU84_07305-MONOMER	Inner_Membrane	FIU84_07305()	Inner_Membrane	r
FIU84_04255-MONOMER	Inner_Membrane	FIU84_04255()	Inner_Membrane	r
FIU84_06600-MONOMER	Outer_Membrane	FIU84_06600()	Outer_Membrane	sb
FIU84_12335-MONOMER	Inner_Membrane	FIU84_12335()	Inner_Membrane	r
FIU84_11305-MONOMER	Inner_Membrane	FIU84_11305()	Inner_Membrane	r
FIU84_18190-MONOMER	Inner_Membrane	FIU84_18190()	Inner_Membrane	r
FIU84_19775-MONOMER	Outer_Membrane	FIU84_19775()	Inner_Membrane	pa
CPLX_CMtpp-0	Outer_Membrane	FIU84_19775()	Inner_Membrane	pa
CPLX_MINCYCtpp-0	Outer_Membrane	FIU84_19775()	Inner_Membrane	pa
CPLX_RFAMPtpp-0	Outer_Membrane	FIU84_19775()	Inner_Membrane	pa
FIU84_06905-MONOMER	Inner_Membrane	FIU84_06905()	Inner_Membrane	r
FIU84_13330-MONOMER	Inner_Membrane	FIU84_13330()	Inner_Membrane	r
FIU84_12460-MONOMER	Inner_Membrane	FIU84_12460()	Inner_Membrane	r
CPLX_Kt2pp-0	Inner_Membrane	FIU84_12460()	Inner_Membrane	r
FIU84_06895-MONOMER	Inner_Membrane	FIU84_06895()	Inner_Membrane	r
FIU84_15825-MONOMER	Inner_Membrane	FIU84_15825()	Inner_Membrane	r
FIU84_21265-MONOMER	Inner_Membrane	FIU84_21265()	Inner_Membrane	r
FIU84_15820-MONOMER	Periplasm	FIU84_15820()	Periplasm	s
FIU84_09710-MONOMER	Inner_Membrane	FIU84_09710()	Inner_Membrane	r
FIU84_06455-MONOMER	Inner_Membrane	FIU84_06455()	Inner_Membrane	r
FIU84_06460-MONOMER	Inner_Membrane	FIU84_06460()	Inner_Membrane	r
FIU84_09215-MONOMER	Inner_Membrane	FIU84_09215()	Inner_Membrane	r
FIU84_02620-MONOMER	Inner_Membrane	FIU84_02620()	Inner_Membrane	r
FIU84_01155-MONOMER	Inner_Membrane	FIU84_01155()	Inner_Membrane	r
FIU84_03910-MONOMER	Inner_Membrane	FIU84_03910()	Inner_Membrane	r
FIU84_12860-MONOMER	Inner_Membrane	FIU84_12860()	Inner_Membrane	r
FIU84_13920-MONOMER	Periplasm	FIU84_13920()	Periplasm	s
FIU84_17355-MONOMER	Inner_Membrane	FIU84_17355()	Inner_Membrane	r
FIU84_11065-MONOMER	Inner_Membrane	FIU84_11065()	Inner_Membrane	r
FIU84_01000-MONOMER	Inner_Membrane	FIU84_01000()	Inner_Membrane	t
CPLX_FDHr-0	Inner_Membrane	FIU84_01000()	Inner_Membrane	t
CPLX_FDH4pp-0	Inner_Membrane	FIU84_01000()	Inner_Membrane	t
FIU84_01005-MONOMER	Inner_Membrane	FIU84_01005()	Periplasm	t
CPLX_FDHr-0	Inner_Membrane	FIU84_01005()	Periplasm	t
CPLX_FDH4pp-0	Inner_Membrane	FIU84_01005()	Periplasm	t
FIU84_04230-MONOMER	Inner_Membrane	FIU84_04230()	Inner_Membrane	r
