bnum	position	modification
FIU84_03475	1518	m62A
FIU84_03475	1519	m62A
FIU84_08060	1518	m62A
FIU84_08060	1519	m62A
FIU84_11840	1518	m62A
FIU84_11840	1519	m62A
FIU84_16660	1518	m62A
FIU84_16660	1519	m62A
FIU84_03475	967	m5C
FIU84_08060	967	m5C
FIU84_11840	967	m5C
FIU84_16660	967	m5C
FIU84_03475	966	m2G
FIU84_08060	966	m2G
FIU84_11840	966	m2G
FIU84_16660	966	m2G
FIU84_03475	1498	m3U
FIU84_08060	1498	m3U
FIU84_11840	1498	m3U
FIU84_16660	1498	m3U
FIU84_03475	527	m7G
FIU84_08060	527	m7G
FIU84_11840	527	m7G
FIU84_16660	527	m7G
FIU84_03475	1402	m4Cm
FIU84_08060	1402	m4Cm
FIU84_11840	1402	m4Cm
FIU84_16660	1402	m4Cm
FIU84_03475	516	Y
FIU84_08060	516	Y
FIU84_11840	516	Y
FIU84_16660	516	Y
FIU84_03490	2503	m2A
FIU84_08075	2503	m2A
FIU84_11825	2503	m2A
FIU84_16645	2503	m2A
FIU84_03490	2251	Gm
FIU84_08075	2251	Gm
FIU84_11825	2251	Gm
FIU84_16645	2251	Gm
FIU84_03490	1939	m5U
FIU84_08075	1939	m5U
FIU84_11825	1939	m5U
FIU84_16645	1939	m5U
FIU84_03490	2498	Cm
FIU84_08075	2498	Cm
FIU84_11825	2498	Cm
FIU84_16645	2498	Cm
FIU84_03490	745	m1G
FIU84_08075	745	m1G
FIU84_11825	745	m1G
FIU84_16645	745	m1G
FIU84_03490	1835	m2G
FIU84_08075	1835	m2G
FIU84_11825	1835	m2G
FIU84_16645	1835	m2G
FIU84_03490	1962	m5C
FIU84_08075	1962	m5C
FIU84_11825	1962	m5C
FIU84_16645	1962	m5C
FIU84_03490	1618	m6A
FIU84_08075	1618	m6A
FIU84_11825	1618	m6A
FIU84_16645	1618	m6A
FIU84_03490	2069	m7G
FIU84_08075	2069	m7G
FIU84_11825	2069	m7G
FIU84_16645	2069	m7G
FIU84_03490	2552	Um
FIU84_08075	2552	Um
FIU84_11825	2552	Um
FIU84_16645	2552	Um
FIU84_03490	1911	Y
FIU84_03490	1915	Y
FIU84_03490	1917	Y
FIU84_08075	1911	Y
FIU84_08075	1915	Y
FIU84_08075	1917	Y
FIU84_11825	1911	Y
FIU84_11825	1915	Y
FIU84_11825	1917	Y
FIU84_16645	1911	Y
FIU84_16645	1915	Y
FIU84_16645	1917	Y
