complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,FIU84_00045(2) AND FIU84_00050(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,FIU84_11990(2) AND FIU84_11995(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,FIU84_16770(2) AND FIU84_08600(2) AND FIU84_07430(2) AND FIU84_16775(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,FIU84_16685(2) AND FIU84_16690(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,FIU84_13370() AND FIU84_09220(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),FIU84_13370() AND FIU84_13385(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,FIU84_04940(4) AND FIU84_04935(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,FIU84_01190() AND FIU84_01185(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),FIU84_03755() AND FIU84_18705(),,
CPLX_ANS-0,Anthranilate synthase,FIU84_03385() AND FIU84_03400(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,FIU84_09925() AND FIU84_02660(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,FIU84_04905() AND FIU84_18445(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,FIU84_16480(2) AND FIU84_16475(2),,
CPLX_BZ12DOX-0,"Benzoate 1,2-dioxygenase",FIU84_08010() AND FIU84_08015() AND FIU84_08020(),,
CPLX_CD2t3pp-0,Cadmium (Cd+2) transport out via proton antiport (periplasm),FIU84_03110() AND FIU84_03105() AND FIU84_03100(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,FIU84_19775() AND FIU84_19770() AND FIU84_19765(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,FIU84_04865() AND FIU84_04870() AND FIU84_04875(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,FIU84_04240() AND FIU84_05570(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),FIU84_01230(1) AND FIU84_01215(2) AND FIU84_01220(1) AND FIU84_01225(1),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),FIU84_17250() AND FIU84_14425(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,FIU84_05025() AND FIU84_05030() AND FIU84_05035(),,
CPLX_ETHAAL-0,Ethanolamine ammonia-lyase,FIU84_18535(6) AND FIU84_18545(6),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),FIU84_20420() AND FIU84_20415() AND FIU84_15475(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),FIU84_07250() AND FIU84_05410(),,
CPLX_GALURt2rpp-0,"D-galacturonate transport via proton symport, reversible (periplasm)",FIU84_00380() AND FIU84_00390() AND FIU84_00385(),,
CPLX_GLCabcpp-0,D-glucose transport via ABC system (periplasm),FIU84_12375() AND FIU84_12370() AND FIU84_12365() AND FIU84_12360(),,
CPLX_GLUSx-0,Glutamate synthase  NADH2,FIU84_02765(4) AND FIU84_02760(4),,
CPLX_HSERTA-0,Homoserine O trans acetylase,FIU84_19925() AND FIU84_19930(),,
CPLX_HXAND-0,Hypoxanthine dehydrogenase,FIU84_15860() AND FIU84_15855() AND FIU84_15865(),,
CPLX_IG3PS-0,Imidazole-glycerol-3-phosphate synthase,FIU84_20550(1) AND FIU84_20565(1),,
CPLX_ILEabcpp-0,L-isoleucine transport via ABC system (periplasm),FIU84_15290(1) AND FIU84_15300(1) AND FIU84_15295(1) AND FIU84_15310(1) AND FIU84_15305(1),,
CPLX_IPPMIa-0,3-isopropylmalate dehydratase,FIU84_08565(1) AND FIU84_08560(1),,
CPLX_KAS13-0,B-ketoacyl synthetase (octadecanoate),FIU84_13380() AND FIU84_13365() AND FIU84_13375() AND FIU84_07405(),,
CPLX_LYSabcpp-0,L-lysine transport via ABC system (periplasm),FIU84_20705() AND FIU84_20700() AND FIU84_20695() AND FIU84_20690(),,
CPLX_MCOATA-0,Malonyl-CoA-ACP transacylase,FIU84_20855() AND FIU84_13370(),,
CPLX_MCOATA-1,Malonyl-CoA-ACP transacylase,FIU84_13370() AND FIU84_13380(),,
CPLX_METSOXR1-0,L-methionine-S-oxide reductase,FIU84_19320() AND FIU84_02660(),,
CPLX_METSOXR1-1,L-methionine-S-oxide reductase,FIU84_19320() AND FIU84_03840(),,
CPLX_MPTS-0,Molybdopterin synthase,FIU84_05575() AND FIU84_05580(),,
CPLX_OPHBDC-0,Octaprenyl-hydroxybenzoate decarboxylase,FIU84_02670() AND FIU84_18510(),,
CPLX_PAPSR-0,Phosphoadenylyl-sulfate reductase (thioredoxin),FIU84_09925() AND FIU84_03840(),,
CPLX_PAPSR2-0,Phosphoadenylyl-sulfate reductase (glutaredoxin),FIU84_09925() AND FIU84_20495(),,
CPLX_PC-0,Pyruvate carboxylase,FIU84_01105() AND FIU84_01110(),,
CPLX_PDX5PS-0,Pyridoxine 5'-phosphate synthase,FIU84_03300() AND FIU84_06020(),,
CPLX_PHEMEabcpp-0,Protoheme transport via ABC system (periplasm),FIU84_13045() AND FIU84_13040() AND FIU84_13035(),,
CPLX_PIuabcpp-0,"Phosphate transport via ABC system (uptake, periplasm)",FIU84_20205() AND FIU84_20200() AND FIU84_20210() AND FIU84_20215(),,
CPLX_PTRCabcpp-0,Putrescine transport via ABC system (periplasm),FIU84_03350() AND FIU84_03345() AND FIU84_03355() AND FIU84_03360() AND FIU84_03350(),,
CPLX_PTRCabcpp-1,Putrescine transport via ABC system (periplasm),FIU84_00340() AND FIU84_00345() AND FIU84_00350() AND FIU84_00355(),,
