bnum	position	modification
HNE05_20410	1518	m62A
HNE05_20410	1519	m62A
HNE05_02445	1518	m62A
HNE05_02445	1519	m62A
HNE05_08990	1518	m62A
HNE05_08990	1519	m62A
HNE05_20410	967	m5C
HNE05_02445	967	m5C
HNE05_08990	967	m5C
HNE05_20410	966	m2G
HNE05_02445	966	m2G
HNE05_08990	966	m2G
HNE05_20410	1498	m3U
HNE05_02445	1498	m3U
HNE05_08990	1498	m3U
HNE05_20410	527	m7G
HNE05_02445	527	m7G
HNE05_08990	527	m7G
HNE05_20410	1402	m4Cm
HNE05_02445	1402	m4Cm
HNE05_08990	1402	m4Cm
HNE05_20410	516	Y
HNE05_02445	516	Y
HNE05_08990	516	Y
HNE05_00015	2503	m2A
HNE05_02460	2503	m2A
HNE05_08975	2503	m2A
HNE05_00015	2251	Gm
HNE05_02460	2251	Gm
HNE05_08975	2251	Gm
HNE05_00015	1939	m5U
HNE05_02460	1939	m5U
HNE05_08975	1939	m5U
HNE05_00015	2498	Cm
HNE05_02460	2498	Cm
HNE05_08975	2498	Cm
HNE05_00015	745	m1G
HNE05_02460	745	m1G
HNE05_08975	745	m1G
HNE05_00015	1835	m2G
HNE05_02460	1835	m2G
HNE05_08975	1835	m2G
HNE05_00015	1962	m5C
HNE05_02460	1962	m5C
HNE05_08975	1962	m5C
HNE05_00015	1618	m6A
HNE05_02460	1618	m6A
HNE05_08975	1618	m6A
HNE05_00015	2069	m7G
HNE05_02460	2069	m7G
HNE05_08975	2069	m7G
HNE05_00015	2552	Um
HNE05_02460	2552	Um
HNE05_08975	2552	Um
HNE05_00015	1911	Y
HNE05_00015	1915	Y
HNE05_00015	1917	Y
HNE05_02460	1911	Y
HNE05_02460	1915	Y
HNE05_02460	1917	Y
HNE05_08975	1911	Y
HNE05_08975	1915	Y
HNE05_08975	1917	Y
