Reaction	Complexes
2AGPE140tipp	HNE05_10810-MONOMER
2AGPE141tipp	HNE05_10810-MONOMER
2AGPG140tipp	HNE05_10810-MONOMER
2AGPG141tipp	HNE05_10810-MONOMER
2MAHMP	HNE05_08805-MONOMER
34HPPOR	HNE05_05155-MONOMER
3HAD100	HNE05_03290-MONOMER
3HAD120	HNE05_03290-MONOMER
3HAD121	HNE05_03290-MONOMER
3HAD140	HNE05_03290-MONOMER
3HAD141	HNE05_03290-MONOMER
3HAD160	HNE05_03290-MONOMER
3HAD161	HNE05_03290-MONOMER
3HAD180	HNE05_03290-MONOMER
3HAD181	HNE05_03290-MONOMER
3HAD40	HNE05_03290-MONOMER
3HAD60	HNE05_03290-MONOMER
3HAD80	HNE05_03290-MONOMER
3OAR100	HNE05_05810-MONOMER
3OAR120	HNE05_05810-MONOMER
3OAR121	HNE05_05810-MONOMER
3OAR140	HNE05_05810-MONOMER
3OAR141	HNE05_05810-MONOMER
3OAR160	HNE05_05810-MONOMER
3OAR161	HNE05_05810-MONOMER
3OAR180	HNE05_05810-MONOMER
3OAR181	HNE05_05810-MONOMER
3OAR40	HNE05_05810-MONOMER
3OAR60	HNE05_05810-MONOMER
3OAR80	HNE05_05810-MONOMER
3OAS100	HNE05_05820-MONOMER OR HNE05_08535-MONOMER
3OAS120	HNE05_05820-MONOMER OR HNE05_08535-MONOMER
3OAS121	HNE05_08535-MONOMER
3OAS140	HNE05_05820-MONOMER OR HNE05_08535-MONOMER
3OAS141	HNE05_08535-MONOMER
3OAS160	HNE05_05820-MONOMER OR HNE05_08535-MONOMER
3OAS161	HNE05_08535-MONOMER
3OAS180	HNE05_08535-MONOMER
3OAS181	HNE05_08535-MONOMER
3OAS60	HNE05_05820-MONOMER OR HNE05_08535-MONOMER
3OAS80	HNE05_05820-MONOMER OR HNE05_08535-MONOMER
3PEPTabcpp	HNE05_06070-MONOMER OR HNE05_06065-MONOMER OR HNE05_06060-MONOMER OR HNE05_06055-MONOMER
3_4DHBZt2	HNE05_17140-MONOMER
4CMLCL_kt	HNE05_01655-MONOMER
4HTHRS	HNE05_13360-MONOMER_mod_pydx5p(1)
4PEPTabcpp	HNE05_06070-MONOMER OR HNE05_06065-MONOMER OR HNE05_06060-MONOMER OR HNE05_06055-MONOMER
A5PISO	HNE05_01780-MONOMER
