complex_id,name,genes,mod,replace
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,HNE05_09060(2) AND HNE05_09065(2),,
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,HNE05_17850(2) AND HNE05_17845(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,HNE05_02140(2) AND HNE05_10300(2) AND HNE05_03315(2) AND HNE05_02135(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,HNE05_02420(2) AND HNE05_02415(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,HNE05_05815() AND HNE05_08535(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),HNE05_05815() AND HNE05_05800(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,HNE05_14045(4) AND HNE05_14050(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,HNE05_18535() AND HNE05_18530(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),HNE05_00265() AND HNE05_02085(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),HNE05_01600() AND HNE05_01595() AND HNE05_01590() AND HNE05_01585() AND HNE05_01580(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),HNE05_01580(1) AND HNE05_01585(1) AND HNE05_01590(1) AND HNE05_01595(1) AND HNE05_01605(1),,
CPLX_ANS-0,Anthranilate synthase,HNE05_20315() AND HNE05_20320(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,HNE05_07495() AND HNE05_16560(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),HNE05_05325() AND HNE05_05320() AND HNE05_05315() AND HNE05_05310(),,
CPLX_AST-0,Arginine succinyltransferase,HNE05_05350() AND HNE05_05345(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,HNE05_01820() AND HNE05_15175(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),HNE05_17990() AND HNE05_17970() AND HNE05_18005() AND HNE05_18000() AND HNE05_17975() AND HNE05_17980() AND HNE05_17995() AND HNE05_17985() AND HNE05_17965(),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),HNE05_17030(2) AND HNE05_17025(2) AND HNE05_17040(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,HNE05_01785() AND HNE05_01790() AND HNE05_01795(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),HNE05_17115(1) AND HNE05_17130(2) AND HNE05_17125(1) AND HNE05_17120(1),,
CPLX_CRO4abcpp-1,Chromate transport via ABC system (periplasm),HNE05_17130() AND HNE05_17120() AND HNE05_17125() AND HNE05_17055(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,HNE05_13995() AND HNE05_13990() AND HNE05_13985(),,
CPLX_DKMPPD2_PA-0,,HNE05_08340() AND HNE05_08345(),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),HNE05_16475() AND HNE05_16465() AND HNE05_11620(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),HNE05_03540() AND HNE05_12320(),,
CPLX_GALURt2rpp-0,"D-galacturonate transport via proton symport, reversible (periplasm)",HNE05_19970() AND HNE05_19980() AND HNE05_19975(),,
CPLX_GLUSx-0,Glutamate synthase  NADH2,HNE05_15680(4) AND HNE05_15685(4),,
CPLX_HSERTA-0,Homoserine O trans acetylase,HNE05_16895() AND HNE05_16900(),,
CPLX_IG3PS-0,Imidazole-glycerol-3-phosphate synthase,HNE05_19710(1) AND HNE05_19695(1),,
CPLX_ILEabcpp-0,L-isoleucine transport via ABC system (periplasm),HNE05_04475(1) AND HNE05_04465(1) AND HNE05_04470(1) AND HNE05_04450(1) AND HNE05_04455(1),,
CPLX_ILEabcpp-1,L-isoleucine transport via ABC system (periplasm),HNE05_08270() AND HNE05_08275() AND HNE05_08285() AND HNE05_08290() AND HNE05_08280(),,
CPLX_IPPMIa-0,3-isopropylmalate dehydratase,HNE05_10335(1) AND HNE05_10340(1),,
CPLX_Kabcpp-0,Potassium ABC transporter (periplasm),HNE05_07320() AND HNE05_07325() AND HNE05_07330() AND HNE05_07315(),,
CPLX_KAS13-0,B-ketoacyl synthetase (octadecanoate),HNE05_05805() AND HNE05_05820() AND HNE05_05810() AND HNE05_03290(),,
CPLX_Kt3pp-0,Potassium transport out via proton antiport (periplasm),HNE05_05080() AND HNE05_05085() AND HNE05_05090() AND HNE05_05095() AND HNE05_05100() AND HNE05_05105(),,
CPLX_LYSabcpp-0,L-lysine transport via ABC system (periplasm),HNE05_19590() AND HNE05_19595() AND HNE05_19600() AND HNE05_19605(),,
CPLX_MCOATA-0,Malonyl-CoA-ACP transacylase,HNE05_05815() AND HNE05_05805(),,
CPLX_METSOXR1-0,L-methionine-S-oxide reductase,HNE05_15455() AND HNE05_16560(),,
CPLX_METSOXR1-1,L-methionine-S-oxide reductase,HNE05_15455() AND HNE05_00645(),,
CPLX_MOBDabcpp-0,Molybdate transport via ABC system (periplasm),HNE05_11350() AND HNE05_11355() AND HNE05_11360(),,
CPLX_MPTG-0,Murein polymerizing transglycosylase,HNE05_02395() AND HNE05_13900() AND HNE05_14480(),,
CPLX_MPTG-1,Murein polymerizing transglycosylase,HNE05_15730() AND HNE05_13900() AND HNE05_14480(),,
CPLX_MPTG-2,Murein polymerizing transglycosylase,HNE05_19370() AND HNE05_13900() AND HNE05_14480(),,
CPLX_MPTS-0,Molybdopterin synthase,HNE05_02865() AND HNE05_02870(),,
CPLX_NADH16pp-0,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),HNE05_08855(1) AND HNE05_08880() AND HNE05_08875() AND HNE05_08910() AND HNE05_08895() AND HNE05_08870() AND HNE05_08900() AND HNE05_08890() AND HNE05_08865() AND HNE05_08905() AND HNE05_08885() AND HNE05_08915() AND HNE05_08860(),,
CPLX_OCBT-0,Ornithine carbamoyltransferase,HNE05_11615() AND HNE05_14600(),,
CPLX_OIVD1r-0,2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate),HNE05_04220() AND HNE05_04215() AND HNE05_04210() AND HNE05_04205(),,
CPLX_OPHBDC-0,Octaprenyl-hydroxybenzoate decarboxylase,HNE05_16550() AND HNE05_15010(),,
CPLX_PAPSR-0,Phosphoadenylyl-sulfate reductase (thioredoxin),HNE05_07495() AND HNE05_00645(),,
CPLX_PAPSR2-0,Phosphoadenylyl-sulfate reductase (glutaredoxin),HNE05_07495() AND HNE05_19770(),,
CPLX_PC-0,Pyruvate carboxylase,HNE05_18425() AND HNE05_18430(),,
CPLX_PDX5PS-0,Pyridoxine 5'-phosphate synthase,HNE05_20240() AND HNE05_11470(),,
CPLX_PHEMEabcpp-0,Protoheme transport via ABC system (periplasm),HNE05_06890() AND HNE05_06895() AND HNE05_06900(),,
CPLX_PIuabcpp-0,"Phosphate transport via ABC system (uptake, periplasm)",HNE05_18570() AND HNE05_18575() AND HNE05_18565() AND HNE05_18560(),,
CPLX_PTRCabcpp-0,Putrescine transport via ABC system (periplasm),HNE05_20290() AND HNE05_20285() AND HNE05_20295() AND HNE05_20300() AND HNE05_20290(),,
CPLX_PTRCabcpp-1,Putrescine transport via ABC system (periplasm),HNE05_19045() AND HNE05_19050() AND HNE05_19055() AND HNE05_19060(),,
CPLX_PTRCabcpp-2,Putrescine transport via ABC system (periplasm),HNE05_19060(1) AND HNE05_19055(1) AND HNE05_19040(1) AND HNE05_19050(2),,
CPLX_PTRCabcpp-3,Putrescine transport via ABC system (periplasm),HNE05_19050() AND HNE05_19055() AND HNE05_19060(),,
CPLX_PTRCabcpp-4,Putrescine transport via ABC system (periplasm),HNE05_06230() AND HNE05_19050() AND HNE05_19055() AND HNE05_19060(),,
CPLX_PTRCabcpp-5,Putrescine transport via ABC system (periplasm),HNE05_10720() AND HNE05_10710() AND HNE05_10715() AND HNE05_10700(),,
CPLX_RNDR1-0,Ribonucleoside-diphosphate reductase (ADP),HNE05_11685() AND HNE05_11680() AND HNE05_16560(),,
CPLX_THD2pp-0,NAD(P) transhydrogenase (periplasm),HNE05_17280() AND HNE05_17270() AND HNE05_17275(),,
CPLX_THIORDXi-0,Hydrogen peroxide reductase (thioredoxin),HNE05_11800() AND HNE05_16560(),,
CPLX_THIORDXi-1,Hydrogen peroxide reductase (thioredoxin),HNE05_11800() AND HNE05_00645(),,
CPLX_THIORDXi-2,Hydrogen peroxide reductase (thioredoxin),HNE05_12335() AND HNE05_16560(),,
CPLX_THIORDXi-3,Hydrogen peroxide reductase (thioredoxin),HNE05_12335() AND HNE05_00645(),,
CPLX_THIORDXi-4,Hydrogen peroxide reductase (thioredoxin),HNE05_07875() AND HNE05_16560(),,
CPLX_THIORDXi-5,Hydrogen peroxide reductase (thioredoxin),HNE05_07875() AND HNE05_00645(),,
CPLX_TRDR-0,Thioredoxin reductase (NADPH),HNE05_16560() AND HNE05_11920(),,
CPLX_TRDR-1,Thioredoxin reductase (NADPH),HNE05_08765() AND HNE05_16560(),,
CPLX_TRPS1-0,Tryptophan synthase (indoleglycerol phosphate),HNE05_17740(2) AND HNE05_17735(2),,
CPLX_UREA-0,Urease,HNE05_02060() AND HNE05_02050() AND HNE05_02045() AND HNE05_02065() AND HNE05_01100() AND HNE05_01095() AND HNE05_01090() AND HNE05_01085(),,
CPLX_UREAabcpp-0,Urea transport via ABC system (periplasm),HNE05_02090() AND HNE05_02085() AND HNE05_02080() AND HNE05_02075() AND HNE05_02070(),,
CPLX_ZNabcpp-0,Zinc (Zn+2) transport via ABC system (periplasm),HNE05_17575(2) AND HNE05_17570(2) AND HNE05_17560(1),,
CPLX_GLYCL-0,Glycine Cleavage System,HNE05_16455(1) AND HNE05_07265(2) AND HNE05_16460(1) AND HNE05_16450(2),,
CPLX_ADCPS1-0,Adenosylcobinamide-phosphate synthase,HNE05_10410() AND HNE05_10415(),,
CPLX_MCCC-0,Methylcrotonoyl-CoA carboxylase,HNE05_07925() AND HNE05_07935(),,
CPLX_CBIuabcpp-0,"Cobinamide transport via ABC system (uptake, periplasm)",HNE05_00720() AND HNE05_14070() AND HNE05_14075(),,
