Reaction	Complexes
2AGPE140tipp	CHR26_01250-MONOMER
2AGPE141tipp	CHR26_01250-MONOMER
2AGPG140tipp	CHR26_01250-MONOMER
2AGPG141tipp	CHR26_01250-MONOMER
2DHGLCK	CHR26_22885-MONOMER
2DHGLCNkt_tpp	CHR26_22880-MONOMER
2MAHMP	CHR26_18600-MONOMER
3AMACHYD	CHR26_27960-MONOMER
3HAACOAT100	CHR26_13410-MONOMER
3HAACOAT120	CHR26_13410-MONOMER
3HAACOAT121	CHR26_13410-MONOMER
3HAACOAT140	CHR26_13410-MONOMER
3HAACOAT141	CHR26_13410-MONOMER
3HAACOAT60	CHR26_13410-MONOMER
3HAACOAT80	CHR26_13410-MONOMER
3HAD100	CHR26_01710-MONOMER
3HAD120	CHR26_01710-MONOMER
3HAD121	CHR26_01710-MONOMER
3HAD140	CHR26_01710-MONOMER
3HAD141	CHR26_01710-MONOMER
3HAD160	CHR26_01710-MONOMER
3HAD161	CHR26_01710-MONOMER
3HAD180	CHR26_01710-MONOMER
3HAD181	CHR26_01710-MONOMER
3HAD40	CHR26_01710-MONOMER
3HAD60	CHR26_01710-MONOMER
3HAD80	CHR26_01710-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	CHR26_00180-MONOMER
3OAR120	CHR26_00180-MONOMER
3OAR121	CHR26_00180-MONOMER
3OAR140	CHR26_00180-MONOMER
3OAR141	CHR26_00180-MONOMER
3OAR160	CHR26_00180-MONOMER
3OAR161	CHR26_00180-MONOMER
3OAR180	CHR26_00180-MONOMER
3OAR181	CHR26_00180-MONOMER
3OAR40	CHR26_00180-MONOMER
3OAR60	CHR26_00180-MONOMER
3OAR80	CHR26_00180-MONOMER
3OAS100	CHR26_00170-MONOMER OR CHR26_17935-MONOMER
3OAS120	CHR26_00170-MONOMER OR CHR26_17935-MONOMER
3OAS121	CHR26_17935-MONOMER
3OAS140	CHR26_00170-MONOMER OR CHR26_17935-MONOMER
3OAS141	CHR26_17935-MONOMER
3OAS160	CHR26_00170-MONOMER OR CHR26_17935-MONOMER
3OAS161	CHR26_17935-MONOMER
3OAS180	CHR26_17935-MONOMER
3OAS181	CHR26_17935-MONOMER
3OAS60	CHR26_00170-MONOMER OR CHR26_17935-MONOMER
3OAS80	CHR26_00170-MONOMER OR CHR26_17935-MONOMER
3OXCOAT	CHR26_13230-MONOMER
3OXOADPt_pp	CHR26_13235-MONOMER
3PEPTabcpp	CHR26_18065-MONOMER OR CHR26_18060-MONOMER OR CHR26_18055-MONOMER OR CHR26_18050-MONOMER
3_4DHBZ1t_pp	CHR26_13225-MONOMER
3_4DHBZt2	CHR26_13255-MONOMER
4CMLCL_kt	CHR26_13250-MONOMER
4HBHYOX	CHR26_21060-MONOMER
4HBZtex	CHR26_13265-MONOMER
4HTHRS	CHR26_02070-MONOMER_mod_pydx5p(1)
4PEPTabcpp	CHR26_18065-MONOMER OR CHR26_18060-MONOMER OR CHR26_18055-MONOMER OR CHR26_18050-MONOMER
5HPUDICDC_c	CHR26_17290-MONOMER
A5PISO	CHR26_02640-MONOMER
