bnum	position	modification
CHR26_04240	1518	m62A
CHR26_04240	1519	m62A
CHR26_05310	1518	m62A
CHR26_05310	1519	m62A
CHR26_06895	1518	m62A
CHR26_06895	1519	m62A
CHR26_06910	1518	m62A
CHR26_06910	1519	m62A
CHR26_11910	1518	m62A
CHR26_11910	1519	m62A
CHR26_14155	1518	m62A
CHR26_14155	1519	m62A
CHR26_27765	1518	m62A
CHR26_27765	1519	m62A
CHR26_04240	967	m5C
CHR26_05310	967	m5C
CHR26_06895	967	m5C
CHR26_06910	967	m5C
CHR26_11910	967	m5C
CHR26_14155	967	m5C
CHR26_27765	967	m5C
CHR26_04240	966	m2G
CHR26_05310	966	m2G
CHR26_06895	966	m2G
CHR26_06910	966	m2G
CHR26_11910	966	m2G
CHR26_14155	966	m2G
CHR26_27765	966	m2G
CHR26_04240	1498	m3U
CHR26_05310	1498	m3U
CHR26_06895	1498	m3U
CHR26_06910	1498	m3U
CHR26_11910	1498	m3U
CHR26_14155	1498	m3U
CHR26_27765	1498	m3U
CHR26_04240	527	m7G
CHR26_05310	527	m7G
CHR26_06895	527	m7G
CHR26_06910	527	m7G
CHR26_11910	527	m7G
CHR26_14155	527	m7G
CHR26_27765	527	m7G
CHR26_04240	1402	m4Cm
CHR26_05310	1402	m4Cm
CHR26_06895	1402	m4Cm
CHR26_06910	1402	m4Cm
CHR26_11910	1402	m4Cm
CHR26_14155	1402	m4Cm
CHR26_27765	1402	m4Cm
CHR26_04240	516	Y
CHR26_05310	516	Y
CHR26_06895	516	Y
CHR26_06910	516	Y
CHR26_11910	516	Y
CHR26_14155	516	Y
CHR26_27765	516	Y
CHR26_04225	2503	m2A
CHR26_05305	2503	m2A
CHR26_06880	2503	m2A
CHR26_06905	2503	m2A
CHR26_11925	2503	m2A
CHR26_14170	2503	m2A
CHR26_27750	2503	m2A
CHR26_04225	2251	Gm
CHR26_05305	2251	Gm
CHR26_06880	2251	Gm
CHR26_06905	2251	Gm
CHR26_11925	2251	Gm
CHR26_14170	2251	Gm
CHR26_27750	2251	Gm
CHR26_04225	1939	m5U
CHR26_05305	1939	m5U
CHR26_06880	1939	m5U
CHR26_06905	1939	m5U
CHR26_11925	1939	m5U
CHR26_14170	1939	m5U
CHR26_27750	1939	m5U
CHR26_04225	2498	Cm
CHR26_05305	2498	Cm
CHR26_06880	2498	Cm
CHR26_06905	2498	Cm
CHR26_11925	2498	Cm
CHR26_14170	2498	Cm
CHR26_27750	2498	Cm
CHR26_04225	745	m1G
CHR26_05305	745	m1G
CHR26_06880	745	m1G
CHR26_06905	745	m1G
CHR26_11925	745	m1G
CHR26_14170	745	m1G
CHR26_27750	745	m1G
CHR26_04225	1835	m2G
CHR26_05305	1835	m2G
CHR26_06880	1835	m2G
CHR26_06905	1835	m2G
CHR26_11925	1835	m2G
CHR26_14170	1835	m2G
CHR26_27750	1835	m2G
CHR26_04225	1962	m5C
CHR26_05305	1962	m5C
CHR26_06880	1962	m5C
CHR26_06905	1962	m5C
CHR26_11925	1962	m5C
CHR26_14170	1962	m5C
CHR26_27750	1962	m5C
CHR26_04225	1618	m6A
CHR26_05305	1618	m6A
CHR26_06880	1618	m6A
CHR26_06905	1618	m6A
CHR26_11925	1618	m6A
CHR26_14170	1618	m6A
CHR26_27750	1618	m6A
CHR26_04225	2069	m7G
CHR26_05305	2069	m7G
CHR26_06880	2069	m7G
CHR26_06905	2069	m7G
CHR26_11925	2069	m7G
CHR26_14170	2069	m7G
CHR26_27750	2069	m7G
CHR26_04225	2552	Um
CHR26_05305	2552	Um
CHR26_06880	2552	Um
CHR26_06905	2552	Um
CHR26_11925	2552	Um
CHR26_14170	2552	Um
CHR26_27750	2552	Um
CHR26_04225	1911	Y
CHR26_04225	1915	Y
CHR26_04225	1917	Y
CHR26_05305	1911	Y
CHR26_05305	1915	Y
CHR26_05305	1917	Y
CHR26_06880	1911	Y
CHR26_06880	1915	Y
CHR26_06880	1917	Y
CHR26_06905	1911	Y
CHR26_06905	1915	Y
CHR26_06905	1917	Y
CHR26_11925	1911	Y
CHR26_11925	1915	Y
CHR26_11925	1917	Y
CHR26_14170	1911	Y
CHR26_14170	1915	Y
CHR26_14170	1917	Y
CHR26_27750	1911	Y
CHR26_27750	1915	Y
CHR26_27750	1917	Y
