complex_id,name,genes,mod,replace
CPLX-tRNA-GLY-LIGASE,tRNA-Gly ligase,CHR26_07440(2) AND CHR26_07435(2),,
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,CHR26_19360(2) AND CHR26_19355(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,CHR26_04445(2) AND CHR26_29565(2) AND CHR26_01685(2) AND CHR26_04450(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,CHR26_11885(2) AND CHR26_11880(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,CHR26_00175() AND CHR26_17935(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),CHR26_00175() AND CHR26_00190(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,CHR26_12640(4) AND CHR26_12635(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,CHR26_08145() AND CHR26_08140(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),CHR26_05045() AND CHR26_10585(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),CHR26_02830() AND CHR26_02835() AND CHR26_02840() AND CHR26_02845() AND CHR26_02850(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),CHR26_02850(1) AND CHR26_02845(1) AND CHR26_02840(1) AND CHR26_02835(1) AND CHR26_02815(1),,
CPLX_ANS-0,Anthranilate synthase,CHR26_05405() AND CHR26_05395(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,CHR26_27355() AND CHR26_08685(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),CHR26_16420(1) AND CHR26_16415(1) AND CHR26_16425(1) AND CHR26_16430(2),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),CHR26_13705() AND CHR26_13700() AND CHR26_13695() AND CHR26_13690(),,
CPLX_AST-0,Arginine succinyltransferase,CHR26_16450() AND CHR26_16445(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,CHR26_02600() AND CHR26_10365(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),CHR26_07775() AND CHR26_07755() AND CHR26_07790() AND CHR26_07785() AND CHR26_07760() AND CHR26_07765() AND CHR26_07780() AND CHR26_07770() AND CHR26_07750(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,CHR26_21740() AND CHR26_21735(),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),CHR26_06420() AND CHR26_06405() AND CHR26_06410(),,
CPLX_BZ12DOX-0,"Benzoate 1,2-dioxygenase",CHR26_21945() AND CHR26_21950() AND CHR26_21955(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),CHR26_06045() AND CHR26_06040() AND CHR26_06035(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,CHR26_13280() AND CHR26_13275() AND CHR26_13270(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,CHR26_02635() AND CHR26_02630() AND CHR26_02625(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,CHR26_12580() AND CHR26_15825(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),CHR26_08930(1) AND CHR26_08945(2) AND CHR26_08940(1) AND CHR26_08935(1),,
CPLX_CRO4abcpp-1,Chromate transport via ABC system (periplasm),CHR26_08945() AND CHR26_08935() AND CHR26_08940() AND CHR26_17200(),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),CHR26_07875() AND CHR26_07865(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,CHR26_12710() AND CHR26_12715() AND CHR26_12720(),,
CPLX_DURAD-0,Dihydrouracil dehydrogenase (NADP),CHR26_18490() AND CHR26_18495(),,
CPLX_ETHAAL-0,Ethanolamine ammonia-lyase,CHR26_04525(6) AND CHR26_04530(6),,
CPLX_FE3abcpp-0,Iron (III) transport via ABC system (periplasm to cytoplasm),CHR26_08795() AND CHR26_08800() AND CHR26_13740(),,
CPLX_FLDR2-0,Flavodoxin reductase (NADPH),CHR26_01540() AND CHR26_12240(),,
CPLX_GLCabcpp-0,D-glucose transport via ABC system (periplasm),CHR26_02375() AND CHR26_02370() AND CHR26_02365() AND CHR26_02360(),,
CPLX_GLUSx-0,Glutamate synthase  NADH2,CHR26_09445(4) AND CHR26_09440(4),,
CPLX_GLYBabcpp-0,Glycine betaine transport via ABC system (periplasm),CHR26_01040() AND CHR26_06045() AND CHR26_06040(),,
CPLX_HSERTA-0,Homoserine O trans acetylase,CHR26_09330() AND CHR26_09325(),,
CPLX_HXAND-0,Hypoxanthine dehydrogenase,CHR26_17335() AND CHR26_17340() AND CHR26_17330(),,
CPLX_IG3PS-0,Imidazole-glycerol-3-phosphate synthase,CHR26_06050(1) AND CHR26_06065(1),,
CPLX_ILEabcpp-0,L-isoleucine transport via ABC system (periplasm),CHR26_14065(1) AND CHR26_14055(1) AND CHR26_14060(1) AND CHR26_14045(1) AND CHR26_14050(1),,
CPLX_ILEabcpp-1,L-isoleucine transport via ABC system (periplasm),CHR26_10485() AND CHR26_10480() AND CHR26_10470() AND CHR26_10465() AND CHR26_10475(),,
CPLX_IPPMIa-0,3-isopropylmalate dehydratase,CHR26_29605(1) AND CHR26_29610(1),,
CPLX_KAS13-0,B-ketoacyl synthetase (octadecanoate),CHR26_00185() AND CHR26_00170() AND CHR26_00180() AND CHR26_01710(),,
CPLX_LCYSTabcpp-0,L-cysteate transport via ABC system (periplasm),CHR26_20560() AND CHR26_06580() AND CHR26_06450(),,
CPLX_LYSabcpp-0,L-lysine transport via ABC system (periplasm),CHR26_06130() AND CHR26_06125() AND CHR26_06120() AND CHR26_06115(),,
CPLX_MCOATA-0,Malonyl-CoA-ACP transacylase,CHR26_21290() AND CHR26_00175(),,
CPLX_MCOATA-1,Malonyl-CoA-ACP transacylase,CHR26_00175() AND CHR26_00185(),,
CPLX_METSOXR1-0,L-methionine-S-oxide reductase,CHR26_05825() AND CHR26_08685(),,
CPLX_METSOXR1-1,L-methionine-S-oxide reductase,CHR26_00380() AND CHR26_08685(),,
CPLX_METSOXR1-2,L-methionine-S-oxide reductase,CHR26_05825() AND CHR26_04855(),,
CPLX_METSOXR1-3,L-methionine-S-oxide reductase,CHR26_00380() AND CHR26_04855(),,
CPLX_MNabc_1-0,Manganese Mn2 transport via ABC system periplasm,CHR26_19790() AND CHR26_19780() AND CHR26_19785(),,
CPLX_MOBDabcpp-0,Molybdate transport via ABC system (periplasm),CHR26_19095() AND CHR26_19090() AND CHR26_19085(),,
CPLX_MPTG-0,Murein polymerizing transglycosylase,CHR26_11865() AND CHR26_12810() AND CHR26_04195(),,
CPLX_MPTG-1,Murein polymerizing transglycosylase,CHR26_09395() AND CHR26_12810() AND CHR26_04195(),,
CPLX_MPTG-2,Murein polymerizing transglycosylase,CHR26_09280() AND CHR26_12810() AND CHR26_04195(),,
CPLX_MPTS-0,Molybdopterin synthase,CHR26_12585() AND CHR26_12590(),,
CPLX_NADH16pp-0,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),CHR26_18210(1) AND CHR26_18185() AND CHR26_18190() AND CHR26_18155() AND CHR26_18170() AND CHR26_18195() AND CHR26_18165() AND CHR26_18175() AND CHR26_18200() AND CHR26_18160() AND CHR26_18180() AND CHR26_18150() AND CHR26_18205(),,
CPLX_OCBT-0,Ornithine carbamoyltransferase,CHR26_13745() AND CHR26_02450(),,
CPLX_OIVD1r-0,2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate),CHR26_16680() AND CHR26_16675() AND CHR26_16670() AND CHR26_16665(),,
CPLX_OPHBDC-0,Octaprenyl-hydroxybenzoate decarboxylase,CHR26_08705() AND CHR26_04500(),,
CPLX_PAPSR-0,Phosphoadenylyl-sulfate reductase (thioredoxin),CHR26_27355() AND CHR26_04855(),,
CPLX_PAPSR2-0,Phosphoadenylyl-sulfate reductase (glutaredoxin),CHR26_27355() AND CHR26_09550(),,
CPLX_PC-0,Pyruvate carboxylase,CHR26_08080() AND CHR26_08085(),,
CPLX_PCADYOX-0,Protocatechuate 3 4 dioxygenase,CHR26_12055() AND CHR26_12060(),,
CPLX_PDX5PS-0,Pyridoxine 5'-phosphate synthase,CHR26_05480() AND CHR26_13555(),,
CPLX_PHEMEabcpp-0,Protoheme transport via ABC system (periplasm),CHR26_17075() AND CHR26_17080() AND CHR26_17085(),,
CPLX_PIuabcpp-0,"Phosphate transport via ABC system (uptake, periplasm)",CHR26_08185() AND CHR26_08190() AND CHR26_08180() AND CHR26_08175(),,
CPLX_PROabcpp-0,L-proline transport via ABC system (periplasm),CHR26_02900() AND CHR26_02895(),,
CPLX_PROabcpp-1,L-proline transport via ABC system (periplasm),CHR26_09515() AND CHR26_06045() AND CHR26_06040() AND CHR26_06035(),,
CPLX_PTRCabcpp-0,Putrescine transport via ABC system (periplasm),CHR26_08880() AND CHR26_08885() AND CHR26_08890() AND CHR26_08895(),,
CPLX_PTRCabcpp-1,Putrescine transport via ABC system (periplasm),CHR26_08895(1) AND CHR26_08890(1) AND CHR26_08875(1) AND CHR26_08885(2),,
CPLX_PTRCabcpp-2,Putrescine transport via ABC system (periplasm),CHR26_08885() AND CHR26_08890() AND CHR26_08895(),,
CPLX_PTRCabcpp-3,Putrescine transport via ABC system (periplasm),CHR26_02875() AND CHR26_08885() AND CHR26_08890() AND CHR26_08895(),,
CPLX_PTRCabcpp-4,Putrescine transport via ABC system (periplasm),CHR26_01140() AND CHR26_01130() AND CHR26_01135() AND CHR26_01120(),,
CPLX_RIBabcpp-0,D-ribose transport via ABC system (periplasm),CHR26_19290() AND CHR26_19280() AND CHR26_19285(),,
CPLX_RNDR1-0,Ribonucleoside-diphosphate reductase (ADP),CHR26_14290() AND CHR26_14295() AND CHR26_08685(),,
CPLX_SARCOX-0,Sarcosine oxidase,CHR26_05900() AND CHR26_05895() AND CHR26_05890() AND CHR26_05885(),,
CPLX_THD2pp-0,NAD(P) transhydrogenase (periplasm),CHR26_06940() AND CHR26_06930() AND CHR26_06935(),,
CPLX_THIORDXi-0,Hydrogen peroxide reductase (thioredoxin),CHR26_15405() AND CHR26_08685(),,
CPLX_THIORDXi-1,Hydrogen peroxide reductase (thioredoxin),CHR26_15405() AND CHR26_04855(),,
CPLX_THIORDXi-2,Hydrogen peroxide reductase (thioredoxin),CHR26_13770() AND CHR26_08685(),,
CPLX_THIORDXi-3,Hydrogen peroxide reductase (thioredoxin),CHR26_13770() AND CHR26_04855(),,
CPLX_THIORDXi-4,Hydrogen peroxide reductase (thioredoxin),CHR26_19140() AND CHR26_08685(),,
CPLX_THIORDXi-5,Hydrogen peroxide reductase (thioredoxin),CHR26_19140() AND CHR26_04855(),,
CPLX_THIORDXi-6,Hydrogen peroxide reductase (thioredoxin),CHR26_20790() AND CHR26_08685(),,
CPLX_THIORDXi-7,Hydrogen peroxide reductase (thioredoxin),CHR26_20790() AND CHR26_04855(),,
CPLX_TRDR-0,Thioredoxin reductase (NADPH),CHR26_08685() AND CHR26_03350(),,
CPLX_TRPS1-0,Tryptophan synthase (indoleglycerol phosphate),CHR26_07330(2) AND CHR26_07325(2),,
CPLX_UREAabcpp-0,Urea transport via ABC system (periplasm),CHR26_10590() AND CHR26_10585() AND CHR26_10580() AND CHR26_10575() AND CHR26_10570(),,
CPLX_ZNabcpp-0,Zinc (Zn+2) transport via ABC system (periplasm),CHR26_07140(2) AND CHR26_07135(2) AND CHR26_07125(1),,
CPLX_CRNDH-0,Carnitine 3 dehydrogenase,CHR26_06015() AND CHR26_06010(),,
CPLX_GLYCL-0,Glycine Cleavage System,CHR26_08810(1) AND CHR26_17875(2) AND CHR26_08805(1) AND CHR26_08815(2),,
CPLX_GLYCL-1,Glycine Cleavage System,CHR26_02485() AND CHR26_02490() AND CHR26_02500() AND CHR26_17875(),,
CPLX_ADCPS1-0,Adenosylcobinamide-phosphate synthase,CHR26_01355() AND CHR26_01360(),,
CPLX_MCCC-0,Methylcrotonoyl-CoA carboxylase,CHR26_18390() AND CHR26_18380(),,
CPLX_rxn12206-0,,CHR26_21260() AND CHR26_21270() AND CHR26_21275() AND CHR26_21280(),,
CPLX_rxn05542-0,,CHR26_02835() AND CHR26_02840() AND CHR26_02845() AND CHR26_02850(),,
CPLX_rxn13804cyt-0,,CHR26_25915() AND CHR26_25910(),,
