Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
CHR26_19275-MONOMER	Periplasm	CHR26_19275()	Periplasm	s
CHR26_10205-MONOMER	Outer_Membrane	CHR26_10205()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	CHR26_10205()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	CHR26_10205()	Outer_Membrane	sb
CHR26_17635-MONOMER	Inner_Membrane	CHR26_17635()	Inner_Membrane	r
CHR26_25365-MONOMER	Inner_Membrane	CHR26_25365()	Inner_Membrane	r
CHR26_12800-MONOMER	Inner_Membrane	CHR26_12800()	Inner_Membrane	r
CHR26_22240-MONOMER	Periplasm	CHR26_22240()	Periplasm	s
CHR26_26815-MONOMER	Inner_Membrane	CHR26_26815()	Inner_Membrane	r
CHR26_29130-MONOMER	Periplasm	CHR26_29130()	Periplasm	s
CHR26_08230-MONOMER	Inner_Membrane	CHR26_08230()	Inner_Membrane	r
CHR26_16420-MONOMER	Inner_Membrane	CHR26_16420()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	CHR26_16420()	Inner_Membrane	r
CHR26_16415-MONOMER	Inner_Membrane	CHR26_16415()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	CHR26_16415()	Periplasm	s
CHR26_16425-MONOMER	Inner_Membrane	CHR26_16425()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	CHR26_16425()	Inner_Membrane	r
CHR26_28160-MONOMER	Inner_Membrane	CHR26_28160()	Inner_Membrane	r
CHR26_03185-MONOMER	Inner_Membrane	CHR26_03185()	Inner_Membrane	r
CHR26_24890-MONOMER	Inner_Membrane	CHR26_24890()	Inner_Membrane	p
CHR26_03190-MONOMER	Inner_Membrane	CHR26_03190()	Inner_Membrane	r
CHR26_03200-MONOMER	Inner_Membrane	CHR26_03200()	Inner_Membrane	p
CHR26_28970-MONOMER	Periplasm	CHR26_28970()	Periplasm	s
CHR26_09750-MONOMER	Inner_Membrane	CHR26_09750()	Inner_Membrane	r
CHR26_08930-MONOMER	Inner_Membrane	CHR26_08930()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	CHR26_08930()	Periplasm	s
CHR26_08940-MONOMER	Inner_Membrane	CHR26_08940()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	CHR26_08940()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	CHR26_08940()	Inner_Membrane	r
CHR26_08935-MONOMER	Inner_Membrane	CHR26_08935()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	CHR26_08935()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	CHR26_08935()	Inner_Membrane	r
CHR26_13730-MONOMER	Inner_Membrane	CHR26_13730()	Inner_Membrane	r
CHR26_14225-MONOMER	Inner_Membrane	CHR26_14225()	Inner_Membrane	r
CHR26_02025-MONOMER	Inner_Membrane	CHR26_02025()	Inner_Membrane	p
CHR26_02020-MONOMER	Inner_Membrane	CHR26_02020()	Inner_Membrane	p
CHR26_02010-MONOMER	Inner_Membrane	CHR26_02010()	Periplasm	s
CHR26_27970-MONOMER	Periplasm	CHR26_27970()	Periplasm	s
CHR26_01740-MONOMER	Inner_Membrane	CHR26_01740()	Inner_Membrane	r
CHR26_17890-MONOMER	Inner_Membrane	CHR26_17890()	Inner_Membrane	r
CHR26_04375-MONOMER	Inner_Membrane	CHR26_04375()	Inner_Membrane	s
