Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
Pput_3237-MONOMER	Periplasm	Pput_3237()	Periplasm	s
Pput_4799-MONOMER	Outer_Membrane	Pput_4799()	Outer_Membrane	sb
CPLX_MINCYCtpp-0	Outer_Membrane	Pput_4799()	Outer_Membrane	sb
CPLX_RFAMPtpp-0	Outer_Membrane	Pput_4799()	Outer_Membrane	sb
Pput_1629-MONOMER	Inner_Membrane	Pput_1629()	Inner_Membrane	r
Pput_1229-MONOMER	Inner_Membrane	Pput_1229()	Inner_Membrane	r
Pput_4390-MONOMER	Inner_Membrane	Pput_4390()	Inner_Membrane	r
Pput_2496-MONOMER	Periplasm	Pput_2496()	Periplasm	s
Pput_3267-MONOMER	Inner_Membrane	Pput_3267()	Inner_Membrane	r
Pput_3641-MONOMER	Periplasm	Pput_3641()	Periplasm	s
Pput_5226-MONOMER	Inner_Membrane	Pput_5226()	Inner_Membrane	r
Pput_1430-MONOMER	Inner_Membrane	Pput_1430()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	Pput_1430()	Inner_Membrane	r
Pput_1429-MONOMER	Inner_Membrane	Pput_1429()	Periplasm	s
CPLX_ARGabcpp-0	Inner_Membrane	Pput_1429()	Periplasm	s
Pput_1431-MONOMER	Inner_Membrane	Pput_1431()	Inner_Membrane	r
CPLX_ARGabcpp-0	Inner_Membrane	Pput_1431()	Inner_Membrane	r
Pput_1558-MONOMER	Inner_Membrane	Pput_1558()	Inner_Membrane	r
Pput_0838-MONOMER	Inner_Membrane	Pput_0838()	Inner_Membrane	r
Pput_0836-MONOMER	Inner_Membrane	Pput_0836()	Inner_Membrane	p
Pput_0837-MONOMER	Inner_Membrane	Pput_0837()	Inner_Membrane	r
Pput_0835-MONOMER	Inner_Membrane	Pput_0835()	Inner_Membrane	p
Pput_3610-MONOMER	Periplasm	Pput_3610()	Periplasm	s
Pput_4887-MONOMER	Inner_Membrane	Pput_4887()	Inner_Membrane	r
Pput_5078-MONOMER	Inner_Membrane	Pput_5078()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	Pput_5078()	Periplasm	s
Pput_5076-MONOMER	Inner_Membrane	Pput_5076()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	Pput_5076()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	Pput_5076()	Inner_Membrane	r
Pput_5077-MONOMER	Inner_Membrane	Pput_5077()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	Pput_5077()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	Pput_5077()	Inner_Membrane	r
Pput_1117-MONOMER	Inner_Membrane	Pput_1117()	Inner_Membrane	r
Pput_4239-MONOMER	Inner_Membrane	Pput_4239()	Inner_Membrane	p
Pput_4238-MONOMER	Inner_Membrane	Pput_4238()	Inner_Membrane	p
Pput_4236-MONOMER	Inner_Membrane	Pput_4236()	Periplasm	s
Pput_3539-MONOMER	Periplasm	Pput_3539()	Periplasm	s
Pput_4181-MONOMER	Inner_Membrane	Pput_4181()	Inner_Membrane	r
Pput_1670-MONOMER	Inner_Membrane	Pput_1670()	Inner_Membrane	r
Pput_0611-MONOMER	Inner_Membrane	Pput_0611()	Inner_Membrane	s
Pput_0642-MONOMER	Inner_Membrane	Pput_0642()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	Pput_0642()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	Pput_0642()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	Pput_0642()	Inner_Membrane	r
Pput_2829-MONOMER	Inner_Membrane	Pput_2829()	Inner_Membrane	r
Pput_3099-MONOMER	Inner_Membrane	Pput_3099()	Inner_Membrane	r
Pput_5156-MONOMER	Inner_Membrane	Pput_5156()	Inner_Membrane	r
Pput_5012-MONOMER	Inner_Membrane	Pput_5012()	Inner_Membrane	r
Pput_5216-MONOMER	Outer_Membrane	Pput_5216()	Inner_Membrane	s
Pput_3496-MONOMER	Outer_Membrane	Pput_3496()	Outer_Membrane	sb
Pput_5215-MONOMER	Outer_Membrane	Pput_5215()	Inner_Membrane	p
Pput_1661-MONOMER	Inner_Membrane	Pput_1661()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	Pput_1661()	Inner_Membrane	r
Pput_1662-MONOMER	Inner_Membrane	Pput_1662()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	Pput_1662()	Inner_Membrane	r
Pput_1746-MONOMER	Inner_Membrane	Pput_1746()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	Pput_1746()	Inner_Membrane	p
Pput_1735-MONOMER	Inner_Membrane	Pput_1735()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	Pput_1735()	Inner_Membrane	r
Pput_1738-MONOMER	Inner_Membrane	Pput_1738()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	Pput_1738()	Inner_Membrane	r
Pput_1737-MONOMER	Inner_Membrane	Pput_1737()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	Pput_1737()	Inner_Membrane	p
Pput_1736-MONOMER	Inner_Membrane	Pput_1736()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	Pput_1736()	Inner_Membrane	r
Pput_1740-MONOMER	Inner_Membrane	Pput_1740()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	Pput_1740()	Inner_Membrane	r
Pput_1734-MONOMER	Inner_Membrane	Pput_1734()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	Pput_1734()	Inner_Membrane	r
Pput_4081-MONOMER	Inner_Membrane	Pput_4081()	Inner_Membrane	r
Pput_4030-MONOMER	Outer_Membrane	Pput_4030()	Outer_Membrane	sb
Pput_3879-MONOMER	Inner_Membrane	Pput_3879()	Inner_Membrane	r
Pput_4307-MONOMER	Periplasm	Pput_4307()	Periplasm	s
Pput_2827-MONOMER	Inner_Membrane	Pput_2827()	Inner_Membrane	r
Pput_0625-MONOMER	Inner_Membrane	Pput_0625()	Inner_Membrane	r
Pput_4337-MONOMER	Outer_Membrane	Pput_4337()	Inner_Membrane	pa
CPLX_CMtpp-0	Outer_Membrane	Pput_4337()	Inner_Membrane	pa
CPLX_MINCYCtpp-0	Outer_Membrane	Pput_4337()	Inner_Membrane	pa
CPLX_RFAMPtpp-0	Outer_Membrane	Pput_4337()	Inner_Membrane	pa
Pput_2012-MONOMER	Inner_Membrane	Pput_2012()	Inner_Membrane	r
Pput_0967-MONOMER	Inner_Membrane	Pput_0967()	Inner_Membrane	r
Pput_1404-MONOMER	Inner_Membrane	Pput_1404()	Inner_Membrane	r
