Reaction	Complexes
2AGPE140tipp	Pput_4020-MONOMER
2AGPE141tipp	Pput_4020-MONOMER
2AGPG140tipp	Pput_4020-MONOMER
2AGPG141tipp	Pput_4020-MONOMER
2DHGLCK	Pput_2380-MONOMER
2DHGLCNkt_tpp	Pput_2381-MONOMER
2MAHMP	Pput_1820-MONOMER
3AMACHYD	Pput_3536-MONOMER
3HAACOAT100	Pput_4315-MONOMER
3HAACOAT120	Pput_4315-MONOMER
3HAACOAT121	Pput_4315-MONOMER
3HAACOAT140	Pput_4315-MONOMER
3HAACOAT141	Pput_4315-MONOMER
3HAACOAT60	Pput_4315-MONOMER
3HAACOAT80	Pput_4315-MONOMER
3HAD100	Pput_4175-MONOMER
3HAD120	Pput_4175-MONOMER
3HAD121	Pput_4175-MONOMER
3HAD140	Pput_4175-MONOMER
3HAD141	Pput_4175-MONOMER
3HAD160	Pput_4175-MONOMER
3HAD161	Pput_4175-MONOMER
3HAD180	Pput_4175-MONOMER
3HAD181	Pput_4175-MONOMER
3HAD40	Pput_4175-MONOMER
3HAD60	Pput_4175-MONOMER
3HAD80	Pput_4175-MONOMER
3OADPCOAT	CPLX_BUTCT-0
3OAR100	Pput_3800-MONOMER
3OAR120	Pput_3800-MONOMER
3OAR121	Pput_3800-MONOMER
3OAR140	Pput_3800-MONOMER
3OAR141	Pput_3800-MONOMER
3OAR160	Pput_3800-MONOMER
3OAR161	Pput_3800-MONOMER
3OAR180	Pput_3800-MONOMER
3OAR181	Pput_3800-MONOMER
3OAR40	Pput_3800-MONOMER
3OAR60	Pput_3800-MONOMER
3OAR80	Pput_3800-MONOMER
3OAS100	Pput_3798-MONOMER OR Pput_1693-MONOMER OR Pput_2422-MONOMER
3OAS120	Pput_3798-MONOMER OR Pput_1693-MONOMER OR Pput_2422-MONOMER
3OAS121	Pput_1693-MONOMER
3OAS140	Pput_3798-MONOMER OR Pput_1693-MONOMER OR Pput_2422-MONOMER
3OAS141	Pput_1693-MONOMER
3OAS160	Pput_3798-MONOMER OR Pput_1693-MONOMER OR Pput_2422-MONOMER
3OAS161	Pput_1693-MONOMER
3OAS180	Pput_1693-MONOMER
3OAS181	Pput_1693-MONOMER
3OAS60	Pput_3798-MONOMER OR Pput_1693-MONOMER OR Pput_2422-MONOMER
3OAS80	Pput_3798-MONOMER OR Pput_1693-MONOMER OR Pput_2422-MONOMER
