complex_id,name,genes,mod,replace
CPLX-tRNA-PHE-LIGASE,tRNA-Phe ligase,Pput_3220(2) AND Pput_3221(2),,
CPLX_ACCOAC-0,Acetyl-CoA carboxylase,Pput_0598(2) AND Pput_3765(2) AND Pput_4170(2) AND Pput_0597(2),,
CPLX_ACHBS-0,2-aceto-2-hydroxybutanoate synthase,Pput_4543(2) AND Pput_4544(2),,
CPLX_ACOATA-0,Acetyl-CoA ACP transacylase,Pput_3799() AND Pput_1693(),,
CPLX_ACONCtupp-0,Cisaconitate transport periplasm,Pput_4303() AND Pput_4305() AND Pput_4304(),,
CPLX_ACPPAT120-0,Acyl-(acyl carrier protein):phosphate acyltransferase (C12:0),Pput_3799() AND Pput_3802(),,
CPLX_ADSK-0,Adenylyl-sulfate kinase,Pput_4421(4) AND Pput_4422(4),,
CPLX_AIRCr-0,Phosphoribosylaminoimidazole carboxylase,Pput_5243() AND Pput_5244(),,
CPLX_ALAabcpp-0,L-alanine transport via ABC system (periplasm),Pput_0516() AND Pput_4720(),,
CPLX_ALAALAabcpp-0,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),Pput_0921() AND Pput_0920() AND Pput_0919() AND Pput_0918() AND Pput_0917(),,
CPLX_ALAALAabcpp-1,D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm),Pput_0917(1) AND Pput_0918(1) AND Pput_0919(1) AND Pput_0920(1) AND Pput_0924(1),,
CPLX_ANS-0,Anthranilate synthase,Pput_0451() AND Pput_0453(),,
CPLX_APSR-0,Adenosine 5'-phosphosulfate reductase;,Pput_3442() AND Pput_5124(),,
CPLX_ARGabcpp-0,L-arginine transport via ABC system (periplasm),Pput_1430(1) AND Pput_1429(1) AND Pput_1431(1) AND Pput_1432(2),,
CPLX_ASPabcpp-0,L-aspartate transport via ABC system (periplasm),Pput_1112() AND Pput_1111() AND Pput_1110() AND Pput_1109(),,
CPLX_AST-0,Arginine succinyltransferase,Pput_1436() AND Pput_1435(),,
CPLX_ATPPRT-0,ATP phosphoribosyltransferase,Pput_1004() AND Pput_4766(),,
CPLX_ATPS4rpp-0,ATP synthase (four protons for one ATP) (periplasm),Pput_5297() AND Pput_5301() AND Pput_5294() AND Pput_5295() AND Pput_5300() AND Pput_5299() AND Pput_5296() AND Pput_5298() AND Pput_5302(),,
CPLX_BUTCT-0,Acetyl-CoA:butyrate-CoA transferase,Pput_2593() AND Pput_2594(),,
CPLX_BUTSO3abcpp-0,Butanesulfonate transport via ABC system (periplasm),Pput_0254(2) AND Pput_0255(2) AND Pput_0252(),,
CPLX_BZ12DOX-0,"Benzoate 1,2-dioxygenase",Pput_2554() AND Pput_2553() AND Pput_2552(),,
CPLX_CHLabcpp-0,Choline transport via ABC system (periplasm),Pput_0314() AND Pput_0315() AND Pput_0316(),,
CPLX_CMtpp-0,Chloramphenicol transport via TolC system,Pput_4337() AND Pput_4338() AND Pput_4339(),,
CPLX_CMtpp-1,Chloramphenicol transport via TolC system,Pput_0997() AND Pput_0998() AND Pput_0999(),,
CPLX_CPMPS-0,Cyclic pyranopterin monophosphate synthase,Pput_4433() AND Pput_1291(),,
CPLX_CRO4abcpp-0,Chromate transport via ABC system (periplasm),Pput_5078(1) AND Pput_5075(2) AND Pput_5076(1) AND Pput_5077(1),,
CPLX_CRO4abcpp-1,Chromate transport via ABC system (periplasm),Pput_5075() AND Pput_5077() AND Pput_5076() AND Pput_1565(),,
CPLX_CU1Opp-0,Cuprous Oxidase (Cu+1),Pput_0574() AND Pput_0573(),,
CPLX_CYO1_KT-0,Ubiquinol   cytochrome c reductase,Pput_4407() AND Pput_4406() AND Pput_4405(),,
